Time,Call Sign,Altitude (ft),Speed (knots),Engine Performance,Deviation from Flight Path (nm),Fuel Efficiency (kg/hour)
09:00:30,UAE201,12695,464,Abnormal,2,544
09:01:00,UAE201,36678,475,Abnormal,5,463
09:01:30,UAE201,10341,465,Abnormal,5,1539
09:02:00,UAE201,15234,495,Normal,3,2609
09:02:30,UAE201,24803,420,Abnormal,3,1019
09:03:00,UAE201,8500,436,Normal,5,1178
09:03:30,UAE201,22978,487,Abnormal,3,181
09:04:00,UAE201,39632,429,Normal,3,1373
09:04:30,UAE201,10451,451,Abnormal,5,1583
09:05:00,UAE201,10739,453,Normal,4,1789
09:05:30,UAE201,27630,496,Abnormal,0,1918
09:06:00,UAE201,13743,496,Normal,0,2452
09:06:30,UAE201,10668,449,Abnormal,2,1396
09:07:00,UAE201,37227,402,Abnormal,4,1284
09:07:30,UAE201,35504,485,Abnormal,1,947
09:08:00,UAE201,16667,494,Abnormal,1,1595
09:08:30,UAE201,37006,454,Normal,1,2104
09:09:00,UAE201,31139,465,Normal,5,1802
09:09:30,UAE201,16260,498,Normal,3,1225
09:10:00,UAE201,36370,470,Abnormal,0,954
09:10:30,UAE201,25612,448,Abnormal,1,2662
09:11:00,UAE201,33985,451,Normal,3,739
09:11:30,UAE201,30202,499,Abnormal,3,1037
09:12:00,UAE201,35384,408,Normal,4,2707
09:12:30,UAE201,6392,449,Normal,1,603
09:13:00,UAE201,16643,468,Abnormal,5,2218
09:13:30,UAE201,39257,436,Abnormal,3,669
09:14:00,UAE201,14245,418,Normal,5,451
09:14:30,UAE201,33390,496,Normal,2,201
09:15:00,UAE201,33759,433,Normal,5,2487
09:15:30,UAE201,18620,401,Normal,2,2374
09:16:00,UAE201,22176,413,Normal,5,445
09:16:30,UAE201,20792,498,Normal,1,1865
09:17:00,UAE201,37367,426,Abnormal,0,746
09:17:30,UAE201,36772,420,Normal,1,2092
09:18:00,UAE201,6091,464,Normal,4,2338
09:18:30,UAE201,35220,463,Normal,0,1146
09:19:00,UAE201,35356,440,Abnormal,1,2517
09:19:30,UAE201,30905,408,Normal,1,2082
09:20:00,UAE201,33206,443,Abnormal,2,553
09:20:30,UAE201,31190,482,Normal,5,2548
09:21:00,UAE201,39293,460,Abnormal,3,297
09:21:30,UAE201,28899,470,Normal,1,1788
09:22:00,UAE201,39923,426,Abnormal,2,325
09:22:30,UAE201,31501,429,Normal,0,2406
09:23:00,UAE201,9721,422,Normal,2,1162
09:23:30,UAE201,35055,422,Normal,4,2073
09:24:00,UAE201,5308,402,Normal,3,1589
09:24:30,UAE201,36981,417,Abnormal,3,855
09:25:00,UAE201,22066,453,Abnormal,0,2832
09:25:30,UAE201,38205,475,Normal,4,512
09:26:00,UAE201,12862,480,Abnormal,1,542
09:26:30,UAE201,33609,426,Abnormal,5,2251
09:27:00,UAE201,33079,402,Abnormal,0,1646
09:27:30,UAE201,28582,462,Normal,4,592
09:28:00,UAE201,18167,475,Normal,0,2050
09:28:30,UAE201,27124,413,Abnormal,3,1355
09:29:00,UAE201,39388,415,Abnormal,2,1295
09:29:30,UAE201,29195,478,Abnormal,3,1507
09:30:00,UAE201,26950,402,Normal,2,419
09:30:30,UAE201,5381,463,Normal,5,2380
09:31:00,UAE201,31684,430,Normal,2,1140
09:31:30,UAE201,12180,482,Abnormal,3,797
09:32:00,UAE201,29429,443,Normal,4,1536
09:32:30,UAE201,21554,474,Abnormal,0,2229
09:33:00,UAE201,37938,467,Normal,2,2060
09:33:30,UAE201,17331,496,Abnormal,0,2067
09:34:00,UAE201,25878,423,Abnormal,1,1753
09:34:30,UAE201,29848,478,Normal,2,1274
09:35:00,UAE201,6693,430,Normal,2,2189
09:35:30,UAE201,5832,428,Normal,4,2210
09:36:00,UAE201,22084,469,Abnormal,0,2441
09:36:30,UAE201,11459,487,Abnormal,0,2090
09:37:00,UAE201,9171,436,Abnormal,1,1131
09:37:30,UAE201,19425,404,Normal,1,187
09:38:00,UAE201,34804,401,Normal,3,1571
09:38:30,UAE201,22518,414,Abnormal,3,354
09:39:00,UAE201,16715,440,Abnormal,5,2549
09:39:30,UAE201,30108,472,Normal,0,1025
09:40:00,UAE201,21501,433,Normal,0,912
09:40:30,UAE201,8999,484,Abnormal,0,1491
09:41:00,UAE201,30182,457,Abnormal,5,2132
09:41:30,UAE201,30331,449,Normal,0,1106
09:42:00,UAE201,10370,436,Abnormal,4,2738
09:42:30,UAE201,29314,498,Normal,4,2799
09:43:00,UAE201,10576,491,Normal,4,2527
09:43:30,UAE201,12705,475,Abnormal,1,2649
09:44:00,UAE201,17931,439,Normal,2,2744
09:44:30,UAE201,36382,426,Normal,1,2088
09:45:00,UAE201,23369,478,Normal,1,2474
09:45:30,UAE201,19981,487,Abnormal,4,1516
09:46:00,UAE201,5731,459,Abnormal,2,529
09:46:30,UAE201,6422,412,Normal,4,2333
09:47:00,UAE201,28127,410,Abnormal,4,800
09:47:30,UAE201,21817,414,Normal,2,1217
09:48:00,UAE201,31944,464,Abnormal,1,1318
09:48:30,UAE201,31370,431,Abnormal,5,552
09:49:00,UAE201,15314,452,Normal,1,876
09:49:30,UAE201,7739,469,Normal,5,2898
09:50:00,UAE201,27880,421,Normal,0,1874
09:50:30,UAE201,21800,412,Normal,2,2566
09:51:00,UAE201,8460,456,Abnormal,3,331
09:51:30,UAE201,29099,422,Normal,2,1011
09:52:00,UAE201,29235,484,Abnormal,1,2278
09:52:30,UAE201,17052,485,Normal,2,1070
09:53:00,UAE201,18666,407,Normal,1,2324
09:53:30,UAE201,5183,441,Normal,0,677
09:54:00,UAE201,34835,482,Abnormal,1,335
09:54:30,UAE201,22466,497,Abnormal,3,105
09:55:00,UAE201,24055,409,Normal,1,1204
09:55:30,UAE201,26837,428,Abnormal,1,2011
09:56:00,UAE201,8215,438,Abnormal,1,1920
09:56:30,UAE201,26147,446,Abnormal,4,2726
09:57:00,UAE201,22927,406,Abnormal,5,849
09:57:30,UAE201,33865,409,Normal,3,2975
09:58:00,UAE201,33267,494,Normal,1,1906
09:58:30,UAE201,26297,443,Abnormal,4,2273
09:59:00,UAE201,15681,431,Normal,1,1968
09:59:30,UAE201,30200,493,Normal,0,1493
10:00:00,UAE201,14018,426,Normal,0,1305
10:00:30,UAE201,12541,405,Abnormal,5,2164
10:01:00,UAE201,19451,401,Abnormal,1,1832
10:01:30,UAE201,30789,468,Abnormal,5,2670
10:02:00,UAE201,26980,432,Abnormal,5,1871
10:02:30,UAE201,30034,460,Normal,4,314
10:03:00,UAE201,27207,470,Normal,2,1597
10:03:30,UAE201,31150,461,Abnormal,1,855
10:04:00,UAE201,38817,499,Abnormal,3,1697
10:04:30,UAE201,13256,446,Abnormal,5,964
10:05:00,UAE201,7378,468,Normal,4,2355
10:05:30,UAE201,11949,436,Abnormal,4,424
10:06:00,UAE201,8430,453,Abnormal,1,2733
10:06:30,UAE201,12835,466,Abnormal,2,2607
10:07:00,UAE201,36421,437,Abnormal,0,2397
10:07:30,UAE201,34022,409,Normal,2,1737
10:08:00,UAE201,26237,457,Normal,4,2053
10:08:30,UAE201,30637,436,Normal,1,2529
10:09:00,UAE201,38872,458,Abnormal,5,2543
10:09:30,UAE201,12136,484,Normal,3,2325
10:10:00,UAE201,6407,485,Normal,1,1685
10:10:30,UAE201,34127,413,Abnormal,1,1217
10:11:00,UAE201,19330,443,Abnormal,5,787
10:11:30,UAE201,35474,494,Abnormal,1,1726
10:12:00,UAE201,17514,446,Abnormal,2,523
10:12:30,UAE201,14495,445,Abnormal,0,1015
10:13:00,UAE201,6045,463,Abnormal,4,250
10:13:30,UAE201,33723,481,Normal,1,1424
10:14:00,UAE201,5012,440,Normal,3,1730
10:14:30,UAE201,21815,494,Abnormal,1,2606
10:15:00,UAE201,28602,474,Normal,5,1426
10:15:30,UAE201,17272,441,Normal,5,2648
10:16:00,UAE201,23979,491,Abnormal,1,452
10:16:30,UAE201,13804,411,Normal,2,367
10:17:00,UAE201,20698,444,Normal,5,1954
10:17:30,UAE201,5976,484,Normal,5,526
10:18:00,UAE201,39624,442,Normal,2,1662
10:18:30,UAE201,5323,465,Normal,5,667
10:19:00,UAE201,39004,426,Abnormal,5,1214
10:19:30,UAE201,16725,495,Abnormal,0,1963
10:20:00,UAE201,8648,463,Abnormal,5,186
10:20:30,UAE201,37658,457,Normal,3,1504
10:21:00,UAE201,32287,484,Normal,1,1199
10:21:30,UAE201,28188,493,Abnormal,3,1596
10:22:00,UAE201,34473,469,Abnormal,4,2645
10:22:30,UAE201,26504,415,Normal,4,2989
10:23:00,UAE201,17353,452,Normal,5,2886
10:23:30,UAE201,22156,442,Abnormal,4,1993
10:24:00,UAE201,10187,475,Normal,2,1475
10:24:30,UAE201,11445,428,Abnormal,0,1884
10:25:00,UAE201,6020,497,Abnormal,5,2072
10:25:30,UAE201,15308,464,Normal,0,2417
10:26:00,UAE201,12296,471,Normal,4,1241
10:26:30,UAE201,16674,457,Normal,2,1164
10:27:00,UAE201,38091,429,Abnormal,0,2081
10:27:30,UAE201,15482,472,Normal,2,1144
10:28:00,UAE201,24915,401,Normal,2,2994
10:28:30,UAE201,39283,464,Normal,2,610
10:29:00,UAE201,24957,453,Normal,2,248
10:29:30,UAE201,36733,440,Normal,4,2174
10:30:00,UAE201,33918,495,Abnormal,2,321
10:30:30,UAE201,22786,405,Abnormal,3,2279
10:31:00,UAE201,23041,413,Abnormal,0,2933
10:31:30,UAE201,21393,460,Abnormal,4,844
10:32:00,UAE201,35697,493,Normal,4,2404
10:32:30,UAE201,35973,407,Abnormal,2,1611
10:33:00,UAE201,29547,443,Abnormal,3,1016
10:33:30,UAE201,21080,478,Normal,1,1566
10:34:00,UAE201,14185,482,Normal,5,672
10:34:30,UAE201,21611,435,Abnormal,4,2667
10:35:00,UAE201,11738,418,Normal,0,176
10:35:30,UAE201,36606,425,Abnormal,0,2560
10:36:00,UAE201,30645,458,Abnormal,1,2205
10:36:30,UAE201,10966,487,Normal,2,1431
10:37:00,UAE201,26873,405,Abnormal,5,907
10:37:30,UAE201,9568,460,Normal,4,1450
10:38:00,UAE201,37596,430,Normal,0,1695
10:38:30,UAE201,12580,459,Abnormal,2,1790
10:39:00,UAE201,26366,402,Normal,2,2802
10:39:30,UAE201,16982,446,Normal,5,2871
10:40:00,UAE201,25928,464,Abnormal,1,2824
10:40:30,UAE201,23205,467,Normal,4,322
10:41:00,UAE201,34843,481,Normal,2,2400
10:41:30,UAE201,17534,482,Normal,0,2230
10:42:00,UAE201,31413,403,Abnormal,1,539
10:42:30,UAE201,18309,490,Abnormal,0,756
10:43:00,UAE201,8561,459,Normal,3,2593
10:43:30,UAE201,11730,448,Abnormal,0,496
10:44:00,UAE201,10923,421,Abnormal,0,1706
10:44:30,UAE201,5703,451,Abnormal,1,889
10:45:00,UAE201,36669,445,Normal,5,1098
10:45:30,UAE201,35534,428,Normal,5,1380
10:46:00,UAE201,33168,425,Normal,2,1115
10:46:30,UAE201,22146,416,Normal,2,2186
10:47:00,UAE201,27643,421,Normal,5,2839
10:47:30,UAE201,30832,433,Normal,4,1091
10:48:00,UAE201,15004,425,Normal,3,571
10:48:30,UAE201,13600,489,Normal,3,2116
10:49:00,UAE201,24024,491,Normal,5,2182
10:49:30,UAE201,25499,488,Abnormal,2,173
10:50:00,UAE201,13202,454,Normal,0,1224
10:50:30,UAE201,16201,411,Normal,2,2550
10:51:00,UAE201,14676,418,Abnormal,3,2673
10:51:30,UAE201,18694,427,Abnormal,5,1487
10:52:00,UAE201,7906,480,Abnormal,1,926
10:52:30,UAE201,19760,454,Normal,2,1996
10:53:00,UAE201,6213,416,Abnormal,5,1046
10:53:30,UAE201,7117,429,Abnormal,4,682
10:54:00,UAE201,24758,418,Normal,3,1836
10:54:30,UAE201,19490,496,Abnormal,1,1393
10:55:00,UAE201,21939,479,Normal,2,2168
10:55:30,UAE201,7788,494,Abnormal,0,2529
10:56:00,UAE201,16250,471,Normal,0,551
10:56:30,UAE201,30510,468,Abnormal,3,2905
10:57:00,UAE201,34606,497,Abnormal,4,1932
10:57:30,UAE201,10108,456,Normal,5,1255
10:58:00,UAE201,5797,439,Abnormal,4,2130
10:58:30,UAE201,17029,459,Abnormal,5,2845
10:59:00,UAE201,7504,468,Abnormal,4,1351
10:59:30,UAE201,6946,454,Normal,1,165
11:00:00,UAE201,19744,482,Abnormal,2,580
11:00:30,UAE201,19860,445,Normal,1,1299
11:01:00,UAE201,26923,441,Abnormal,4,2346
11:01:30,UAE201,36870,462,Normal,0,567
11:02:00,UAE201,37696,472,Normal,3,819
11:02:30,UAE201,28328,470,Normal,2,682
11:03:00,UAE201,19919,465,Normal,2,571
11:03:30,UAE201,18150,449,Abnormal,5,1756
11:04:00,UAE201,21454,464,Abnormal,4,376
11:04:30,UAE201,17772,482,Abnormal,4,181
11:05:00,UAE201,22488,485,Abnormal,1,321
11:05:30,UAE201,19749,420,Normal,3,1474
11:06:00,UAE201,22017,487,Normal,5,1469
11:06:30,UAE201,14884,486,Normal,1,1030
11:07:00,UAE201,5546,455,Normal,2,373
11:07:30,UAE201,6805,419,Normal,0,2313
11:08:00,UAE201,7543,491,Abnormal,3,427
11:08:30,UAE201,22833,456,Abnormal,0,2553
11:09:00,UAE201,21268,438,Abnormal,5,252
11:09:30,UAE201,15515,444,Abnormal,1,2597
11:10:00,UAE201,27875,409,Normal,5,629
11:10:30,UAE201,33734,477,Abnormal,1,742
11:11:00,UAE201,23080,428,Normal,3,923
11:11:30,UAE201,12970,460,Abnormal,1,2903
11:12:00,UAE201,39736,482,Normal,5,559
11:12:30,UAE201,31387,495,Normal,0,325
11:13:00,UAE201,12624,497,Abnormal,3,752
11:13:30,UAE201,24591,496,Abnormal,5,1342
11:14:00,UAE201,11487,400,Abnormal,4,2819
11:14:30,UAE201,23941,453,Abnormal,5,645
11:15:00,UAE201,17511,461,Abnormal,0,1520
11:15:30,UAE201,16319,465,Normal,0,248
11:16:00,UAE201,33505,448,Abnormal,3,1252
11:16:30,UAE201,31847,474,Abnormal,4,107
11:17:00,UAE201,28655,442,Abnormal,1,2942
11:17:30,UAE201,20464,427,Normal,2,1885
11:18:00,UAE201,23374,481,Abnormal,5,882
11:18:30,UAE201,12422,461,Abnormal,3,358
11:19:00,UAE201,23502,433,Abnormal,5,543
11:19:30,UAE201,21165,422,Abnormal,5,460
11:20:00,UAE201,29614,427,Abnormal,3,1956
11:20:30,UAE201,8725,459,Abnormal,2,145
11:21:00,UAE201,31335,478,Normal,4,1617
11:21:30,UAE201,25594,442,Normal,5,2158
11:22:00,UAE201,38236,404,Normal,1,1440
11:22:30,UAE201,9024,480,Normal,1,368
11:23:00,UAE201,30602,476,Abnormal,0,2480
11:23:30,UAE201,34893,426,Abnormal,1,2935
11:24:00,UAE201,32271,415,Abnormal,0,960
11:24:30,UAE201,18953,445,Abnormal,5,520
11:25:00,UAE201,39582,490,Abnormal,0,2041
11:25:30,UAE201,33689,434,Normal,4,2637
11:26:00,UAE201,19933,423,Abnormal,4,2666
11:26:30,UAE201,24958,448,Normal,3,993
11:27:00,UAE201,19900,400,Abnormal,3,1920
11:27:30,UAE201,34284,495,Abnormal,0,123
11:28:00,UAE201,17848,441,Abnormal,0,1910
11:28:30,UAE201,19237,428,Normal,3,1013
11:29:00,UAE201,10206,478,Abnormal,3,1283
11:29:30,UAE201,31372,418,Normal,1,904
11:30:00,UAE201,18948,430,Normal,3,1119
11:30:30,UAE201,11271,450,Normal,5,1062
11:31:00,UAE201,35908,474,Normal,5,572
11:31:30,UAE201,20730,490,Abnormal,4,1417
11:32:00,UAE201,13794,479,Normal,5,2126
11:32:30,UAE201,10449,486,Abnormal,2,1446
11:33:00,UAE201,37172,420,Normal,2,606
11:33:30,UAE201,12912,422,Abnormal,4,2058
11:34:00,UAE201,8973,448,Abnormal,5,2985
11:34:30,UAE201,28227,438,Abnormal,1,209
11:35:00,UAE201,36090,425,Normal,2,2952
11:35:30,UAE201,38828,411,Normal,1,2873
11:36:00,UAE201,23424,500,Abnormal,2,370
11:36:30,UAE201,20631,500,Abnormal,0,537
11:37:00,UAE201,15309,420,Normal,5,1507
11:37:30,UAE201,20267,453,Normal,2,2320
11:38:00,UAE201,10237,477,Normal,0,2188
11:38:30,UAE201,33623,497,Normal,3,1207
11:39:00,UAE201,5694,404,Normal,1,2941
11:39:30,UAE201,21572,411,Normal,2,1014
11:40:00,UAE201,33978,417,Abnormal,4,186
11:40:30,UAE201,14240,480,Abnormal,1,571
11:41:00,UAE201,36049,495,Normal,1,400
11:41:30,UAE201,36280,500,Normal,1,2872
11:42:00,UAE201,8483,459,Abnormal,1,2224
11:42:30,UAE201,15374,424,Abnormal,0,2793
11:43:00,UAE201,8631,461,Normal,1,884
11:43:30,UAE201,24310,454,Abnormal,4,1666
11:44:00,UAE201,37826,445,Abnormal,4,1834
11:44:30,UAE201,35056,468,Abnormal,4,2412
11:45:00,UAE201,18595,454,Abnormal,2,455
11:45:30,UAE201,25096,415,Abnormal,3,401
11:46:00,UAE201,29034,440,Normal,1,1858
11:46:30,UAE201,7225,415,Abnormal,3,1526
11:47:00,UAE201,30647,469,Normal,2,1025
11:47:30,UAE201,11130,451,Abnormal,3,399
11:48:00,UAE201,20152,456,Normal,4,2225
11:48:30,UAE201,7006,410,Normal,5,2195
11:49:00,UAE201,19863,432,Normal,4,2552
11:49:30,UAE201,32894,411,Normal,0,1705
11:50:00,UAE201,16835,466,Abnormal,2,2845
11:50:30,UAE201,16695,464,Abnormal,0,2029
11:51:00,UAE201,27138,478,Normal,0,1979
11:51:30,UAE201,5950,472,Normal,3,1960
11:52:00,UAE201,39868,470,Normal,0,2046
11:52:30,UAE201,19586,444,Normal,3,587
11:53:00,UAE201,6265,440,Abnormal,4,1242
11:53:30,UAE201,29008,449,Abnormal,0,1608
11:54:00,UAE201,11199,423,Normal,5,688
11:54:30,UAE201,20758,431,Abnormal,1,410
11:55:00,UAE201,31559,476,Normal,5,145
11:55:30,UAE201,39406,452,Abnormal,5,2099
11:56:00,UAE201,14131,475,Normal,2,1599
11:56:30,UAE201,16950,494,Abnormal,4,915
11:57:00,UAE201,25823,403,Abnormal,5,702
11:57:30,UAE201,39843,433,Normal,0,1915
11:58:00,UAE201,38248,447,Abnormal,1,1198
11:58:30,UAE201,21659,463,Normal,5,1611
11:59:00,UAE201,14014,405,Abnormal,1,120
11:59:30,UAE201,34467,442,Normal,0,1962
12:00:00,UAE201,9761,471,Normal,1,1348
12:00:30,UAE201,18575,457,Abnormal,2,260
12:01:00,UAE201,18362,435,Abnormal,1,414
12:01:30,UAE201,21629,400,Abnormal,0,1795
12:02:00,UAE201,33137,471,Abnormal,3,1061
12:02:30,UAE201,23971,430,Abnormal,2,2940
12:03:00,UAE201,20403,437,Normal,2,1164
12:03:30,UAE201,38320,452,Abnormal,4,409
12:04:00,UAE201,5571,405,Abnormal,3,1048
12:04:30,UAE201,29469,412,Abnormal,1,1966
12:05:00,UAE201,27583,438,Normal,4,2215
12:05:30,UAE201,35413,460,Normal,4,2838
12:06:00,UAE201,12245,464,Abnormal,4,1513
12:06:30,UAE201,16817,472,Abnormal,5,1880
12:07:00,UAE201,20612,483,Abnormal,2,1441
12:07:30,UAE201,27225,436,Normal,1,1664
12:08:00,UAE201,8162,492,Abnormal,2,2193
12:08:30,UAE201,28478,495,Abnormal,1,883
12:09:00,UAE201,18237,434,Normal,2,989
12:09:30,UAE201,20580,467,Normal,2,1350
12:10:00,UAE201,21774,411,Abnormal,5,881
12:10:30,UAE201,27135,470,Abnormal,3,1527
12:11:00,UAE201,31312,486,Abnormal,4,2051
12:11:30,UAE201,9014,471,Abnormal,0,2722
12:12:00,UAE201,7511,428,Normal,1,2816
12:12:30,UAE201,16357,422,Normal,2,543
12:13:00,UAE201,22546,468,Normal,1,2942
12:13:30,UAE201,26912,479,Normal,1,888
12:14:00,UAE201,6437,464,Abnormal,3,2509
12:14:30,UAE201,27968,468,Normal,3,2231
12:15:00,UAE201,11534,470,Normal,1,2236
12:15:30,UAE201,16430,424,Normal,5,2770
12:16:00,UAE201,32273,419,Abnormal,3,1678
12:16:30,UAE201,24255,427,Abnormal,4,1171
12:17:00,UAE201,32075,426,Abnormal,4,2605
12:17:30,UAE201,19578,452,Abnormal,5,2304
12:18:00,UAE201,33441,451,Normal,5,928
12:18:30,UAE201,34242,419,Normal,3,2060
12:19:00,UAE201,10997,421,Normal,5,1971
12:19:30,UAE201,22791,405,Normal,1,776
12:20:00,UAE201,36566,431,Normal,0,1445
12:20:30,UAE201,29643,458,Normal,0,535
12:21:00,UAE201,37171,443,Abnormal,5,2707
12:21:30,UAE201,24604,447,Normal,1,2817
12:22:00,UAE201,8163,421,Abnormal,3,734
12:22:30,UAE201,20724,446,Normal,0,263
12:23:00,UAE201,33504,440,Abnormal,3,1029
12:23:30,UAE201,18892,444,Normal,1,750
12:24:00,UAE201,36033,420,Normal,5,213
12:24:30,UAE201,18693,430,Abnormal,4,2292
12:25:00,UAE201,14182,440,Normal,1,1080
12:25:30,UAE201,23795,483,Normal,1,1224
12:26:00,UAE201,24941,460,Normal,4,2967
12:26:30,UAE201,19440,481,Normal,5,2197
12:27:00,UAE201,29206,456,Abnormal,2,1279
12:27:30,UAE201,13957,497,Normal,1,307
12:28:00,UAE201,31160,404,Abnormal,1,394
12:28:30,UAE201,36898,489,Abnormal,4,2200
12:29:00,UAE201,23042,411,Normal,0,716
12:29:30,UAE201,21759,473,Abnormal,1,795
12:30:00,UAE201,30544,498,Abnormal,4,2497
12:30:30,UAE201,21971,494,Abnormal,5,1093
12:31:00,UAE201,15522,476,Abnormal,2,745
12:31:30,UAE201,10302,400,Normal,1,1960
12:32:00,UAE201,33325,408,Abnormal,3,1423
12:32:30,UAE201,8150,486,Normal,1,1225
12:33:00,UAE201,30409,453,Normal,2,2877
12:33:30,UAE201,23777,423,Normal,2,2120
12:34:00,UAE201,38269,483,Abnormal,4,1405
12:34:30,UAE201,31205,432,Normal,5,689
12:35:00,UAE201,6893,450,Abnormal,4,1493
12:35:30,UAE201,18620,499,Normal,5,985
12:36:00,UAE201,14116,441,Normal,3,2868
12:36:30,UAE201,16345,430,Abnormal,4,1385
12:37:00,UAE201,8146,437,Normal,3,1748
12:37:30,UAE201,19354,500,Normal,0,383
12:38:00,UAE201,27276,415,Abnormal,5,413
12:38:30,UAE201,38796,464,Normal,5,467
12:39:00,UAE201,36150,477,Abnormal,0,497
12:39:30,UAE201,19909,439,Abnormal,1,2564
12:40:00,UAE201,31165,411,Normal,1,1342
12:40:30,UAE201,11324,459,Abnormal,1,1844
12:41:00,UAE201,22879,468,Normal,2,2664
12:41:30,UAE201,32329,439,Abnormal,0,753
12:42:00,UAE201,37811,476,Abnormal,0,2485
12:42:30,UAE201,14695,416,Abnormal,5,826
12:43:00,UAE201,23769,446,Abnormal,3,2254
12:43:30,UAE201,23725,427,Abnormal,3,997
12:44:00,UAE201,8373,494,Abnormal,2,1109
12:44:30,UAE201,25782,461,Normal,1,1049
12:45:00,UAE201,16150,470,Abnormal,4,2278
12:45:30,UAE201,29998,445,Abnormal,3,1366
12:46:00,UAE201,14331,427,Abnormal,3,215
12:46:30,UAE201,15697,440,Normal,4,2802
12:47:00,UAE201,8314,425,Abnormal,0,1866
12:47:30,UAE201,21966,486,Normal,4,2337
12:48:00,UAE201,17849,406,Abnormal,0,2130
12:48:30,UAE201,14028,469,Normal,3,975
12:49:00,UAE201,34325,444,Abnormal,3,1265
12:49:30,UAE201,22542,451,Normal,0,1936
12:50:00,UAE201,38084,447,Abnormal,1,1542
12:50:30,UAE201,13151,414,Abnormal,5,1289
12:51:00,UAE201,12762,448,Abnormal,2,2286
12:51:30,UAE201,20056,424,Abnormal,2,1321
12:52:00,UAE201,25949,477,Abnormal,2,2757
12:52:30,UAE201,10382,444,Normal,2,286
12:53:00,UAE201,32828,449,Normal,1,342
12:53:30,UAE201,5918,481,Abnormal,1,219
12:54:00,UAE201,16368,450,Abnormal,5,1590
12:54:30,UAE201,38355,475,Normal,5,1390
12:55:00,UAE201,13153,472,Abnormal,4,2479
12:55:30,UAE201,5494,458,Normal,0,253
12:56:00,UAE201,7218,468,Normal,3,2725
12:56:30,UAE201,32091,413,Normal,2,710
12:57:00,UAE201,16648,445,Abnormal,1,1144
12:57:30,UAE201,26673,466,Normal,1,2492
12:58:00,UAE201,24137,463,Abnormal,3,1631
12:58:30,UAE201,18328,454,Abnormal,4,2628
12:59:00,UAE201,29925,404,Abnormal,3,1920
12:59:30,UAE201,5798,486,Abnormal,0,818
13:00:00,UAE201,7607,459,Normal,4,1583
13:00:30,UAE201,34515,465,Abnormal,1,1515
13:01:00,UAE201,6333,413,Normal,4,1571
13:01:30,UAE201,36949,486,Normal,2,2345
13:02:00,UAE201,14604,477,Normal,0,991
13:02:30,UAE201,26866,477,Normal,4,2755
13:03:00,UAE201,7537,414,Abnormal,3,422
13:03:30,UAE201,31846,459,Abnormal,1,1659
13:04:00,UAE201,9564,436,Normal,3,2586
13:04:30,UAE201,39833,477,Normal,4,942
13:05:00,UAE201,5550,401,Normal,1,1362
13:05:30,UAE201,8743,413,Abnormal,4,596
13:06:00,UAE201,9820,406,Normal,4,116
13:06:30,UAE201,28499,400,Normal,3,1416
13:07:00,UAE201,11602,444,Abnormal,4,1241
13:07:30,UAE201,31597,439,Abnormal,4,687
13:08:00,UAE201,31860,465,Normal,2,1366
13:08:30,UAE201,39176,437,Normal,1,420
13:09:00,UAE201,32268,434,Normal,1,2278
13:09:30,UAE201,20109,490,Normal,4,775
13:10:00,UAE201,10034,409,Normal,5,1668
13:10:30,UAE201,17784,447,Abnormal,0,2122
13:11:00,UAE201,32787,409,Abnormal,5,2971
13:11:30,UAE201,12732,497,Normal,1,1274
13:12:00,UAE201,35653,449,Normal,0,2514
13:12:30,UAE201,20301,465,Normal,0,1455
13:13:00,UAE201,6194,446,Abnormal,0,874
13:13:30,UAE201,21689,461,Normal,5,462
13:14:00,UAE201,31467,422,Normal,4,1466
13:14:30,UAE201,12313,401,Abnormal,1,2712
13:15:00,UAE201,34006,443,Abnormal,0,640
13:15:30,UAE201,10036,499,Abnormal,0,954
13:16:00,UAE201,26925,472,Abnormal,2,1670
13:16:30,UAE201,38438,455,Normal,5,278
13:17:00,UAE201,27223,406,Normal,3,303
13:17:30,UAE201,32209,414,Abnormal,2,2901
13:18:00,UAE201,37048,460,Normal,5,1569
13:18:30,UAE201,22343,435,Abnormal,3,2331
13:19:00,UAE201,13748,470,Abnormal,4,2422
13:19:30,UAE201,18201,465,Abnormal,5,1548
13:20:00,UAE201,39519,491,Abnormal,2,860
13:20:30,UAE201,10241,426,Normal,1,2904
13:21:00,UAE201,28139,459,Normal,4,1265
13:21:30,UAE201,9060,416,Abnormal,1,1882
13:22:00,UAE201,17526,449,Normal,3,2586
13:22:30,UAE201,18795,488,Abnormal,1,144
13:23:00,UAE201,35807,487,Abnormal,2,1028
13:23:30,UAE201,33275,434,Normal,5,1819
13:24:00,UAE201,28168,480,Normal,5,2059
13:24:30,UAE201,12481,457,Abnormal,1,2189
13:25:00,UAE201,26085,441,Normal,4,2785
13:25:30,UAE201,22515,470,Normal,0,2386
13:26:00,UAE201,20316,463,Normal,0,2732
13:26:30,UAE201,25928,436,Abnormal,5,2183
13:27:00,UAE201,14819,485,Normal,1,1625
13:27:30,UAE201,37551,418,Abnormal,4,2352
13:28:00,UAE201,11536,411,Abnormal,1,1648
13:28:30,UAE201,31445,414,Normal,4,2274
13:29:00,UAE201,26436,475,Abnormal,1,1198
13:29:30,UAE201,29251,441,Normal,1,1585
13:30:00,UAE201,18281,417,Abnormal,3,1085
13:30:30,UAE201,6990,447,Normal,2,1552
13:31:00,UAE201,5124,446,Abnormal,2,2210
