Time,Position,Weather Condition,Wind Speed,Temperature
12:09:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,23°C
12:09:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,20°C
12:10:00,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,21°C
12:10:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,24°C
12:11:00,"('25.2532° N', '55.3657° E')",Clear,10 knots,33°C
12:11:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,32°C
12:12:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,27°C
12:12:30,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,21°C
12:13:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,32°C
12:13:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,34°C
12:14:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,27°C
12:14:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,30°C
12:15:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,26°C
12:15:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,23°C
12:16:00,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,31°C
12:16:30,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,25°C
12:17:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,30°C
12:17:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,33°C
12:18:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,28°C
12:18:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,24°C
12:19:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,26°C
12:19:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,24°C
12:20:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,31°C
12:20:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,22°C
12:21:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,29°C
12:21:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,29°C
12:22:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,29°C
12:22:30,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,35°C
12:23:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,25°C
12:23:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,33°C
12:24:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,32°C
12:24:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,29°C
12:25:00,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,30°C
12:25:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,31°C
12:26:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,25°C
12:26:30,"('28.7041° N', '77.1025° E')",Fog,20 knots,25°C
12:27:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,28°C
12:27:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,35°C
12:28:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,25°C
12:28:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,35°C
12:29:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,25°C
12:29:30,"('25.2532° N', '55.3657° E')",Clear,10 knots,24°C
12:30:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,21°C
12:30:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,34°C
12:31:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,23°C
12:31:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,23°C
12:32:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,30°C
12:32:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,30°C
12:33:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,25°C
12:33:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,34°C
12:34:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,27°C
12:34:30,"('25.2532° N', '55.3657° E')",Clear,10 knots,21°C
12:35:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,27°C
12:35:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,32°C
12:36:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,31°C
12:36:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,32°C
12:37:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,28°C
12:37:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,35°C
12:38:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,35°C
12:38:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,23°C
12:39:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,34°C
12:39:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,28°C
12:40:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,32°C
12:40:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,26°C
12:41:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,28°C
12:41:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,31°C
12:42:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,20°C
12:42:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,34°C
12:43:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,24°C
12:43:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,21°C
12:44:00,"('26.0765° N', '56.2406° E')",Clear,20 knots,24°C
12:44:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,25°C
12:45:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,34°C
12:45:30,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,33°C
12:46:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,28°C
12:46:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,35°C
12:47:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,35°C
12:47:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,27°C
12:48:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,31°C
12:48:30,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,20°C
12:49:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,35°C
12:49:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,32°C
12:50:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,32°C
12:50:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,23°C
12:51:00,"('40.6413° N', '-73.7781° W')",Fog,20 knots,33°C
12:51:30,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,34°C
12:52:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,33°C
12:52:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,32°C
12:53:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,32°C
12:53:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,35°C
12:54:00,"('25.2532° N', '55.3657° E')",Fog,15 knots,31°C
12:54:30,"('26.0765° N', '56.2406° E')",Fog,20 knots,34°C
12:55:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,35°C
12:55:30,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,26°C
12:56:00,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,29°C
12:56:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,20°C
12:57:00,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,31°C
12:57:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,29°C
12:58:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,23°C
12:58:30,"('28.7041° N', '77.1025° E')",Fog,15 knots,23°C
12:59:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,30°C
12:59:30,"('28.7041° N', '77.1025° E')",Fog,20 knots,33°C
13:00:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,32°C
13:00:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,20°C
13:01:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,27°C
13:01:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,28°C
13:02:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,23°C
13:02:30,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,34°C
13:03:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,31°C
13:03:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,27°C
13:04:00,"('40.6413° N', '-73.7781° W')",Clear,20 knots,25°C
13:04:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,28°C
13:05:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,32°C
13:05:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,31°C
13:06:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,22°C
13:06:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,29°C
13:07:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,22°C
13:07:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,30°C
13:08:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,29°C
13:08:30,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,31°C
13:09:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,21°C
13:09:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,30°C
13:10:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,30°C
13:10:30,"('28.7041° N', '77.1025° E')",Clear,20 knots,33°C
13:11:00,"('40.6413° N', '-73.7781° W')",Fog,10 knots,23°C
13:11:30,"('26.0765° N', '56.2406° E')",Fog,20 knots,33°C
13:12:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,30°C
13:12:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,30°C
13:13:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,31°C
13:13:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,34°C
13:14:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,23°C
13:14:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,26°C
13:15:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,35°C
13:15:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,31°C
13:16:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,32°C
13:16:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,22°C
13:17:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,35°C
13:17:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,34°C
13:18:00,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,23°C
13:18:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,24°C
13:19:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,24°C
13:19:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,28°C
13:20:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,33°C
13:20:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,21°C
13:21:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,27°C
13:21:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,32°C
13:22:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,25°C
13:22:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,28°C
13:23:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,27°C
13:23:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,23°C
13:24:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,23°C
13:24:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,20°C
13:25:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,33°C
13:25:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,31°C
13:26:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,21°C
13:26:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,24°C
13:27:00,"('34.0837° N', '74.7973° E')",Fog,15 knots,23°C
13:27:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,26°C
13:28:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,30°C
13:28:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,31°C
13:29:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,24°C
13:29:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,27°C
13:30:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,21°C
13:30:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,24°C
13:31:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,24°C
13:31:30,"('26.0765° N', '56.2406° E')",Fog,10 knots,32°C
13:32:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,33°C
13:32:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,21°C
13:33:00,"('34.0837° N', '74.7973° E')",Fog,10 knots,34°C
13:33:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,21°C
13:34:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,31°C
13:34:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,27°C
13:35:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,21°C
13:35:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,20°C
13:36:00,"('25.2532° N', '55.3657° E')",Clear,10 knots,28°C
13:36:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,29°C
13:37:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,29°C
13:37:30,"('26.0765° N', '56.2406° E')",Fog,10 knots,20°C
13:38:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,20°C
13:38:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,33°C
13:39:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,29°C
13:39:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,34°C
13:40:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,24°C
13:40:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,29°C
13:41:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,27°C
13:41:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,26°C
13:42:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,27°C
13:42:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,28°C
13:43:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,28°C
13:43:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,20°C
13:44:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,20°C
13:44:30,"('34.0837° N', '74.7973° E')",Clear,20 knots,32°C
13:45:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,27°C
13:45:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,26°C
13:46:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,33°C
13:46:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,32°C
13:47:00,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,32°C
13:47:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,35°C
13:48:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,24°C
13:48:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,20°C
13:49:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,22°C
13:49:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,21°C
13:50:00,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,28°C
13:50:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,31°C
13:51:00,"('28.7041° N', '77.1025° E')",Fog,15 knots,34°C
13:51:30,"('26.0765° N', '56.2406° E')",Clear,15 knots,32°C
13:52:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,35°C
13:52:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,35°C
13:53:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,35°C
13:53:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,30°C
13:54:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,33°C
13:54:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,35°C
13:55:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,26°C
13:55:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,31°C
13:56:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,32°C
13:56:30,"('34.0837° N', '74.7973° E')",Fog,10 knots,23°C
13:57:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,32°C
13:57:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,25°C
13:58:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,33°C
13:58:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,23°C
13:59:00,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,22°C
13:59:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,26°C
14:00:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,21°C
14:00:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,27°C
14:01:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,21°C
14:01:30,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,34°C
14:02:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,28°C
14:02:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,33°C
14:03:00,"('34.0837° N', '74.7973° E')",Fog,10 knots,23°C
14:03:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,35°C
14:04:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,34°C
14:04:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,32°C
14:05:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,24°C
14:05:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,30°C
14:06:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,35°C
14:06:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,32°C
14:07:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,33°C
14:07:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,22°C
14:08:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,21°C
14:08:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,24°C
14:09:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,26°C
14:09:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,28°C
14:10:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,24°C
14:10:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,34°C
14:11:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,22°C
14:11:30,"('26.0765° N', '56.2406° E')",Clear,15 knots,23°C
14:12:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,33°C
14:12:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,24°C
14:13:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,26°C
14:13:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,28°C
14:14:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,22°C
14:14:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,27°C
14:15:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,22°C
14:15:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,31°C
14:16:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,35°C
14:16:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,30°C
14:17:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,20°C
14:17:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,28°C
14:18:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,24°C
14:18:30,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,29°C
14:19:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,25°C
14:19:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,32°C
14:20:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,28°C
14:20:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,24°C
14:21:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,35°C
14:21:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,22°C
14:22:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,20°C
14:22:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,22°C
14:23:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,22°C
14:23:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,30°C
14:24:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,28°C
14:24:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,25°C
14:25:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,35°C
14:25:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,30°C
14:26:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,28°C
14:26:30,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,34°C
14:27:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,26°C
14:27:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,24°C
14:28:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,33°C
14:28:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,34°C
14:29:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,34°C
14:29:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,31°C
14:30:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,30°C
14:30:30,"('26.0765° N', '56.2406° E')",Fog,20 knots,32°C
14:31:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,26°C
14:31:30,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,27°C
14:32:00,"('34.0837° N', '74.7973° E')",Fog,15 knots,27°C
14:32:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,32°C
14:33:00,"('25.2532° N', '55.3657° E')",Clear,10 knots,29°C
14:33:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,27°C
14:34:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,29°C
14:34:30,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,31°C
14:35:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,28°C
14:35:30,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,23°C
14:36:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,28°C
14:36:30,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,27°C
14:37:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,26°C
14:37:30,"('25.2532° N', '55.3657° E')",Clear,10 knots,21°C
14:38:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,24°C
14:38:30,"('28.7041° N', '77.1025° E')",Clear,10 knots,27°C
14:39:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,34°C
14:39:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,21°C
14:40:00,"('26.0765° N', '56.2406° E')",Clear,20 knots,23°C
14:40:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,32°C
14:41:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,34°C
14:41:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,32°C
14:42:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,20°C
14:42:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,35°C
14:43:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,23°C
14:43:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,23°C
14:44:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,26°C
14:44:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,30°C
14:45:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,26°C
14:45:30,"('26.0765° N', '56.2406° E')",Fog,15 knots,30°C
14:46:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,28°C
14:46:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,27°C
14:47:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,27°C
14:47:30,"('28.7041° N', '77.1025° E')",Clear,10 knots,29°C
14:48:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,33°C
14:48:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,26°C
14:49:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,26°C
14:49:30,"('26.0765° N', '56.2406° E')",Clear,15 knots,23°C
14:50:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,33°C
14:50:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,34°C
14:51:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,30°C
14:51:30,"('28.7041° N', '77.1025° E')",Fog,20 knots,33°C
14:52:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,22°C
14:52:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,20°C
14:53:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,20°C
14:53:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,30°C
14:54:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,27°C
14:54:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,27°C
14:55:00,"('28.7041° N', '77.1025° E')",Fog,20 knots,31°C
14:55:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,30°C
14:56:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,26°C
14:56:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,34°C
14:57:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,23°C
14:57:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,29°C
14:58:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,32°C
14:58:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,28°C
14:59:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,24°C
14:59:30,"('26.0765° N', '56.2406° E')",Clear,15 knots,22°C
15:00:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,28°C
15:00:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,27°C
15:01:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,30°C
15:01:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,31°C
15:02:00,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,35°C
