Time,Call Sign,Nearby Aircraft,Distance (nm),Bearing (degrees),ATC Instructions
11:23:00,UAE201,"Lufthansa224, SWA937, AFR932",3,93,Increase speed to avoid traffic conflict
11:23:30,UAE201,"Emirates549, Qantas363, KLM351",8,100,Increase speed to avoid traffic conflict
11:24:00,UAE201,"KLM813, Qantas678, JBU940",4,171,Maintain separation
11:24:30,UAE201,"SWA416, KLM842, AAL490",12,191,Maintain separation
11:25:00,UAE201,"Qantas796, SWA677, AFR141",15,331,Climb to avoid traffic
11:25:30,UAE201,"DAL240, Qantas663, Emirates902",13,282,Turn left for traffic avoidance
11:26:00,UAE201,"JBU134, Lufthansa697, SWA867",4,282,Turn left for traffic avoidance
11:26:30,UAE201,"AAL237, DAL325, KLM529",14,344,Descend to avoid traffic
11:27:00,UAE201,"BAW803, Qantas203, UAL328",4,59,Increase speed to avoid traffic conflict
11:27:30,UAE201,"KLM689, AAL468, BAW916",5,162,Maintain separation
11:28:00,UAE201,"Emirates256, Qantas725, Lufthansa379",12,4,Descend to avoid traffic
11:28:30,UAE201,"KLM961, Emirates920, DAL718",8,96,Climb to avoid traffic
11:29:00,UAE201,"KLM147, Lufthansa581, AAL415",12,341,Turn left for traffic avoidance
11:29:30,UAE201,"DAL165, JBU711, UAL944",3,237,Turn left for traffic avoidance
11:30:00,UAE201,"AFR850, SWA993, AAL445",11,271,Climb to avoid traffic
11:30:30,UAE201,"Lufthansa254, UAL849, Qantas966",7,158,Increase speed to avoid traffic conflict
11:31:00,UAE201,"Qantas950, UAL563, AAL812",14,271,Climb to avoid traffic
11:31:30,UAE201,"JBU618, UAL765, Lufthansa758",3,187,Turn left for traffic avoidance
11:32:00,UAE201,"SWA382, JBU329, DAL170",12,97,Climb to avoid traffic
11:32:30,UAE201,"AFR910, KLM986, Lufthansa150",9,272,Descend to avoid traffic
11:33:00,UAE201,"Lufthansa376, Qantas996, AFR545",4,58,Turn left for traffic avoidance
11:33:30,UAE201,"BAW452, SWA638, Qantas351",10,246,Descend to avoid traffic
11:34:00,UAE201,"JBU214, Lufthansa697, AFR751",6,297,Maintain separation
11:34:30,UAE201,"SWA261, AAL644, BAW603",12,134,Climb to avoid traffic
11:35:00,UAE201,"Lufthansa568, SWA475, UAL316",15,1,Maintain separation
11:35:30,UAE201,"JBU572, Emirates781, DAL777",3,31,Descend to avoid traffic
11:36:00,UAE201,"Qantas432, JBU158, Lufthansa376",11,181,Climb to avoid traffic
11:36:30,UAE201,"JBU600, BAW734, SWA456",5,145,Maintain separation
11:37:00,UAE201,"SWA923, AFR759, Lufthansa330",8,350,Descend to avoid traffic
11:37:30,UAE201,"SWA321, AAL353, Emirates468",14,298,Climb to avoid traffic
11:38:00,UAE201,"DAL812, BAW639, KLM349",14,252,Maintain separation
11:38:30,UAE201,"SWA866, DAL228, KLM518",7,24,Maintain separation
11:39:00,UAE201,"DAL537, UAL207, KLM389",14,300,Increase speed to avoid traffic conflict
11:39:30,UAE201,"Emirates557, AFR820, UAL382",5,232,Maintain separation
11:40:00,UAE201,"SWA394, DAL168, Lufthansa340",14,231,Maintain separation
11:40:30,UAE201,"BAW456, Lufthansa117, Emirates837",10,104,Increase speed to avoid traffic conflict
11:41:00,UAE201,"AFR301, DAL737, BAW843",8,204,Turn left for traffic avoidance
11:41:30,UAE201,"SWA139, BAW962, Emirates368",11,177,Climb to avoid traffic
11:42:00,UAE201,"UAL575, DAL896, AAL674",7,219,Maintain separation
11:42:30,UAE201,"DAL134, AFR610, Lufthansa400",7,35,Turn left for traffic avoidance
11:43:00,UAE201,"AAL564, Qantas475, DAL878",15,112,Turn left for traffic avoidance
11:43:30,UAE201,"Emirates818, AAL758, Qantas461",1,75,Turn left for traffic avoidance
11:44:00,UAE201,"UAL159, AFR487, Lufthansa239",7,21,Increase speed to avoid traffic conflict
11:44:30,UAE201,"Emirates579, Qantas600, AAL744",13,236,Descend to avoid traffic
11:45:00,UAE201,"UAL337, JBU299, AAL699",12,107,Climb to avoid traffic
11:45:30,UAE201,"AFR499, JBU175, Emirates483",4,228,Increase speed to avoid traffic conflict
11:46:00,UAE201,"UAL175, Qantas310, DAL992",15,274,Maintain separation
11:46:30,UAE201,"AFR825, AAL136, BAW557",13,335,Increase speed to avoid traffic conflict
11:47:00,UAE201,"KLM257, AAL464, BAW934",3,306,Climb to avoid traffic
11:47:30,UAE201,"KLM482, SWA558, Lufthansa780",8,338,Climb to avoid traffic
11:48:00,UAE201,"Emirates735, DAL575, AAL758",11,24,Increase speed to avoid traffic conflict
11:48:30,UAE201,"AFR743, SWA784, JBU394",1,56,Turn left for traffic avoidance
11:49:00,UAE201,"AAL960, SWA581, BAW370",13,53,Descend to avoid traffic
11:49:30,UAE201,"Lufthansa970, SWA992, Emirates545",7,100,Maintain separation
11:50:00,UAE201,"Lufthansa432, UAL216, AAL915",14,299,Maintain separation
11:50:30,UAE201,"DAL302, Emirates654, UAL630",10,35,Maintain separation
11:51:00,UAE201,"DAL328, KLM417, Qantas259",12,290,Climb to avoid traffic
11:51:30,UAE201,"AAL551, Lufthansa649, AFR390",9,80,Increase speed to avoid traffic conflict
11:52:00,UAE201,"UAL783, AAL207, AFR133",8,214,Climb to avoid traffic
11:52:30,UAE201,"Qantas684, UAL612, JBU521",4,2,Descend to avoid traffic
11:53:00,UAE201,"Qantas448, Lufthansa606, BAW570",1,107,Increase speed to avoid traffic conflict
11:53:30,UAE201,"Lufthansa938, Emirates133, UAL998",7,179,Climb to avoid traffic
11:54:00,UAE201,"BAW218, Emirates742, SWA220",12,284,Climb to avoid traffic
11:54:30,UAE201,"KLM527, JBU962, AAL786",11,185,Maintain separation
11:55:00,UAE201,"UAL372, Emirates383, DAL498",15,212,Turn left for traffic avoidance
11:55:30,UAE201,"BAW161, Qantas546, DAL168",6,38,Maintain separation
11:56:00,UAE201,"BAW171, KLM477, DAL672",14,319,Increase speed to avoid traffic conflict
11:56:30,UAE201,"SWA314, JBU833, Lufthansa852",6,55,Increase speed to avoid traffic conflict
11:57:00,UAE201,"SWA976, JBU759, Qantas279",10,15,Descend to avoid traffic
11:57:30,UAE201,"SWA319, JBU519, Lufthansa809",13,103,Descend to avoid traffic
11:58:00,UAE201,"SWA185, Emirates681, JBU766",6,35,Descend to avoid traffic
11:58:30,UAE201,"Qantas857, JBU259, AFR372",7,105,Descend to avoid traffic
11:59:00,UAE201,"JBU235, KLM587, AAL752",7,218,Maintain separation
11:59:30,UAE201,"Lufthansa718, DAL239, Emirates500",14,171,Climb to avoid traffic
12:00:00,UAE201,"SWA760, BAW661, JBU717",14,261,Descend to avoid traffic
12:00:30,UAE201,"BAW265, AFR336, Lufthansa665",11,264,Increase speed to avoid traffic conflict
12:01:00,UAE201,"KLM466, Qantas435, DAL547",8,287,Increase speed to avoid traffic conflict
12:01:30,UAE201,"SWA456, JBU242, AAL136",5,268,Climb to avoid traffic
12:02:00,UAE201,"BAW104, AAL449, SWA394",6,227,Turn left for traffic avoidance
12:02:30,UAE201,"UAL768, KLM645, DAL425",4,254,Descend to avoid traffic
12:03:00,UAE201,"JBU749, Emirates867, UAL780",1,231,Maintain separation
12:03:30,UAE201,"DAL157, Qantas802, AAL293",7,50,Climb to avoid traffic
12:04:00,UAE201,"Emirates712, UAL311, KLM165",9,200,Turn left for traffic avoidance
12:04:30,UAE201,"SWA127, DAL429, Qantas657",12,328,Descend to avoid traffic
12:05:00,UAE201,"DAL528, AAL772, Qantas593",6,22,Maintain separation
12:05:30,UAE201,"UAL644, AFR702, BAW515",9,62,Maintain separation
12:06:00,UAE201,"JBU795, Emirates952, Qantas299",12,266,Increase speed to avoid traffic conflict
12:06:30,UAE201,"BAW531, DAL242, AAL647",6,21,Turn left for traffic avoidance
12:07:00,UAE201,"KLM684, SWA518, DAL298",5,234,Descend to avoid traffic
12:07:30,UAE201,"KLM713, JBU107, AAL827",4,347,Turn left for traffic avoidance
12:08:00,UAE201,"JBU861, BAW783, SWA362",2,259,Maintain separation
12:08:30,UAE201,"JBU169, UAL356, DAL197",7,260,Maintain separation
12:09:00,UAE201,"AFR641, Qantas328, JBU356",3,314,Climb to avoid traffic
12:09:30,UAE201,"JBU692, Qantas957, AFR980",14,260,Descend to avoid traffic
12:10:00,UAE201,"AAL772, BAW567, DAL474",13,60,Climb to avoid traffic
12:10:30,UAE201,"AFR163, DAL777, JBU820",8,178,Descend to avoid traffic
12:11:00,UAE201,"SWA763, AFR536, DAL227",10,168,Turn left for traffic avoidance
12:11:30,UAE201,"UAL871, Emirates704, JBU761",8,126,Maintain separation
12:12:00,UAE201,"DAL375, Lufthansa710, Qantas488",14,342,Descend to avoid traffic
12:12:30,UAE201,"AAL652, DAL742, AFR627",6,355,Turn left for traffic avoidance
12:13:00,UAE201,"DAL488, Lufthansa636, Emirates731",9,265,Climb to avoid traffic
12:13:30,UAE201,"Lufthansa310, UAL238, Qantas308",7,248,Increase speed to avoid traffic conflict
12:14:00,UAE201,"UAL531, AAL113, JBU172",15,170,Turn left for traffic avoidance
12:14:30,UAE201,"SWA313, UAL516, Emirates476",1,61,Turn left for traffic avoidance
12:15:00,UAE201,"AAL852, SWA126, AFR625",10,349,Descend to avoid traffic
12:15:30,UAE201,"Emirates320, DAL266, SWA784",2,247,Maintain separation
12:16:00,UAE201,"Emirates552, AFR138, BAW921",14,78,Descend to avoid traffic
12:16:30,UAE201,"AFR140, JBU939, KLM432",12,159,Maintain separation
12:17:00,UAE201,"SWA613, UAL856, Qantas111",1,23,Maintain separation
12:17:30,UAE201,"KLM825, SWA548, JBU647",11,277,Climb to avoid traffic
12:18:00,UAE201,"KLM600, Qantas794, DAL493",8,172,Increase speed to avoid traffic conflict
12:18:30,UAE201,"DAL227, UAL200, JBU201",2,158,Descend to avoid traffic
12:19:00,UAE201,"UAL140, DAL410, Emirates674",9,75,Climb to avoid traffic
12:19:30,UAE201,"AFR245, DAL943, AAL350",14,149,Maintain separation
12:20:00,UAE201,"SWA559, Qantas466, BAW792",15,254,Maintain separation
12:20:30,UAE201,"BAW731, SWA502, KLM351",13,71,Increase speed to avoid traffic conflict
12:21:00,UAE201,"Lufthansa663, BAW341, SWA654",12,141,Maintain separation
12:21:30,UAE201,"DAL781, BAW819, Qantas464",10,1,Descend to avoid traffic
12:22:00,UAE201,"Qantas963, BAW987, KLM983",9,91,Climb to avoid traffic
12:22:30,UAE201,"JBU637, DAL734, Emirates220",15,34,Descend to avoid traffic
12:23:00,UAE201,"Emirates905, SWA199, KLM598",7,114,Descend to avoid traffic
12:23:30,UAE201,"SWA169, Lufthansa912, AAL517",1,24,Climb to avoid traffic
12:24:00,UAE201,"JBU966, AFR802, BAW580",10,71,Increase speed to avoid traffic conflict
12:24:30,UAE201,"AFR311, Emirates102, SWA861",12,205,Climb to avoid traffic
12:25:00,UAE201,"Lufthansa566, Emirates382, AAL112",1,256,Increase speed to avoid traffic conflict
12:25:30,UAE201,"BAW101, AFR916, Emirates626",11,47,Descend to avoid traffic
12:26:00,UAE201,"Lufthansa759, AFR719, DAL268",10,341,Turn left for traffic avoidance
12:26:30,UAE201,"KLM840, BAW772, SWA797",14,24,Maintain separation
12:27:00,UAE201,"AFR933, Emirates419, Lufthansa379",10,77,Maintain separation
12:27:30,UAE201,"Qantas997, Emirates403, AAL506",7,233,Increase speed to avoid traffic conflict
12:28:00,UAE201,"DAL388, JBU453, Lufthansa843",14,323,Climb to avoid traffic
12:28:30,UAE201,"BAW981, Lufthansa689, UAL250",12,191,Descend to avoid traffic
12:29:00,UAE201,"JBU535, BAW994, Qantas694",9,291,Climb to avoid traffic
12:29:30,UAE201,"Lufthansa999, Qantas936, Emirates608",15,116,Turn left for traffic avoidance
12:30:00,UAE201,"KLM185, Lufthansa969, JBU851",10,35,Increase speed to avoid traffic conflict
12:30:30,UAE201,"Emirates137, BAW518, Qantas322",6,270,Descend to avoid traffic
12:31:00,UAE201,"AAL306, KLM309, JBU502",6,202,Descend to avoid traffic
12:31:30,UAE201,"KLM895, Qantas133, JBU951",6,62,Descend to avoid traffic
12:32:00,UAE201,"DAL702, KLM811, AFR849",11,348,Descend to avoid traffic
12:32:30,UAE201,"UAL825, JBU436, BAW911",11,188,Descend to avoid traffic
12:33:00,UAE201,"SWA618, Qantas978, AAL593",15,201,Maintain separation
12:33:30,UAE201,"AFR623, DAL268, Emirates360",9,151,Descend to avoid traffic
12:34:00,UAE201,"UAL277, SWA993, JBU369",5,257,Climb to avoid traffic
12:34:30,UAE201,"KLM883, SWA432, Lufthansa432",1,63,Maintain separation
12:35:00,UAE201,"SWA995, Emirates307, KLM512",1,147,Descend to avoid traffic
12:35:30,UAE201,"Emirates659, Lufthansa630, SWA692",8,109,Maintain separation
12:36:00,UAE201,"BAW593, Emirates783, UAL706",7,272,Maintain separation
12:36:30,UAE201,"SWA326, AFR854, Lufthansa712",14,230,Climb to avoid traffic
12:37:00,UAE201,"SWA689, KLM658, BAW131",7,194,Turn left for traffic avoidance
12:37:30,UAE201,"AFR458, SWA753, BAW736",4,310,Maintain separation
12:38:00,UAE201,"AFR505, Qantas676, KLM933",12,166,Turn left for traffic avoidance
12:38:30,UAE201,"KLM887, AAL888, BAW881",14,226,Increase speed to avoid traffic conflict
12:39:00,UAE201,"Lufthansa168, BAW115, DAL980",3,187,Descend to avoid traffic
12:39:30,UAE201,"AFR998, BAW184, AAL487",1,97,Maintain separation
12:40:00,UAE201,"Emirates551, AFR425, UAL257",7,52,Turn left for traffic avoidance
12:40:30,UAE201,"Emirates839, DAL975, UAL257",13,279,Maintain separation
12:41:00,UAE201,"Emirates849, SWA103, UAL245",6,137,Maintain separation
12:41:30,UAE201,"BAW948, Lufthansa848, DAL465",4,103,Increase speed to avoid traffic conflict
12:42:00,UAE201,"JBU682, KLM430, Lufthansa456",14,223,Increase speed to avoid traffic conflict
12:42:30,UAE201,"Qantas551, Emirates710, JBU200",2,355,Increase speed to avoid traffic conflict
12:43:00,UAE201,"KLM873, Lufthansa576, SWA439",10,304,Turn left for traffic avoidance
12:43:30,UAE201,"UAL207, Qantas311, SWA322",10,345,Increase speed to avoid traffic conflict
12:44:00,UAE201,"UAL183, AFR206, AAL417",2,204,Increase speed to avoid traffic conflict
12:44:30,UAE201,"AAL228, UAL176, Emirates603",9,322,Increase speed to avoid traffic conflict
12:45:00,UAE201,"KLM890, BAW887, UAL508",7,273,Climb to avoid traffic
12:45:30,UAE201,"BAW677, DAL110, AFR331",1,120,Climb to avoid traffic
12:46:00,UAE201,"Lufthansa651, JBU131, UAL278",11,49,Increase speed to avoid traffic conflict
12:46:30,UAE201,"UAL989, AFR345, Qantas206",1,329,Turn left for traffic avoidance
12:47:00,UAE201,"UAL210, SWA513, Lufthansa379",12,153,Maintain separation
12:47:30,UAE201,"AAL785, Lufthansa962, KLM158",12,29,Increase speed to avoid traffic conflict
12:48:00,UAE201,"UAL444, BAW425, Lufthansa477",12,180,Descend to avoid traffic
12:48:30,UAE201,"Qantas602, UAL932, JBU127",14,99,Turn left for traffic avoidance
12:49:00,UAE201,"AFR992, AAL555, Lufthansa142",3,149,Descend to avoid traffic
12:49:30,UAE201,"Emirates222, BAW420, KLM330",2,44,Turn left for traffic avoidance
12:50:00,UAE201,"JBU557, AFR698, BAW181",11,306,Increase speed to avoid traffic conflict
12:50:30,UAE201,"Emirates492, AAL493, Qantas907",12,227,Climb to avoid traffic
12:51:00,UAE201,"SWA618, Qantas192, DAL750",3,305,Descend to avoid traffic
12:51:30,UAE201,"DAL911, BAW233, UAL535",2,4,Climb to avoid traffic
12:52:00,UAE201,"SWA729, DAL676, BAW798",7,39,Descend to avoid traffic
12:52:30,UAE201,"JBU544, SWA936, AAL577",2,282,Descend to avoid traffic
12:53:00,UAE201,"Lufthansa354, AAL864, SWA239",8,93,Increase speed to avoid traffic conflict
12:53:30,UAE201,"JBU409, SWA752, AFR148",2,310,Descend to avoid traffic
12:54:00,UAE201,"UAL652, BAW841, KLM102",3,171,Maintain separation
12:54:30,UAE201,"AFR976, JBU335, BAW653",1,8,Turn left for traffic avoidance
12:55:00,UAE201,"AAL890, SWA753, UAL581",3,52,Turn left for traffic avoidance
12:55:30,UAE201,"Emirates278, AFR488, UAL974",8,58,Climb to avoid traffic
12:56:00,UAE201,"DAL536, BAW242, JBU242",9,342,Increase speed to avoid traffic conflict
12:56:30,UAE201,"BAW334, DAL650, SWA449",11,169,Climb to avoid traffic
12:57:00,UAE201,"BAW923, Lufthansa575, SWA523",10,148,Climb to avoid traffic
12:57:30,UAE201,"UAL526, BAW719, AFR284",12,191,Climb to avoid traffic
12:58:00,UAE201,"JBU931, AAL108, Qantas889",3,23,Maintain separation
12:58:30,UAE201,"AFR471, UAL341, JBU330",7,163,Maintain separation
12:59:00,UAE201,"AAL879, SWA387, UAL507",1,306,Increase speed to avoid traffic conflict
12:59:30,UAE201,"JBU247, KLM784, BAW990",7,191,Turn left for traffic avoidance
13:00:00,UAE201,"Emirates459, UAL728, Lufthansa609",9,276,Increase speed to avoid traffic conflict
13:00:30,UAE201,"BAW944, DAL607, JBU614",5,252,Descend to avoid traffic
13:01:00,UAE201,"SWA633, DAL223, AAL606",9,294,Descend to avoid traffic
13:01:30,UAE201,"Lufthansa819, KLM178, AFR352",11,84,Turn left for traffic avoidance
13:02:00,UAE201,"Emirates494, JBU784, AAL576",5,141,Descend to avoid traffic
13:02:30,UAE201,"UAL448, DAL684, SWA866",4,5,Climb to avoid traffic
13:03:00,UAE201,"AAL279, JBU107, DAL839",8,91,Turn left for traffic avoidance
13:03:30,UAE201,"Lufthansa705, AAL968, JBU602",10,321,Turn left for traffic avoidance
13:04:00,UAE201,"Qantas847, BAW407, Emirates923",1,134,Maintain separation
13:04:30,UAE201,"DAL890, Lufthansa615, KLM983",2,38,Maintain separation
13:05:00,UAE201,"AAL790, DAL639, AFR327",14,163,Maintain separation
13:05:30,UAE201,"SWA681, BAW185, Emirates534",14,149,Turn left for traffic avoidance
13:06:00,UAE201,"SWA684, KLM966, JBU549",8,163,Climb to avoid traffic
13:06:30,UAE201,"BAW299, Qantas594, AFR794",11,217,Turn left for traffic avoidance
13:07:00,UAE201,"BAW495, Emirates171, AAL382",15,246,Descend to avoid traffic
13:07:30,UAE201,"JBU473, BAW261, SWA615",3,165,Increase speed to avoid traffic conflict
13:08:00,UAE201,"KLM934, DAL819, Qantas647",8,231,Descend to avoid traffic
13:08:30,UAE201,"UAL536, Qantas264, SWA476",4,14,Climb to avoid traffic
13:09:00,UAE201,"KLM531, AAL795, UAL124",11,1,Turn left for traffic avoidance
13:09:30,UAE201,"JBU416, Lufthansa793, UAL983",7,282,Increase speed to avoid traffic conflict
13:10:00,UAE201,"Emirates977, SWA703, Lufthansa803",7,79,Turn left for traffic avoidance
13:10:30,UAE201,"Lufthansa547, UAL763, AAL676",9,181,Increase speed to avoid traffic conflict
13:11:00,UAE201,"UAL855, AAL774, DAL659",3,92,Maintain separation
13:11:30,UAE201,"Emirates271, UAL653, AFR313",11,329,Turn left for traffic avoidance
13:12:00,UAE201,"AAL571, SWA582, UAL885",1,77,Increase speed to avoid traffic conflict
13:12:30,UAE201,"Emirates902, AFR506, DAL798",4,168,Climb to avoid traffic
13:13:00,UAE201,"DAL924, UAL907, KLM235",15,331,Climb to avoid traffic
13:13:30,UAE201,"DAL693, KLM677, Emirates770",8,27,Climb to avoid traffic
13:14:00,UAE201,"UAL508, SWA244, Emirates431",4,215,Increase speed to avoid traffic conflict
13:14:30,UAE201,"DAL185, SWA203, Qantas478",9,290,Descend to avoid traffic
13:15:00,UAE201,"KLM673, UAL343, SWA622",12,33,Descend to avoid traffic
13:15:30,UAE201,"DAL121, KLM851, SWA150",11,249,Climb to avoid traffic
13:16:00,UAE201,"DAL555, KLM921, BAW285",12,257,Increase speed to avoid traffic conflict
13:16:30,UAE201,"AAL374, Lufthansa504, JBU271",5,13,Climb to avoid traffic
13:17:00,UAE201,"Lufthansa170, Emirates828, AFR104",10,128,Descend to avoid traffic
13:17:30,UAE201,"Emirates681, BAW836, KLM215",9,340,Increase speed to avoid traffic conflict
13:18:00,UAE201,"SWA707, KLM713, AAL750",2,297,Increase speed to avoid traffic conflict
13:18:30,UAE201,"Lufthansa524, KLM762, BAW704",14,120,Turn left for traffic avoidance
13:19:00,UAE201,"Qantas638, KLM470, Lufthansa332",7,197,Turn left for traffic avoidance
13:19:30,UAE201,"JBU965, AFR728, AAL951",10,283,Turn left for traffic avoidance
13:20:00,UAE201,"Qantas856, KLM117, Lufthansa630",12,176,Climb to avoid traffic
13:20:30,UAE201,"JBU725, AFR390, KLM195",9,235,Turn left for traffic avoidance
13:21:00,UAE201,"Qantas405, UAL775, Lufthansa830",8,191,Turn left for traffic avoidance
13:21:30,UAE201,"AFR592, Emirates419, JBU110",3,214,Increase speed to avoid traffic conflict
13:22:00,UAE201,"JBU595, Qantas402, AAL598",6,193,Turn left for traffic avoidance
13:22:30,UAE201,"KLM966, SWA519, AAL395",9,307,Maintain separation
13:23:00,UAE201,"KLM111, JBU925, BAW326",11,26,Turn left for traffic avoidance
13:23:30,UAE201,"BAW387, SWA826, JBU742",6,108,Turn left for traffic avoidance
13:24:00,UAE201,"UAL125, SWA841, AFR601",10,102,Increase speed to avoid traffic conflict
13:24:30,UAE201,"DAL305, BAW991, AFR175",7,50,Descend to avoid traffic
13:25:00,UAE201,"Lufthansa346, AAL544, Qantas496",1,241,Maintain separation
13:25:30,UAE201,"Qantas691, Emirates504, UAL735",6,65,Descend to avoid traffic
13:26:00,UAE201,"KLM638, UAL461, Qantas273",10,294,Turn left for traffic avoidance
13:26:30,UAE201,"Lufthansa512, DAL861, AFR905",1,162,Increase speed to avoid traffic conflict
13:27:00,UAE201,"Lufthansa808, Emirates464, SWA891",12,117,Turn left for traffic avoidance
13:27:30,UAE201,"UAL343, Qantas490, BAW926",13,52,Increase speed to avoid traffic conflict
13:28:00,UAE201,"JBU115, UAL446, DAL511",7,96,Increase speed to avoid traffic conflict
13:28:30,UAE201,"BAW854, AAL570, DAL570",6,212,Climb to avoid traffic
13:29:00,UAE201,"AAL548, BAW401, DAL380",3,268,Descend to avoid traffic
13:29:30,UAE201,"AFR179, UAL575, Emirates412",5,239,Descend to avoid traffic
13:30:00,UAE201,"KLM894, BAW519, JBU533",4,310,Descend to avoid traffic
13:30:30,UAE201,"Qantas680, AFR725, UAL369",12,69,Climb to avoid traffic
13:31:00,UAE201,"Qantas315, KLM934, Emirates823",2,26,Climb to avoid traffic
13:31:30,UAE201,"UAL376, Qantas649, Lufthansa721",3,185,Maintain separation
13:32:00,UAE201,"Emirates399, AAL417, KLM779",14,333,Increase speed to avoid traffic conflict
13:32:30,UAE201,"UAL896, SWA922, JBU111",3,171,Turn left for traffic avoidance
13:33:00,UAE201,"BAW310, JBU279, AAL746",4,262,Turn left for traffic avoidance
13:33:30,UAE201,"Qantas808, Emirates740, JBU854",5,44,Maintain separation
13:34:00,UAE201,"BAW978, Lufthansa676, JBU414",11,99,Increase speed to avoid traffic conflict
13:34:30,UAE201,"UAL227, Emirates191, JBU547",14,206,Turn left for traffic avoidance
13:35:00,UAE201,"Qantas496, AFR158, KLM815",2,191,Maintain separation
13:35:30,UAE201,"JBU494, KLM848, AFR311",8,60,Maintain separation
13:36:00,UAE201,"JBU314, BAW307, AFR125",1,355,Descend to avoid traffic
13:36:30,UAE201,"AAL783, AFR874, DAL382",6,164,Climb to avoid traffic
13:37:00,UAE201,"KLM627, UAL547, SWA873",6,121,Increase speed to avoid traffic conflict
13:37:30,UAE201,"BAW369, KLM419, DAL681",5,328,Increase speed to avoid traffic conflict
13:38:00,UAE201,"SWA908, KLM355, UAL881",8,278,Descend to avoid traffic
13:38:30,UAE201,"DAL812, UAL825, Emirates860",6,44,Maintain separation
13:39:00,UAE201,"JBU973, AFR405, UAL795",5,191,Maintain separation
13:39:30,UAE201,"JBU493, AAL682, KLM522",14,105,Descend to avoid traffic
13:40:00,UAE201,"Qantas600, Lufthansa909, SWA445",13,214,Turn left for traffic avoidance
13:40:30,UAE201,"AFR446, Emirates311, AAL200",2,312,Descend to avoid traffic
13:41:00,UAE201,"JBU925, KLM230, BAW404",13,251,Descend to avoid traffic
13:41:30,UAE201,"Qantas580, Emirates814, JBU130",3,147,Maintain separation
13:42:00,UAE201,"UAL410, Lufthansa107, Qantas343",4,80,Increase speed to avoid traffic conflict
13:42:30,UAE201,"DAL422, SWA470, Lufthansa417",6,133,Descend to avoid traffic
13:43:00,UAE201,"DAL784, SWA977, KLM169",9,16,Turn left for traffic avoidance
13:43:30,UAE201,"BAW442, AAL124, UAL339",12,165,Climb to avoid traffic
13:44:00,UAE201,"DAL546, JBU942, SWA551",12,76,Increase speed to avoid traffic conflict
13:44:30,UAE201,"UAL774, Lufthansa487, KLM449",1,203,Turn left for traffic avoidance
13:45:00,UAE201,"Lufthansa169, BAW494, JBU186",14,320,Descend to avoid traffic
13:45:30,UAE201,"AAL112, Qantas816, UAL814",3,80,Increase speed to avoid traffic conflict
13:46:00,UAE201,"AFR461, UAL250, JBU385",15,256,Climb to avoid traffic
13:46:30,UAE201,"BAW364, SWA287, AAL125",6,263,Increase speed to avoid traffic conflict
13:47:00,UAE201,"AFR188, Lufthansa599, UAL763",14,198,Maintain separation
13:47:30,UAE201,"JBU218, UAL409, DAL278",15,159,Maintain separation
13:48:00,UAE201,"BAW265, AFR900, UAL220",11,115,Climb to avoid traffic
13:48:30,UAE201,"Lufthansa850, AAL146, Qantas522",7,93,Descend to avoid traffic
13:49:00,UAE201,"AFR847, KLM860, UAL302",8,241,Descend to avoid traffic
13:49:30,UAE201,"KLM982, BAW431, UAL449",1,336,Turn left for traffic avoidance
13:50:00,UAE201,"KLM286, Qantas795, JBU690",3,151,Increase speed to avoid traffic conflict
13:50:30,UAE201,"UAL351, KLM536, SWA241",3,66,Climb to avoid traffic
13:51:00,UAE201,"AFR361, AAL172, UAL159",4,239,Increase speed to avoid traffic conflict
13:51:30,UAE201,"UAL124, Qantas884, JBU579",8,114,Descend to avoid traffic
13:52:00,UAE201,"JBU959, Qantas990, AFR572",10,162,Maintain separation
13:52:30,UAE201,"DAL774, Lufthansa654, KLM828",14,256,Turn left for traffic avoidance
13:53:00,UAE201,"JBU410, AFR758, SWA593",11,49,Descend to avoid traffic
13:53:30,UAE201,"AAL605, SWA279, Emirates537",3,203,Turn left for traffic avoidance
13:54:00,UAE201,"KLM676, UAL577, AAL786",6,28,Maintain separation
13:54:30,UAE201,"AAL237, Qantas504, DAL193",13,58,Descend to avoid traffic
13:55:00,UAE201,"JBU669, SWA215, KLM192",7,5,Climb to avoid traffic
13:55:30,UAE201,"JBU166, Lufthansa892, BAW651",14,88,Increase speed to avoid traffic conflict
13:56:00,UAE201,"Emirates777, DAL988, JBU582",9,89,Increase speed to avoid traffic conflict
13:56:30,UAE201,"SWA219, DAL234, Emirates542",5,248,Descend to avoid traffic
13:57:00,UAE201,"Qantas727, AFR100, Emirates132",3,25,Turn left for traffic avoidance
13:57:30,UAE201,"Emirates813, AAL224, AFR695",11,351,Turn left for traffic avoidance
13:58:00,UAE201,"DAL457, UAL619, SWA254",4,239,Climb to avoid traffic
13:58:30,UAE201,"AFR365, JBU506, SWA192",13,98,Increase speed to avoid traffic conflict
13:59:00,UAE201,"SWA877, BAW109, AFR886",13,25,Descend to avoid traffic
13:59:30,UAE201,"JBU555, AFR826, SWA473",3,220,Climb to avoid traffic
14:00:00,UAE201,"Lufthansa578, AFR634, AAL103",8,130,Descend to avoid traffic
14:00:30,UAE201,"KLM835, JBU977, Qantas789",7,231,Maintain separation
14:01:00,UAE201,"SWA767, UAL665, JBU488",1,153,Maintain separation
14:01:30,UAE201,"KLM606, BAW413, SWA529",8,346,Descend to avoid traffic
