Time,Call Sign,System,Status,Action Needed,Remarks
08:32:00,UAE201,Engine,Critical,No action needed,
08:32:30,UAE201,Hydraulics,Critical,Manual override required,
08:33:00,UAE201,Electrical,Critical,Manual override required,
08:33:30,UAE201,Avionics,Normal,No action needed,
08:34:00,UAE201,Avionics,Normal,No action needed,
08:34:30,UAE201,Engine,Normal,No action needed,
08:35:00,UAE201,Electrical,Critical,Manual override required,
08:35:30,UAE201,Avionics,Warning,No action needed,
08:36:00,UAE201,Electrical,Normal,System reset needed,
08:36:30,UAE201,Landing Gear,Normal,No action needed,
08:37:00,UAE201,Electrical,Normal,Manual override required,
08:37:30,UAE201,Engine,Warning,Manual override required,
08:38:00,UAE201,Avionics,Normal,System reset needed,
08:38:30,UAE201,Landing Gear,Normal,Manual override required,
08:39:00,UAE201,Engine,Warning,System reset needed,
08:39:30,UAE201,Avionics,Normal,System reset needed,
08:40:00,UAE201,Engine,Warning,Manual override required,
08:40:30,UAE201,Landing Gear,Warning,No action needed,
08:41:00,UAE201,Landing Gear,Critical,System reset needed,
08:41:30,UAE201,Engine,Warning,System reset needed,
08:42:00,UAE201,Engine,Critical,System reset needed,
08:42:30,UAE201,Electrical,Warning,Manual override required,
08:43:00,UAE201,Hydraulics,Warning,No action needed,
08:43:30,UAE201,Landing Gear,Critical,System reset needed,
08:44:00,UAE201,Hydraulics,Critical,Manual override required,
08:44:30,UAE201,Engine,Warning,Manual override required,
08:45:00,UAE201,Avionics,Warning,No action needed,
08:45:30,UAE201,Hydraulics,Normal,No action needed,
08:46:00,UAE201,Avionics,Normal,No action needed,
08:46:30,UAE201,Landing Gear,Warning,Manual override required,
08:47:00,UAE201,Landing Gear,Normal,No action needed,
08:47:30,UAE201,Avionics,Warning,No action needed,
08:48:00,UAE201,Engine,Normal,No action needed,
08:48:30,UAE201,Hydraulics,Warning,System reset needed,
08:49:00,UAE201,Hydraulics,Normal,System reset needed,
08:49:30,UAE201,Engine,Normal,Manual override required,
08:50:00,UAE201,Engine,Warning,Manual override required,
08:50:30,UAE201,Engine,Warning,System reset needed,
08:51:00,UAE201,Landing Gear,Critical,System reset needed,
08:51:30,UAE201,Engine,Critical,No action needed,
08:52:00,UAE201,Hydraulics,Critical,Manual override required,
08:52:30,UAE201,Hydraulics,Warning,Manual override required,
08:53:00,UAE201,Landing Gear,Warning,System reset needed,
08:53:30,UAE201,Hydraulics,Normal,No action needed,
08:54:00,UAE201,Avionics,Normal,Manual override required,
08:54:30,UAE201,Engine,Critical,Manual override required,
08:55:00,UAE201,Engine,Critical,No action needed,
08:55:30,UAE201,Engine,Critical,Manual override required,
08:56:00,UAE201,Engine,Warning,System reset needed,
08:56:30,UAE201,Electrical,Critical,Manual override required,
08:57:00,UAE201,Avionics,Warning,No action needed,
08:57:30,UAE201,Electrical,Normal,System reset needed,
08:58:00,UAE201,Avionics,Warning,Manual override required,
08:58:30,UAE201,Engine,Critical,System reset needed,
08:59:00,UAE201,Electrical,Critical,System reset needed,
08:59:30,UAE201,Engine,Normal,System reset needed,
09:00:00,UAE201,Engine,Warning,Manual override required,
09:00:30,UAE201,Avionics,Warning,System reset needed,
09:01:00,UAE201,Electrical,Normal,System reset needed,
09:01:30,UAE201,Electrical,Warning,Manual override required,
09:02:00,UAE201,Hydraulics,Warning,Manual override required,
09:02:30,UAE201,Landing Gear,Warning,Manual override required,
09:03:00,UAE201,Avionics,Normal,Manual override required,
09:03:30,UAE201,Engine,Warning,No action needed,
09:04:00,UAE201,Engine,Critical,Manual override required,
09:04:30,UAE201,Engine,Normal,Manual override required,
09:05:00,UAE201,Hydraulics,Normal,System reset needed,
09:05:30,UAE201,Avionics,Warning,Manual override required,
09:06:00,UAE201,Landing Gear,Critical,No action needed,
09:06:30,UAE201,Engine,Warning,Manual override required,
09:07:00,UAE201,Engine,Normal,Manual override required,
09:07:30,UAE201,Landing Gear,Critical,System reset needed,
09:08:00,UAE201,Engine,Warning,Manual override required,
09:08:30,UAE201,Avionics,Normal,No action needed,
09:09:00,UAE201,Engine,Normal,System reset needed,
09:09:30,UAE201,Avionics,Warning,System reset needed,
09:10:00,UAE201,Electrical,Warning,No action needed,
09:10:30,UAE201,Landing Gear,Warning,Manual override required,
09:11:00,UAE201,Hydraulics,Warning,Manual override required,
09:11:30,UAE201,Avionics,Warning,No action needed,
09:12:00,UAE201,Hydraulics,Normal,Manual override required,
09:12:30,UAE201,Hydraulics,Warning,Manual override required,
09:13:00,UAE201,Landing Gear,Critical,Manual override required,
09:13:30,UAE201,Electrical,Normal,No action needed,
09:14:00,UAE201,Hydraulics,Warning,System reset needed,
09:14:30,UAE201,Engine,Critical,System reset needed,
09:15:00,UAE201,Landing Gear,Warning,No action needed,
09:15:30,UAE201,Avionics,Warning,No action needed,
09:16:00,UAE201,Engine,Warning,No action needed,
09:16:30,UAE201,Electrical,Critical,No action needed,
09:17:00,UAE201,Landing Gear,Critical,Manual override required,
09:17:30,UAE201,Hydraulics,Critical,Manual override required,
09:18:00,UAE201,Hydraulics,Critical,No action needed,
09:18:30,UAE201,Electrical,Normal,No action needed,
09:19:00,UAE201,Hydraulics,Normal,Manual override required,
09:19:30,UAE201,Engine,Critical,No action needed,
09:20:00,UAE201,Electrical,Critical,Manual override required,
09:20:30,UAE201,Avionics,Normal,No action needed,
09:21:00,UAE201,Engine,Warning,No action needed,
09:21:30,UAE201,Electrical,Warning,No action needed,
09:22:00,UAE201,Engine,Normal,System reset needed,
09:22:30,UAE201,Hydraulics,Warning,Manual override required,
09:23:00,UAE201,Electrical,Normal,System reset needed,
09:23:30,UAE201,Engine,Critical,System reset needed,
09:24:00,UAE201,Landing Gear,Critical,System reset needed,
09:24:30,UAE201,Hydraulics,Critical,Manual override required,
09:25:00,UAE201,Hydraulics,Normal,No action needed,
09:25:30,UAE201,Hydraulics,Normal,No action needed,
09:26:00,UAE201,Electrical,Normal,Manual override required,
09:26:30,UAE201,Electrical,Normal,Manual override required,
09:27:00,UAE201,Avionics,Warning,No action needed,
09:27:30,UAE201,Hydraulics,Warning,System reset needed,
09:28:00,UAE201,Hydraulics,Critical,Manual override required,
09:28:30,UAE201,Engine,Warning,System reset needed,
09:29:00,UAE201,Engine,Normal,No action needed,
09:29:30,UAE201,Electrical,Critical,System reset needed,
09:30:00,UAE201,Landing Gear,Normal,System reset needed,
09:30:30,UAE201,Avionics,Normal,System reset needed,
09:31:00,UAE201,Hydraulics,Critical,System reset needed,
09:31:30,UAE201,Avionics,Warning,No action needed,
09:32:00,UAE201,Hydraulics,Normal,No action needed,
09:32:30,UAE201,Engine,Warning,Manual override required,
09:33:00,UAE201,Electrical,Normal,System reset needed,
09:33:30,UAE201,Avionics,Normal,No action needed,
09:34:00,UAE201,Hydraulics,Critical,System reset needed,
09:34:30,UAE201,Electrical,Critical,No action needed,
09:35:00,UAE201,Landing Gear,Normal,Manual override required,
09:35:30,UAE201,Electrical,Critical,Manual override required,
09:36:00,UAE201,Avionics,Critical,No action needed,
09:36:30,UAE201,Electrical,Normal,Manual override required,
09:37:00,UAE201,Landing Gear,Warning,No action needed,
09:37:30,UAE201,Landing Gear,Critical,System reset needed,
09:38:00,UAE201,Hydraulics,Warning,No action needed,
09:38:30,UAE201,Electrical,Critical,Manual override required,
09:39:00,UAE201,Engine,Warning,Manual override required,
09:39:30,UAE201,Engine,Normal,No action needed,
09:40:00,UAE201,Landing Gear,Normal,System reset needed,
09:40:30,UAE201,Landing Gear,Critical,Manual override required,
09:41:00,UAE201,Electrical,Warning,System reset needed,
09:41:30,UAE201,Electrical,Critical,No action needed,
09:42:00,UAE201,Landing Gear,Normal,No action needed,
09:42:30,UAE201,Avionics,Normal,No action needed,
09:43:00,UAE201,Avionics,Normal,Manual override required,
09:43:30,UAE201,Landing Gear,Normal,No action needed,
09:44:00,UAE201,Hydraulics,Warning,No action needed,
09:44:30,UAE201,Electrical,Normal,No action needed,
09:45:00,UAE201,Hydraulics,Normal,No action needed,
09:45:30,UAE201,Landing Gear,Warning,No action needed,
09:46:00,UAE201,Hydraulics,Normal,System reset needed,
09:46:30,UAE201,Electrical,Critical,No action needed,
09:47:00,UAE201,Avionics,Critical,No action needed,
09:47:30,UAE201,Electrical,Normal,No action needed,
09:48:00,UAE201,Hydraulics,Critical,Manual override required,
09:48:30,UAE201,Landing Gear,Critical,No action needed,
09:49:00,UAE201,Electrical,Normal,Manual override required,
09:49:30,UAE201,Engine,Critical,System reset needed,
09:50:00,UAE201,Hydraulics,Critical,No action needed,
09:50:30,UAE201,Electrical,Normal,Manual override required,
09:51:00,UAE201,Landing Gear,Warning,Manual override required,
09:51:30,UAE201,Hydraulics,Warning,Manual override required,
09:52:00,UAE201,Avionics,Normal,System reset needed,
09:52:30,UAE201,Electrical,Normal,No action needed,
09:53:00,UAE201,Engine,Warning,Manual override required,
09:53:30,UAE201,Electrical,Warning,Manual override required,
09:54:00,UAE201,Electrical,Normal,System reset needed,
09:54:30,UAE201,Avionics,Warning,Manual override required,
09:55:00,UAE201,Hydraulics,Normal,No action needed,
09:55:30,UAE201,Engine,Critical,No action needed,
09:56:00,UAE201,Engine,Warning,System reset needed,
09:56:30,UAE201,Engine,Warning,No action needed,
09:57:00,UAE201,Hydraulics,Critical,Manual override required,
09:57:30,UAE201,Electrical,Normal,System reset needed,
09:58:00,UAE201,Engine,Warning,System reset needed,
09:58:30,UAE201,Electrical,Normal,Manual override required,
09:59:00,UAE201,Avionics,Normal,No action needed,
09:59:30,UAE201,Hydraulics,Normal,System reset needed,
10:00:00,UAE201,Hydraulics,Critical,System reset needed,
10:00:30,UAE201,Engine,Normal,No action needed,
10:01:00,UAE201,Electrical,Critical,System reset needed,
10:01:30,UAE201,Landing Gear,Warning,No action needed,
10:02:00,UAE201,Avionics,Normal,No action needed,
10:02:30,UAE201,Landing Gear,Critical,No action needed,
10:03:00,UAE201,Electrical,Normal,System reset needed,
10:03:30,UAE201,Electrical,Critical,Manual override required,
10:04:00,UAE201,Landing Gear,Normal,No action needed,
10:04:30,UAE201,Hydraulics,Critical,No action needed,
10:05:00,UAE201,Landing Gear,Critical,Manual override required,
10:05:30,UAE201,Avionics,Normal,No action needed,
10:06:00,UAE201,Engine,Critical,System reset needed,
10:06:30,UAE201,Landing Gear,Warning,Manual override required,
10:07:00,UAE201,Landing Gear,Warning,No action needed,
10:07:30,UAE201,Avionics,Normal,System reset needed,
10:08:00,UAE201,Landing Gear,Warning,Manual override required,
10:08:30,UAE201,Hydraulics,Warning,No action needed,
10:09:00,UAE201,Electrical,Critical,Manual override required,
10:09:30,UAE201,Electrical,Warning,No action needed,
10:10:00,UAE201,Engine,Normal,System reset needed,
10:10:30,UAE201,Hydraulics,Warning,Manual override required,
10:11:00,UAE201,Engine,Warning,No action needed,
10:11:30,UAE201,Avionics,Warning,No action needed,
10:12:00,UAE201,Hydraulics,Warning,Manual override required,
10:12:30,UAE201,Landing Gear,Critical,No action needed,
10:13:00,UAE201,Hydraulics,Critical,Manual override required,
10:13:30,UAE201,Avionics,Normal,Manual override required,
10:14:00,UAE201,Engine,Critical,No action needed,
10:14:30,UAE201,Hydraulics,Critical,No action needed,
10:15:00,UAE201,Engine,Critical,System reset needed,
10:15:30,UAE201,Hydraulics,Critical,System reset needed,
10:16:00,UAE201,Engine,Critical,System reset needed,
10:16:30,UAE201,Avionics,Warning,No action needed,
10:17:00,UAE201,Electrical,Critical,No action needed,
10:17:30,UAE201,Hydraulics,Warning,System reset needed,
10:18:00,UAE201,Avionics,Critical,System reset needed,
10:18:30,UAE201,Hydraulics,Normal,Manual override required,
10:19:00,UAE201,Hydraulics,Warning,Manual override required,
10:19:30,UAE201,Avionics,Warning,No action needed,
10:20:00,UAE201,Hydraulics,Normal,System reset needed,
10:20:30,UAE201,Engine,Warning,Manual override required,
10:21:00,UAE201,Hydraulics,Critical,System reset needed,
10:21:30,UAE201,Landing Gear,Critical,Manual override required,
10:22:00,UAE201,Avionics,Normal,System reset needed,
10:22:30,UAE201,Engine,Normal,Manual override required,
10:23:00,UAE201,Engine,Warning,System reset needed,
10:23:30,UAE201,Avionics,Normal,No action needed,
10:24:00,UAE201,Avionics,Critical,Manual override required,
10:24:30,UAE201,Avionics,Normal,Manual override required,
10:25:00,UAE201,Engine,Normal,Manual override required,
10:25:30,UAE201,Engine,Warning,Manual override required,
10:26:00,UAE201,Avionics,Warning,Manual override required,
10:26:30,UAE201,Hydraulics,Normal,No action needed,
10:27:00,UAE201,Electrical,Normal,System reset needed,
10:27:30,UAE201,Landing Gear,Critical,No action needed,
10:28:00,UAE201,Engine,Normal,No action needed,
10:28:30,UAE201,Engine,Normal,Manual override required,
10:29:00,UAE201,Landing Gear,Normal,Manual override required,
10:29:30,UAE201,Avionics,Critical,Manual override required,
10:30:00,UAE201,Avionics,Normal,System reset needed,
10:30:30,UAE201,Avionics,Critical,Manual override required,
10:31:00,UAE201,Engine,Critical,Manual override required,
10:31:30,UAE201,Engine,Normal,System reset needed,
10:32:00,UAE201,Engine,Critical,System reset needed,
10:32:30,UAE201,Hydraulics,Critical,System reset needed,
10:33:00,UAE201,Engine,Warning,Manual override required,
10:33:30,UAE201,Engine,Warning,Manual override required,
10:34:00,UAE201,Landing Gear,Normal,No action needed,
10:34:30,UAE201,Engine,Normal,System reset needed,
10:35:00,UAE201,Landing Gear,Critical,No action needed,
10:35:30,UAE201,Electrical,Normal,Manual override required,
10:36:00,UAE201,Avionics,Warning,System reset needed,
10:36:30,UAE201,Engine,Normal,No action needed,
10:37:00,UAE201,Electrical,Warning,System reset needed,
10:37:30,UAE201,Engine,Normal,Manual override required,
10:38:00,UAE201,Engine,Critical,System reset needed,
10:38:30,UAE201,Hydraulics,Warning,No action needed,
10:39:00,UAE201,Avionics,Normal,Manual override required,
10:39:30,UAE201,Hydraulics,Warning,No action needed,
10:40:00,UAE201,Avionics,Warning,System reset needed,
10:40:30,UAE201,Electrical,Normal,System reset needed,
10:41:00,UAE201,Avionics,Normal,System reset needed,
10:41:30,UAE201,Hydraulics,Normal,No action needed,
10:42:00,UAE201,Electrical,Warning,Manual override required,
10:42:30,UAE201,Engine,Normal,No action needed,
10:43:00,UAE201,Engine,Critical,Manual override required,
10:43:30,UAE201,Landing Gear,Critical,No action needed,
10:44:00,UAE201,Avionics,Critical,No action needed,
10:44:30,UAE201,Electrical,Normal,No action needed,
10:45:00,UAE201,Engine,Warning,No action needed,
10:45:30,UAE201,Electrical,Normal,No action needed,
10:46:00,UAE201,Engine,Normal,System reset needed,
10:46:30,UAE201,Engine,Warning,Manual override required,
10:47:00,UAE201,Avionics,Critical,Manual override required,
10:47:30,UAE201,Hydraulics,Critical,Manual override required,
10:48:00,UAE201,Engine,Warning,System reset needed,
10:48:30,UAE201,Electrical,Normal,System reset needed,
10:49:00,UAE201,Engine,Normal,System reset needed,
10:49:30,UAE201,Electrical,Warning,System reset needed,
10:50:00,UAE201,Engine,Critical,No action needed,
10:50:30,UAE201,Electrical,Normal,System reset needed,
10:51:00,UAE201,Hydraulics,Normal,No action needed,
10:51:30,UAE201,Landing Gear,Normal,Manual override required,
10:52:00,UAE201,Electrical,Normal,System reset needed,
10:52:30,UAE201,Electrical,Warning,No action needed,
10:53:00,UAE201,Landing Gear,Warning,No action needed,
10:53:30,UAE201,Avionics,Warning,No action needed,
10:54:00,UAE201,Landing Gear,Warning,No action needed,
10:54:30,UAE201,Hydraulics,Critical,Manual override required,
10:55:00,UAE201,Avionics,Warning,System reset needed,
10:55:30,UAE201,Avionics,Critical,Manual override required,
10:56:00,UAE201,Avionics,Critical,Manual override required,
10:56:30,UAE201,Electrical,Normal,No action needed,
10:57:00,UAE201,Avionics,Critical,Manual override required,
10:57:30,UAE201,Electrical,Normal,System reset needed,
10:58:00,UAE201,Electrical,Warning,Manual override required,
10:58:30,UAE201,Avionics,Critical,System reset needed,
10:59:00,UAE201,Electrical,Normal,System reset needed,
10:59:30,UAE201,Landing Gear,Critical,Manual override required,
11:00:00,UAE201,Landing Gear,Warning,No action needed,
11:00:30,UAE201,Electrical,Critical,System reset needed,
11:01:00,UAE201,Landing Gear,Normal,No action needed,
11:01:30,UAE201,Electrical,Critical,No action needed,
11:02:00,UAE201,Avionics,Normal,Manual override required,
11:02:30,UAE201,Electrical,Critical,System reset needed,
11:03:00,UAE201,Avionics,Critical,Manual override required,
11:03:30,UAE201,Engine,Normal,No action needed,
11:04:00,UAE201,Engine,Critical,System reset needed,
11:04:30,UAE201,Electrical,Warning,No action needed,
11:05:00,UAE201,Avionics,Critical,System reset needed,
11:05:30,UAE201,Electrical,Normal,No action needed,
11:06:00,UAE201,Avionics,Warning,No action needed,
11:06:30,UAE201,Hydraulics,Warning,Manual override required,
11:07:00,UAE201,Electrical,Critical,System reset needed,
11:07:30,UAE201,Electrical,Critical,Manual override required,
11:08:00,UAE201,Hydraulics,Critical,System reset needed,
11:08:30,UAE201,Electrical,Normal,No action needed,
11:09:00,UAE201,Avionics,Normal,Manual override required,
11:09:30,UAE201,Engine,Normal,Manual override required,
11:10:00,UAE201,Avionics,Normal,No action needed,
11:10:30,UAE201,Avionics,Normal,Manual override required,
11:11:00,UAE201,Engine,Warning,No action needed,
11:11:30,UAE201,Electrical,Warning,No action needed,
11:12:00,UAE201,Engine,Normal,Manual override required,
11:12:30,UAE201,Hydraulics,Normal,Manual override required,
11:13:00,UAE201,Engine,Warning,System reset needed,
11:13:30,UAE201,Engine,Normal,Manual override required,
11:14:00,UAE201,Hydraulics,Normal,System reset needed,
11:14:30,UAE201,Avionics,Normal,Manual override required,
11:15:00,UAE201,Avionics,Normal,System reset needed,
11:15:30,UAE201,Landing Gear,Normal,No action needed,
11:16:00,UAE201,Avionics,Warning,Manual override required,
11:16:30,UAE201,Hydraulics,Critical,System reset needed,
11:17:00,UAE201,Avionics,Normal,Manual override required,
11:17:30,UAE201,Electrical,Critical,Manual override required,
11:18:00,UAE201,Electrical,Critical,System reset needed,
11:18:30,UAE201,Landing Gear,Critical,Manual override required,
11:19:00,UAE201,Hydraulics,Critical,System reset needed,
11:19:30,UAE201,Engine,Warning,System reset needed,
11:20:00,UAE201,Avionics,Warning,System reset needed,
11:20:30,UAE201,Landing Gear,Warning,Manual override required,
11:21:00,UAE201,Hydraulics,Warning,Manual override required,
11:21:30,UAE201,Engine,Warning,System reset needed,
11:22:00,UAE201,Electrical,Critical,Manual override required,
11:22:30,UAE201,Hydraulics,Critical,System reset needed,
11:23:00,UAE201,Engine,Normal,System reset needed,
11:23:30,UAE201,Electrical,Warning,System reset needed,
11:24:00,UAE201,Hydraulics,Normal,No action needed,
11:24:30,UAE201,Hydraulics,Warning,Manual override required,
11:25:00,UAE201,Engine,Critical,Manual override required,
11:25:30,UAE201,Engine,Warning,No action needed,
11:26:00,UAE201,Landing Gear,Critical,Manual override required,
11:26:30,UAE201,Electrical,Warning,No action needed,
11:27:00,UAE201,Avionics,Normal,No action needed,
11:27:30,UAE201,Avionics,Normal,Manual override required,
11:28:00,UAE201,Avionics,Critical,Manual override required,
11:28:30,UAE201,Engine,Normal,Manual override required,
11:29:00,UAE201,Electrical,Warning,System reset needed,
11:29:30,UAE201,Landing Gear,Normal,System reset needed,
11:30:00,UAE201,Landing Gear,Normal,System reset needed,
11:30:30,UAE201,Electrical,Critical,No action needed,
11:31:00,UAE201,Avionics,Warning,No action needed,
11:31:30,UAE201,Avionics,Normal,No action needed,
11:32:00,UAE201,Hydraulics,Normal,Manual override required,
11:32:30,UAE201,Engine,Warning,No action needed,
11:33:00,UAE201,Landing Gear,Critical,System reset needed,
11:33:30,UAE201,Engine,Critical,System reset needed,
11:34:00,UAE201,Hydraulics,Critical,No action needed,
11:34:30,UAE201,Landing Gear,Warning,Manual override required,
11:35:00,UAE201,Engine,Normal,No action needed,
11:35:30,UAE201,Engine,Normal,No action needed,
11:36:00,UAE201,Engine,Normal,System reset needed,
11:36:30,UAE201,Avionics,Critical,System reset needed,
11:37:00,UAE201,Hydraulics,Warning,System reset needed,
11:37:30,UAE201,Hydraulics,Warning,No action needed,
11:38:00,UAE201,Hydraulics,Normal,No action needed,
11:38:30,UAE201,Landing Gear,Normal,No action needed,
11:39:00,UAE201,Electrical,Critical,System reset needed,
11:39:30,UAE201,Landing Gear,Warning,No action needed,
11:40:00,UAE201,Hydraulics,Warning,Manual override required,
11:40:30,UAE201,Avionics,Critical,No action needed,
11:41:00,UAE201,Hydraulics,Warning,System reset needed,
11:41:30,UAE201,Hydraulics,Critical,Manual override required,
11:42:00,UAE201,Landing Gear,Critical,Manual override required,
11:42:30,UAE201,Engine,Normal,No action needed,
11:43:00,UAE201,Electrical,Warning,Manual override required,
11:43:30,UAE201,Avionics,Critical,System reset needed,
11:44:00,UAE201,Hydraulics,Warning,Manual override required,
11:44:30,UAE201,Avionics,Normal,System reset needed,
11:45:00,UAE201,Engine,Warning,System reset needed,
11:45:30,UAE201,Hydraulics,Normal,No action needed,
11:46:00,UAE201,Landing Gear,Warning,No action needed,
11:46:30,UAE201,Engine,Normal,Manual override required,
11:47:00,UAE201,Electrical,Critical,No action needed,
11:47:30,UAE201,Avionics,Warning,Manual override required,
11:48:00,UAE201,Hydraulics,Normal,No action needed,
11:48:30,UAE201,Engine,Normal,System reset needed,
11:49:00,UAE201,Engine,Critical,Manual override required,
11:49:30,UAE201,Hydraulics,Normal,No action needed,
11:50:00,UAE201,Engine,Critical,System reset needed,
11:50:30,UAE201,Engine,Normal,System reset needed,
11:51:00,UAE201,Engine,Normal,No action needed,
11:51:30,UAE201,Avionics,Warning,No action needed,
11:52:00,UAE201,Engine,Normal,No action needed,
11:52:30,UAE201,Engine,Warning,System reset needed,
11:53:00,UAE201,Avionics,Normal,System reset needed,
11:53:30,UAE201,Hydraulics,Critical,Manual override required,
11:54:00,UAE201,Electrical,Warning,No action needed,
11:54:30,UAE201,Electrical,Critical,System reset needed,
11:55:00,UAE201,Landing Gear,Warning,No action needed,
11:55:30,UAE201,Avionics,Normal,Manual override required,
11:56:00,UAE201,Engine,Critical,No action needed,
11:56:30,UAE201,Hydraulics,Warning,System reset needed,
11:57:00,UAE201,Landing Gear,Normal,System reset needed,
11:57:30,UAE201,Hydraulics,Warning,System reset needed,
11:58:00,UAE201,Engine,Normal,No action needed,
11:58:30,UAE201,Electrical,Warning,System reset needed,
11:59:00,UAE201,Landing Gear,Normal,Manual override required,
11:59:30,UAE201,Electrical,Warning,System reset needed,
12:00:00,UAE201,Avionics,Critical,No action needed,
12:00:30,UAE201,Hydraulics,Normal,Manual override required,
12:01:00,UAE201,Hydraulics,Normal,No action needed,
12:01:30,UAE201,Avionics,Warning,No action needed,
12:02:00,UAE201,Hydraulics,Normal,No action needed,
12:02:30,UAE201,Avionics,Warning,No action needed,
12:03:00,UAE201,Electrical,Warning,Manual override required,
12:03:30,UAE201,Hydraulics,Critical,No action needed,
12:04:00,UAE201,Avionics,Normal,No action needed,
12:04:30,UAE201,Landing Gear,Warning,Manual override required,
12:05:00,UAE201,Hydraulics,Normal,System reset needed,
12:05:30,UAE201,Engine,Normal,System reset needed,
12:06:00,UAE201,Electrical,Normal,System reset needed,
12:06:30,UAE201,Electrical,Normal,System reset needed,
12:07:00,UAE201,Electrical,Normal,Manual override required,
12:07:30,UAE201,Hydraulics,Warning,No action needed,
12:08:00,UAE201,Landing Gear,Normal,No action needed,
12:08:30,UAE201,Engine,Normal,System reset needed,
12:09:00,UAE201,Hydraulics,Critical,No action needed,
12:09:30,UAE201,Engine,Normal,Manual override required,
12:10:00,UAE201,Landing Gear,Normal,System reset needed,
12:10:30,UAE201,Engine,Normal,Manual override required,
12:11:00,UAE201,Avionics,Warning,System reset needed,
12:11:30,UAE201,Engine,Normal,No action needed,
12:12:00,UAE201,Landing Gear,Critical,No action needed,
12:12:30,UAE201,Hydraulics,Critical,System reset needed,
12:13:00,UAE201,Hydraulics,Normal,Manual override required,
12:13:30,UAE201,Landing Gear,Critical,System reset needed,
12:14:00,UAE201,Electrical,Normal,System reset needed,
12:14:30,UAE201,Engine,Critical,System reset needed,
12:15:00,UAE201,Electrical,Warning,System reset needed,
12:15:30,UAE201,Landing Gear,Critical,Manual override required,
12:16:00,UAE201,Landing Gear,Critical,No action needed,
12:16:30,UAE201,Hydraulics,Critical,System reset needed,
12:17:00,UAE201,Engine,Critical,System reset needed,
12:17:30,UAE201,Hydraulics,Warning,No action needed,
12:18:00,UAE201,Avionics,Critical,System reset needed,
12:18:30,UAE201,Hydraulics,Critical,No action needed,
12:19:00,UAE201,Landing Gear,Warning,No action needed,
12:19:30,UAE201,Electrical,Warning,No action needed,
12:20:00,UAE201,Avionics,Normal,Manual override required,
12:20:30,UAE201,Landing Gear,Normal,System reset needed,
12:21:00,UAE201,Landing Gear,Normal,No action needed,
12:21:30,UAE201,Engine,Critical,Manual override required,
12:22:00,UAE201,Hydraulics,Warning,Manual override required,
12:22:30,UAE201,Landing Gear,Critical,No action needed,
12:23:00,UAE201,Landing Gear,Warning,No action needed,
12:23:30,UAE201,Electrical,Critical,No action needed,
12:24:00,UAE201,Electrical,Normal,System reset needed,
12:24:30,UAE201,Electrical,Warning,System reset needed,
12:25:00,UAE201,Landing Gear,Normal,Manual override required,
12:25:30,UAE201,Hydraulics,Critical,Manual override required,
12:26:00,UAE201,Engine,Normal,Manual override required,
12:26:30,UAE201,Hydraulics,Normal,Manual override required,
12:27:00,UAE201,Landing Gear,Warning,No action needed,
12:27:30,UAE201,Electrical,Warning,System reset needed,
12:28:00,UAE201,Avionics,Warning,No action needed,
12:28:30,UAE201,Avionics,Warning,Manual override required,
12:29:00,UAE201,Engine,Warning,Manual override required,
12:29:30,UAE201,Landing Gear,Critical,Manual override required,
12:30:00,UAE201,Avionics,Critical,System reset needed,
12:30:30,UAE201,Engine,Normal,No action needed,
12:31:00,UAE201,Engine,Warning,System reset needed,
12:31:30,UAE201,Engine,Warning,Manual override required,
12:32:00,UAE201,Avionics,Critical,Manual override required,
12:32:30,UAE201,Engine,Warning,Manual override required,
12:33:00,UAE201,Electrical,Normal,Manual override required,
12:33:30,UAE201,Engine,Warning,No action needed,
12:34:00,UAE201,Engine,Warning,System reset needed,
12:34:30,UAE201,Hydraulics,Warning,System reset needed,
12:35:00,UAE201,Engine,Critical,Manual override required,
12:35:30,UAE201,Avionics,Warning,Manual override required,
12:36:00,UAE201,Avionics,Warning,No action needed,
12:36:30,UAE201,Avionics,Normal,Manual override required,
12:37:00,UAE201,Engine,Normal,No action needed,
12:37:30,UAE201,Engine,Critical,Manual override required,
12:38:00,UAE201,Electrical,Critical,No action needed,
12:38:30,UAE201,Engine,Critical,System reset needed,
12:39:00,UAE201,Landing Gear,Critical,Manual override required,
12:39:30,UAE201,Avionics,Critical,Manual override required,
12:40:00,UAE201,Electrical,Critical,No action needed,
12:40:30,UAE201,Landing Gear,Normal,Manual override required,
12:41:00,UAE201,Hydraulics,Critical,Manual override required,
12:41:30,UAE201,Avionics,Critical,Manual override required,
12:42:00,UAE201,Landing Gear,Warning,No action needed,
12:42:30,UAE201,Engine,Warning,System reset needed,
12:43:00,UAE201,Landing Gear,Normal,No action needed,
12:43:30,UAE201,Engine,Normal,System reset needed,
12:44:00,UAE201,Hydraulics,Normal,No action needed,
12:44:30,UAE201,Avionics,Critical,No action needed,
12:45:00,UAE201,Hydraulics,Warning,Manual override required,
12:45:30,UAE201,Hydraulics,Warning,No action needed,
12:46:00,UAE201,Landing Gear,Normal,System reset needed,
12:46:30,UAE201,Engine,Normal,Manual override required,
12:47:00,UAE201,Avionics,Warning,No action needed,
12:47:30,UAE201,Hydraulics,Normal,No action needed,
12:48:00,UAE201,Engine,Normal,Manual override required,
12:48:30,UAE201,Landing Gear,Warning,System reset needed,
12:49:00,UAE201,Electrical,Critical,System reset needed,
