Time,Call Sign,Original Route,Updated Route,Fuel Burn Impact (kg),ATC Clearance
10:49:00,UAE201,"('26.0765° N', '56.2406° E')",No change,736,Awaiting clearance
10:49:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,901,Denied clearance
10:50:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,689,Awaiting clearance
10:50:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,718,Requesting clearance
10:51:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,636,Requesting clearance
10:51:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,636,Cleared
10:52:00,UAE201,"('25.2532° N', '55.3657° E')",No change,398,Cleared
10:52:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,278,Awaiting clearance
10:53:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,767,Requesting clearance
10:53:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,861,Awaiting clearance
10:54:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,589,Denied clearance
10:54:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,698,Requesting clearance
10:55:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,935,Cleared
10:55:30,UAE201,"('25.2532° N', '55.3657° E')",No change,210,Denied clearance
10:56:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,816,Cleared
10:56:30,UAE201,"('28.7041° N', '77.1025° E')",No change,220,Awaiting clearance
10:57:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,363,Requesting clearance
10:57:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,221,Requesting clearance
10:58:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,506,Denied clearance
10:58:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,468,Awaiting clearance
10:59:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,416,Requesting clearance
10:59:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,487,Awaiting clearance
11:00:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,496,Awaiting clearance
11:00:30,UAE201,"('28.7041° N', '77.1025° E')",No change,547,Awaiting clearance
11:01:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,964,Cleared
11:01:30,UAE201,"('34.0837° N', '74.7973° E')",No change,428,Denied clearance
11:02:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,772,Requesting clearance
11:02:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,349,Denied clearance
11:03:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,848,Cleared
11:03:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,311,Denied clearance
11:04:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,400,Denied clearance
11:04:30,UAE201,"('34.0837° N', '74.7973° E')",No change,839,Awaiting clearance
11:05:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,277,Denied clearance
11:05:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,911,Cleared
11:06:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,808,Denied clearance
11:06:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,589,Awaiting clearance
11:07:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,271,Denied clearance
11:07:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,685,Cleared
11:08:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,549,Awaiting clearance
11:08:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,488,Awaiting clearance
11:09:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,441,Awaiting clearance
11:09:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,930,Denied clearance
11:10:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,716,Requesting clearance
11:10:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,472,Requesting clearance
11:11:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,949,Denied clearance
11:11:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,886,Denied clearance
11:12:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,279,Denied clearance
11:12:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,839,Denied clearance
11:13:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,514,Awaiting clearance
11:13:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,201,Awaiting clearance
11:14:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,810,Denied clearance
11:14:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,869,Requesting clearance
11:15:00,UAE201,"('28.7041° N', '77.1025° E')",No change,217,Denied clearance
11:15:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,923,Denied clearance
11:16:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,397,Awaiting clearance
11:16:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,456,Denied clearance
11:17:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,665,Cleared
11:17:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,613,Requesting clearance
11:18:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,468,Denied clearance
11:18:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,981,Cleared
11:19:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,217,Denied clearance
11:19:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,252,Cleared
11:20:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,600,Denied clearance
11:20:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,407,Awaiting clearance
11:21:00,UAE201,"('26.0765° N', '56.2406° E')",No change,257,Awaiting clearance
11:21:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,916,Denied clearance
11:22:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,981,Requesting clearance
11:22:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,471,Denied clearance
11:23:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,995,Awaiting clearance
11:23:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,257,Cleared
11:24:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,237,Denied clearance
11:24:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,517,Awaiting clearance
11:25:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,478,Cleared
11:25:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,579,Cleared
11:26:00,UAE201,"('26.0765° N', '56.2406° E')",No change,781,Awaiting clearance
11:26:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,812,Denied clearance
11:27:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,382,Awaiting clearance
11:27:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,337,Requesting clearance
11:28:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,892,Requesting clearance
11:28:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,638,Awaiting clearance
11:29:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,257,Awaiting clearance
11:29:30,UAE201,"('34.0837° N', '74.7973° E')",No change,334,Awaiting clearance
11:30:00,UAE201,"('34.0837° N', '74.7973° E')",No change,661,Cleared
11:30:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,956,Awaiting clearance
11:31:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,583,Awaiting clearance
11:31:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,237,Cleared
11:32:00,UAE201,"('25.2532° N', '55.3657° E')",No change,753,Requesting clearance
11:32:30,UAE201,"('34.0837° N', '74.7973° E')",No change,403,Denied clearance
11:33:00,UAE201,"('26.0765° N', '56.2406° E')",No change,364,Denied clearance
11:33:30,UAE201,"('25.2532° N', '55.3657° E')",No change,247,Denied clearance
11:34:00,UAE201,"('25.2532° N', '55.3657° E')",No change,279,Cleared
11:34:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,764,Requesting clearance
11:35:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,695,Awaiting clearance
11:35:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,958,Denied clearance
11:36:00,UAE201,"('28.7041° N', '77.1025° E')",No change,662,Cleared
11:36:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,985,Awaiting clearance
11:37:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,729,Cleared
11:37:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,277,Requesting clearance
11:38:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,775,Requesting clearance
11:38:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,812,Cleared
11:39:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,613,Awaiting clearance
11:39:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,672,Denied clearance
11:40:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,840,Denied clearance
11:40:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,720,Requesting clearance
11:41:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,416,Denied clearance
11:41:30,UAE201,"('34.0837° N', '74.7973° E')",No change,965,Requesting clearance
11:42:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,382,Requesting clearance
11:42:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,740,Cleared
11:43:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,696,Cleared
11:43:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,480,Denied clearance
11:44:00,UAE201,"('25.2532° N', '55.3657° E')",No change,692,Awaiting clearance
11:44:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,459,Cleared
11:45:00,UAE201,"('28.7041° N', '77.1025° E')",No change,457,Denied clearance
11:45:30,UAE201,"('26.0765° N', '56.2406° E')",No change,246,Requesting clearance
11:46:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,321,Requesting clearance
11:46:30,UAE201,"('26.0765° N', '56.2406° E')",No change,433,Requesting clearance
11:47:00,UAE201,"('25.2532° N', '55.3657° E')",No change,254,Awaiting clearance
11:47:30,UAE201,"('34.0837° N', '74.7973° E')",No change,727,Cleared
11:48:00,UAE201,"('34.0837° N', '74.7973° E')",No change,230,Cleared
11:48:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,585,Awaiting clearance
11:49:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,345,Awaiting clearance
11:49:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,237,Requesting clearance
11:50:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,408,Awaiting clearance
11:50:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,732,Cleared
11:51:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,787,Requesting clearance
11:51:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,401,Denied clearance
11:52:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,770,Denied clearance
11:52:30,UAE201,"('25.2532° N', '55.3657° E')",No change,957,Requesting clearance
11:53:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,899,Cleared
11:53:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,649,Requesting clearance
11:54:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,629,Denied clearance
11:54:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,926,Requesting clearance
11:55:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,690,Awaiting clearance
11:55:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,561,Awaiting clearance
11:56:00,UAE201,"('25.2532° N', '55.3657° E')",No change,793,Awaiting clearance
11:56:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,282,Requesting clearance
11:57:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,583,Cleared
11:57:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,461,Denied clearance
11:58:00,UAE201,"('34.0837° N', '74.7973° E')",No change,807,Cleared
11:58:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,200,Awaiting clearance
11:59:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,828,Requesting clearance
11:59:30,UAE201,"('26.0765° N', '56.2406° E')",No change,815,Requesting clearance
12:00:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,722,Denied clearance
12:00:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,554,Denied clearance
12:01:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,414,Requesting clearance
12:01:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,886,Denied clearance
12:02:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,999,Awaiting clearance
12:02:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,469,Requesting clearance
12:03:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,773,Denied clearance
12:03:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,264,Denied clearance
12:04:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,721,Awaiting clearance
12:04:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,781,Requesting clearance
12:05:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,497,Denied clearance
12:05:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,676,Cleared
12:06:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,975,Awaiting clearance
12:06:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,789,Denied clearance
12:07:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,763,Cleared
12:07:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,973,Awaiting clearance
12:08:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,977,Awaiting clearance
12:08:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,996,Requesting clearance
12:09:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,383,Awaiting clearance
12:09:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,277,Awaiting clearance
12:10:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,210,Awaiting clearance
12:10:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,564,Awaiting clearance
12:11:00,UAE201,"('34.0837° N', '74.7973° E')",No change,659,Denied clearance
12:11:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,965,Awaiting clearance
12:12:00,UAE201,"('25.2532° N', '55.3657° E')",No change,230,Denied clearance
12:12:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,981,Cleared
12:13:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,254,Requesting clearance
12:13:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,607,Awaiting clearance
12:14:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,761,Requesting clearance
12:14:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,559,Cleared
12:15:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,853,Cleared
12:15:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,818,Denied clearance
12:16:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,265,Requesting clearance
12:16:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,720,Denied clearance
12:17:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,795,Denied clearance
12:17:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,284,Denied clearance
12:18:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,296,Awaiting clearance
12:18:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,623,Awaiting clearance
12:19:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,783,Requesting clearance
12:19:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,518,Denied clearance
12:20:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,814,Awaiting clearance
12:20:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,856,Denied clearance
12:21:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,203,Cleared
12:21:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,325,Cleared
12:22:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,813,Denied clearance
12:22:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,568,Awaiting clearance
12:23:00,UAE201,"('34.0837° N', '74.7973° E')",No change,613,Requesting clearance
12:23:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,848,Awaiting clearance
12:24:00,UAE201,"('25.2532° N', '55.3657° E')",No change,435,Denied clearance
12:24:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,885,Cleared
12:25:00,UAE201,"('25.2532° N', '55.3657° E')",No change,589,Requesting clearance
12:25:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,875,Cleared
12:26:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,406,Requesting clearance
12:26:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,490,Awaiting clearance
12:27:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,508,Cleared
12:27:30,UAE201,"('26.0765° N', '56.2406° E')",No change,534,Cleared
12:28:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,563,Requesting clearance
12:28:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,935,Requesting clearance
12:29:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,477,Awaiting clearance
12:29:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,976,Cleared
12:30:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,579,Requesting clearance
12:30:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,433,Awaiting clearance
12:31:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,467,Requesting clearance
12:31:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,940,Cleared
12:32:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,258,Awaiting clearance
12:32:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,713,Denied clearance
12:33:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,803,Cleared
12:33:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,725,Awaiting clearance
12:34:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,381,Cleared
12:34:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,761,Awaiting clearance
12:35:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,723,Denied clearance
12:35:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,566,Awaiting clearance
12:36:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,316,Awaiting clearance
12:36:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,984,Denied clearance
12:37:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,336,Awaiting clearance
12:37:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,313,Cleared
12:38:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,877,Cleared
12:38:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,676,Denied clearance
12:39:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,682,Awaiting clearance
12:39:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,775,Cleared
12:40:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,404,Denied clearance
12:40:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,491,Denied clearance
12:41:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,811,Denied clearance
12:41:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,682,Cleared
12:42:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,331,Awaiting clearance
12:42:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,695,Awaiting clearance
12:43:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,572,Awaiting clearance
12:43:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,609,Requesting clearance
12:44:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,690,Awaiting clearance
12:44:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,850,Denied clearance
12:45:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,548,Denied clearance
12:45:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,704,Denied clearance
12:46:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,823,Cleared
12:46:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,737,Requesting clearance
12:47:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,346,Awaiting clearance
12:47:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,604,Denied clearance
12:48:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,457,Requesting clearance
12:48:30,UAE201,"('25.2532° N', '55.3657° E')",No change,565,Cleared
12:49:00,UAE201,"('34.0837° N', '74.7973° E')",No change,925,Awaiting clearance
12:49:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,660,Denied clearance
12:50:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,310,Requesting clearance
12:50:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,781,Awaiting clearance
12:51:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,433,Requesting clearance
12:51:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,863,Denied clearance
12:52:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,320,Denied clearance
12:52:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,537,Requesting clearance
12:53:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,211,Requesting clearance
12:53:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,303,Denied clearance
12:54:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,357,Awaiting clearance
12:54:30,UAE201,"('26.0765° N', '56.2406° E')",No change,226,Awaiting clearance
12:55:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,931,Cleared
12:55:30,UAE201,"('26.0765° N', '56.2406° E')",No change,481,Cleared
12:56:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,956,Cleared
12:56:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,973,Cleared
12:57:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,244,Awaiting clearance
12:57:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,857,Denied clearance
12:58:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,732,Awaiting clearance
12:58:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,639,Cleared
12:59:00,UAE201,"('34.0837° N', '74.7973° E')",No change,603,Cleared
12:59:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,570,Denied clearance
13:00:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,979,Cleared
13:00:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,656,Cleared
13:01:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,349,Cleared
13:01:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,654,Requesting clearance
13:02:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,811,Awaiting clearance
13:02:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,377,Requesting clearance
13:03:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,710,Requesting clearance
13:03:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,229,Cleared
13:04:00,UAE201,"('26.0765° N', '56.2406° E')",No change,780,Requesting clearance
13:04:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,268,Awaiting clearance
13:05:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,714,Cleared
13:05:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,450,Awaiting clearance
13:06:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,650,Cleared
13:06:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,697,Requesting clearance
13:07:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,760,Awaiting clearance
13:07:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,897,Cleared
13:08:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,454,Cleared
13:08:30,UAE201,"('26.0765° N', '56.2406° E')",No change,838,Cleared
13:09:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,833,Denied clearance
13:09:30,UAE201,"('28.7041° N', '77.1025° E')",No change,885,Requesting clearance
13:10:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,946,Denied clearance
13:10:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,779,Requesting clearance
13:11:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,786,Requesting clearance
13:11:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,627,Denied clearance
13:12:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,700,Denied clearance
13:12:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,967,Requesting clearance
