Time,Call Sign,Runway,Status,Taxiway Congestion,Expected Delays (minutes),Gate Assignment
11:48:30,UAE201,18R,Under Maintenance,Low,36,Gate assigned at terminal 3
11:49:00,UAE201,09L,Under Maintenance,Moderate,47,Gate assigned at terminal 3
11:49:30,UAE201,18R,Under Maintenance,Moderate,20,Gate assigned at terminal 3
11:50:00,UAE201,13R,Under Maintenance,Low,36,Gate assigned at terminal 3
11:50:30,UAE201,09R,Closed,Moderate,22,Gate assigned at terminal 3
11:51:00,UAE201,13R,Closed,Low,14,Gate assigned at terminal 3
11:51:30,UAE201,09L,Open,High,4,Gate assigned at terminal 3
11:52:00,UAE201,27R,Under Maintenance,Low,1,Gate assigned at terminal 3
11:52:30,UAE201,18L,Under Maintenance,Moderate,49,Gate assigned at terminal 3
11:53:00,UAE201,09R,Closed,Low,25,Gate assigned at terminal 3
11:53:30,UAE201,18R,Open,High,54,Gate assigned at terminal 3
11:54:00,UAE201,09L,Under Maintenance,Low,46,Gate assigned at terminal 3
11:54:30,UAE201,13R,Closed,Low,32,Gate assigned at terminal 3
11:55:00,UAE201,27L,Closed,High,55,Gate assigned at terminal 3
11:55:30,UAE201,18R,Open,Low,16,Gate assigned at terminal 3
11:56:00,UAE201,27L,Under Maintenance,Moderate,8,Gate assigned at terminal 3
11:56:30,UAE201,27L,Closed,Moderate,16,Gate assigned at terminal 3
11:57:00,UAE201,13R,Under Maintenance,High,39,Gate assigned at terminal 3
11:57:30,UAE201,27L,Under Maintenance,High,47,Gate assigned at terminal 3
11:58:00,UAE201,27R,Open,Low,7,Gate assigned at terminal 3
11:58:30,UAE201,13R,Under Maintenance,Low,20,Gate assigned at terminal 3
11:59:00,UAE201,09R,Open,Low,55,Gate assigned at terminal 3
11:59:30,UAE201,09L,Under Maintenance,High,32,Gate assigned at terminal 3
12:00:00,UAE201,18R,Under Maintenance,High,26,Gate assigned at terminal 3
12:00:30,UAE201,18R,Closed,Moderate,33,Gate assigned at terminal 3
12:01:00,UAE201,27L,Closed,High,1,Gate assigned at terminal 3
12:01:30,UAE201,13L,Open,Moderate,23,Gate assigned at terminal 3
12:02:00,UAE201,13R,Under Maintenance,High,15,Gate assigned at terminal 3
12:02:30,UAE201,27R,Open,Moderate,56,Gate assigned at terminal 3
12:03:00,UAE201,09L,Closed,High,22,Gate assigned at terminal 3
12:03:30,UAE201,27R,Under Maintenance,Low,32,Gate assigned at terminal 3
12:04:00,UAE201,18R,Under Maintenance,Moderate,57,Gate assigned at terminal 3
12:04:30,UAE201,27R,Under Maintenance,Low,13,Gate assigned at terminal 3
12:05:00,UAE201,09R,Closed,Low,10,Gate assigned at terminal 3
12:05:30,UAE201,09R,Closed,High,59,Gate assigned at terminal 3
12:06:00,UAE201,18L,Under Maintenance,Low,5,Gate assigned at terminal 3
12:06:30,UAE201,27R,Closed,Moderate,19,Gate assigned at terminal 3
12:07:00,UAE201,18L,Closed,Low,28,Gate assigned at terminal 3
12:07:30,UAE201,09L,Closed,Low,11,Gate assigned at terminal 3
12:08:00,UAE201,09R,Under Maintenance,High,6,Gate assigned at terminal 3
12:08:30,UAE201,18L,Closed,High,13,Gate assigned at terminal 3
12:09:00,UAE201,09L,Closed,Moderate,56,Gate assigned at terminal 3
12:09:30,UAE201,09R,Open,High,14,Gate assigned at terminal 3
12:10:00,UAE201,18R,Open,High,15,Gate assigned at terminal 3
12:10:30,UAE201,13L,Under Maintenance,Moderate,4,Gate assigned at terminal 3
12:11:00,UAE201,18R,Open,High,37,Gate assigned at terminal 3
12:11:30,UAE201,09L,Under Maintenance,Low,41,Gate assigned at terminal 3
12:12:00,UAE201,13R,Under Maintenance,Low,40,Gate assigned at terminal 3
12:12:30,UAE201,18L,Closed,Low,14,Gate assigned at terminal 3
12:13:00,UAE201,09L,Open,Low,2,Gate assigned at terminal 3
12:13:30,UAE201,09R,Closed,Low,22,Gate assigned at terminal 3
12:14:00,UAE201,27R,Closed,Moderate,60,Gate assigned at terminal 3
12:14:30,UAE201,09R,Open,Moderate,32,Gate assigned at terminal 3
12:15:00,UAE201,09L,Under Maintenance,High,37,Gate assigned at terminal 3
12:15:30,UAE201,27L,Open,High,13,Gate assigned at terminal 3
12:16:00,UAE201,27L,Open,High,23,Gate assigned at terminal 3
12:16:30,UAE201,09L,Open,Low,29,Gate assigned at terminal 3
12:17:00,UAE201,27L,Under Maintenance,High,47,Gate assigned at terminal 3
12:17:30,UAE201,09R,Under Maintenance,Moderate,59,Gate assigned at terminal 3
12:18:00,UAE201,18R,Open,Low,32,Gate assigned at terminal 3
12:18:30,UAE201,09L,Closed,Low,19,Gate assigned at terminal 3
12:19:00,UAE201,13L,Under Maintenance,Low,21,Gate assigned at terminal 3
12:19:30,UAE201,13R,Open,High,18,Gate assigned at terminal 3
12:20:00,UAE201,13L,Under Maintenance,Low,35,Gate assigned at terminal 3
12:20:30,UAE201,13L,Closed,Moderate,14,Gate assigned at terminal 3
12:21:00,UAE201,13R,Closed,High,10,Gate assigned at terminal 3
12:21:30,UAE201,09R,Under Maintenance,Moderate,5,Gate assigned at terminal 3
12:22:00,UAE201,27L,Open,Moderate,26,Gate assigned at terminal 3
12:22:30,UAE201,27R,Under Maintenance,Low,15,Gate assigned at terminal 3
12:23:00,UAE201,27L,Open,Low,20,Gate assigned at terminal 3
12:23:30,UAE201,27R,Closed,Moderate,38,Gate assigned at terminal 3
12:24:00,UAE201,09L,Closed,Moderate,25,Gate assigned at terminal 3
12:24:30,UAE201,09R,Closed,Moderate,31,Gate assigned at terminal 3
12:25:00,UAE201,09R,Closed,High,33,Gate assigned at terminal 3
12:25:30,UAE201,09L,Closed,High,15,Gate assigned at terminal 3
12:26:00,UAE201,13R,Under Maintenance,Low,49,Gate assigned at terminal 3
12:26:30,UAE201,27L,Open,Moderate,21,Gate assigned at terminal 3
12:27:00,UAE201,09L,Open,Low,37,Gate assigned at terminal 3
12:27:30,UAE201,18L,Closed,Low,5,Gate assigned at terminal 3
12:28:00,UAE201,27L,Closed,High,38,Gate assigned at terminal 3
12:28:30,UAE201,18R,Under Maintenance,Low,1,Gate assigned at terminal 3
12:29:00,UAE201,09R,Open,High,39,Gate assigned at terminal 3
12:29:30,UAE201,18R,Under Maintenance,Low,21,Gate assigned at terminal 3
12:30:00,UAE201,13R,Open,Moderate,35,Gate assigned at terminal 3
12:30:30,UAE201,09R,Under Maintenance,High,35,Gate assigned at terminal 3
12:31:00,UAE201,13R,Closed,Moderate,42,Gate assigned at terminal 3
12:31:30,UAE201,27R,Open,High,59,Gate assigned at terminal 3
12:32:00,UAE201,27L,Open,High,54,Gate assigned at terminal 3
12:32:30,UAE201,09R,Closed,Low,54,Gate assigned at terminal 3
12:33:00,UAE201,27L,Under Maintenance,Low,34,Gate assigned at terminal 3
12:33:30,UAE201,18R,Under Maintenance,Moderate,26,Gate assigned at terminal 3
12:34:00,UAE201,27L,Closed,High,9,Gate assigned at terminal 3
12:34:30,UAE201,18R,Closed,High,33,Gate assigned at terminal 3
12:35:00,UAE201,09R,Under Maintenance,Moderate,23,Gate assigned at terminal 3
12:35:30,UAE201,27R,Open,High,39,Gate assigned at terminal 3
12:36:00,UAE201,27R,Open,High,37,Gate assigned at terminal 3
12:36:30,UAE201,18L,Open,Moderate,42,Gate assigned at terminal 3
12:37:00,UAE201,27L,Open,High,18,Gate assigned at terminal 3
12:37:30,UAE201,09R,Under Maintenance,High,34,Gate assigned at terminal 3
12:38:00,UAE201,13L,Under Maintenance,Low,47,Gate assigned at terminal 3
12:38:30,UAE201,18L,Closed,Moderate,59,Gate assigned at terminal 3
12:39:00,UAE201,13L,Under Maintenance,Moderate,17,Gate assigned at terminal 3
12:39:30,UAE201,27R,Open,Moderate,14,Gate assigned at terminal 3
12:40:00,UAE201,18L,Under Maintenance,High,4,Gate assigned at terminal 3
12:40:30,UAE201,13L,Under Maintenance,Moderate,40,Gate assigned at terminal 3
12:41:00,UAE201,18R,Open,High,28,Gate assigned at terminal 3
12:41:30,UAE201,13L,Closed,Low,19,Gate assigned at terminal 3
12:42:00,UAE201,09L,Closed,High,41,Gate assigned at terminal 3
12:42:30,UAE201,13L,Under Maintenance,High,4,Gate assigned at terminal 3
12:43:00,UAE201,27L,Under Maintenance,High,39,Gate assigned at terminal 3
12:43:30,UAE201,09R,Open,Moderate,15,Gate assigned at terminal 3
12:44:00,UAE201,09R,Open,Low,42,Gate assigned at terminal 3
12:44:30,UAE201,18L,Closed,High,24,Gate assigned at terminal 3
12:45:00,UAE201,27L,Open,High,32,Gate assigned at terminal 3
12:45:30,UAE201,18L,Under Maintenance,Low,34,Gate assigned at terminal 3
12:46:00,UAE201,27R,Closed,High,16,Gate assigned at terminal 3
12:46:30,UAE201,13R,Open,High,33,Gate assigned at terminal 3
12:47:00,UAE201,13R,Under Maintenance,High,17,Gate assigned at terminal 3
12:47:30,UAE201,13L,Closed,High,24,Gate assigned at terminal 3
12:48:00,UAE201,09L,Closed,High,29,Gate assigned at terminal 3
12:48:30,UAE201,18L,Closed,Low,13,Gate assigned at terminal 3
12:49:00,UAE201,27L,Closed,High,26,Gate assigned at terminal 3
12:49:30,UAE201,27R,Open,Low,40,Gate assigned at terminal 3
12:50:00,UAE201,09R,Closed,Low,1,Gate assigned at terminal 3
12:50:30,UAE201,18R,Open,High,0,Gate assigned at terminal 3
12:51:00,UAE201,09R,Closed,Low,36,Gate assigned at terminal 3
12:51:30,UAE201,18R,Open,High,46,Gate assigned at terminal 3
12:52:00,UAE201,18R,Open,Moderate,9,Gate assigned at terminal 3
12:52:30,UAE201,13R,Closed,Low,35,Gate assigned at terminal 3
12:53:00,UAE201,13L,Under Maintenance,High,35,Gate assigned at terminal 3
12:53:30,UAE201,13L,Under Maintenance,Moderate,1,Gate assigned at terminal 3
12:54:00,UAE201,09L,Closed,Low,38,Gate assigned at terminal 3
12:54:30,UAE201,09L,Under Maintenance,Moderate,28,Gate assigned at terminal 3
12:55:00,UAE201,09L,Under Maintenance,Moderate,40,Gate assigned at terminal 3
12:55:30,UAE201,18L,Open,Low,39,Gate assigned at terminal 3
12:56:00,UAE201,13R,Under Maintenance,Low,59,Gate assigned at terminal 3
12:56:30,UAE201,18L,Under Maintenance,Low,16,Gate assigned at terminal 3
12:57:00,UAE201,27R,Under Maintenance,Moderate,46,Gate assigned at terminal 3
12:57:30,UAE201,13R,Under Maintenance,Low,7,Gate assigned at terminal 3
12:58:00,UAE201,18L,Under Maintenance,Moderate,53,Gate assigned at terminal 3
12:58:30,UAE201,13L,Closed,High,37,Gate assigned at terminal 3
12:59:00,UAE201,09L,Open,Moderate,29,Gate assigned at terminal 3
12:59:30,UAE201,09L,Closed,Low,18,Gate assigned at terminal 3
13:00:00,UAE201,09L,Closed,Low,22,Gate assigned at terminal 3
13:00:30,UAE201,27R,Open,High,47,Gate assigned at terminal 3
13:01:00,UAE201,13L,Closed,Moderate,6,Gate assigned at terminal 3
13:01:30,UAE201,13R,Under Maintenance,Low,54,Gate assigned at terminal 3
13:02:00,UAE201,09L,Open,Low,10,Gate assigned at terminal 3
13:02:30,UAE201,18R,Open,Low,14,Gate assigned at terminal 3
13:03:00,UAE201,18R,Open,Moderate,0,Gate assigned at terminal 3
13:03:30,UAE201,13R,Open,High,59,Gate assigned at terminal 3
13:04:00,UAE201,27R,Under Maintenance,Moderate,36,Gate assigned at terminal 3
13:04:30,UAE201,27R,Open,Low,21,Gate assigned at terminal 3
13:05:00,UAE201,27L,Closed,High,35,Gate assigned at terminal 3
13:05:30,UAE201,27L,Open,Moderate,20,Gate assigned at terminal 3
13:06:00,UAE201,09R,Under Maintenance,Moderate,23,Gate assigned at terminal 3
13:06:30,UAE201,18R,Closed,Low,57,Gate assigned at terminal 3
13:07:00,UAE201,09R,Open,Low,22,Gate assigned at terminal 3
13:07:30,UAE201,27R,Closed,Low,46,Gate assigned at terminal 3
13:08:00,UAE201,18L,Open,High,53,Gate assigned at terminal 3
13:08:30,UAE201,13L,Open,Moderate,23,Gate assigned at terminal 3
13:09:00,UAE201,27L,Under Maintenance,Moderate,51,Gate assigned at terminal 3
13:09:30,UAE201,18L,Open,Moderate,52,Gate assigned at terminal 3
13:10:00,UAE201,13L,Under Maintenance,Low,15,Gate assigned at terminal 3
13:10:30,UAE201,18L,Closed,Low,50,Gate assigned at terminal 3
13:11:00,UAE201,27R,Under Maintenance,Low,5,Gate assigned at terminal 3
13:11:30,UAE201,09R,Under Maintenance,High,37,Gate assigned at terminal 3
13:12:00,UAE201,27R,Closed,High,12,Gate assigned at terminal 3
13:12:30,UAE201,27R,Under Maintenance,Moderate,58,Gate assigned at terminal 3
13:13:00,UAE201,09L,Under Maintenance,High,28,Gate assigned at terminal 3
13:13:30,UAE201,18L,Under Maintenance,High,53,Gate assigned at terminal 3
13:14:00,UAE201,13L,Closed,High,4,Gate assigned at terminal 3
13:14:30,UAE201,13L,Open,Low,12,Gate assigned at terminal 3
13:15:00,UAE201,27R,Open,High,22,Gate assigned at terminal 3
13:15:30,UAE201,18L,Open,Low,43,Gate assigned at terminal 3
13:16:00,UAE201,09R,Under Maintenance,Low,56,Gate assigned at terminal 3
13:16:30,UAE201,09L,Closed,Moderate,29,Gate assigned at terminal 3
13:17:00,UAE201,13R,Open,Moderate,40,Gate assigned at terminal 3
13:17:30,UAE201,13L,Closed,High,52,Gate assigned at terminal 3
13:18:00,UAE201,27L,Under Maintenance,High,57,Gate assigned at terminal 3
13:18:30,UAE201,09L,Closed,Moderate,56,Gate assigned at terminal 3
13:19:00,UAE201,13R,Closed,Low,18,Gate assigned at terminal 3
13:19:30,UAE201,18L,Under Maintenance,High,7,Gate assigned at terminal 3
13:20:00,UAE201,09L,Closed,Low,58,Gate assigned at terminal 3
13:20:30,UAE201,27L,Under Maintenance,Low,49,Gate assigned at terminal 3
13:21:00,UAE201,27R,Open,High,51,Gate assigned at terminal 3
13:21:30,UAE201,13R,Closed,Moderate,17,Gate assigned at terminal 3
13:22:00,UAE201,09R,Under Maintenance,High,24,Gate assigned at terminal 3
13:22:30,UAE201,13L,Open,High,42,Gate assigned at terminal 3
13:23:00,UAE201,27R,Closed,Moderate,26,Gate assigned at terminal 3
13:23:30,UAE201,09R,Closed,Low,10,Gate assigned at terminal 3
13:24:00,UAE201,18R,Open,Low,44,Gate assigned at terminal 3
13:24:30,UAE201,27L,Under Maintenance,High,37,Gate assigned at terminal 3
13:25:00,UAE201,13L,Closed,High,55,Gate assigned at terminal 3
13:25:30,UAE201,09L,Open,High,19,Gate assigned at terminal 3
13:26:00,UAE201,13L,Open,High,0,Gate assigned at terminal 3
13:26:30,UAE201,09L,Open,Low,10,Gate assigned at terminal 3
13:27:00,UAE201,27R,Under Maintenance,Low,5,Gate assigned at terminal 3
13:27:30,UAE201,27R,Open,High,13,Gate assigned at terminal 3
13:28:00,UAE201,13L,Closed,Low,19,Gate assigned at terminal 3
13:28:30,UAE201,13L,Open,Moderate,24,Gate assigned at terminal 3
13:29:00,UAE201,27R,Under Maintenance,High,24,Gate assigned at terminal 3
13:29:30,UAE201,27L,Closed,Low,60,Gate assigned at terminal 3
13:30:00,UAE201,09R,Open,High,45,Gate assigned at terminal 3
13:30:30,UAE201,27L,Open,High,41,Gate assigned at terminal 3
13:31:00,UAE201,18R,Under Maintenance,Low,27,Gate assigned at terminal 3
13:31:30,UAE201,18R,Closed,Low,38,Gate assigned at terminal 3
13:32:00,UAE201,27R,Closed,Moderate,44,Gate assigned at terminal 3
13:32:30,UAE201,27L,Under Maintenance,High,47,Gate assigned at terminal 3
13:33:00,UAE201,13L,Open,Low,15,Gate assigned at terminal 3
13:33:30,UAE201,13R,Open,Moderate,20,Gate assigned at terminal 3
13:34:00,UAE201,09L,Closed,Low,51,Gate assigned at terminal 3
13:34:30,UAE201,27L,Open,Moderate,57,Gate assigned at terminal 3
13:35:00,UAE201,09L,Under Maintenance,Moderate,10,Gate assigned at terminal 3
13:35:30,UAE201,09R,Under Maintenance,Low,2,Gate assigned at terminal 3
13:36:00,UAE201,18L,Open,Low,18,Gate assigned at terminal 3
13:36:30,UAE201,27L,Closed,High,5,Gate assigned at terminal 3
13:37:00,UAE201,09L,Under Maintenance,Low,35,Gate assigned at terminal 3
13:37:30,UAE201,18R,Under Maintenance,Moderate,55,Gate assigned at terminal 3
13:38:00,UAE201,13L,Closed,Moderate,37,Gate assigned at terminal 3
13:38:30,UAE201,18R,Open,High,19,Gate assigned at terminal 3
13:39:00,UAE201,09R,Open,Low,11,Gate assigned at terminal 3
13:39:30,UAE201,18R,Closed,Low,52,Gate assigned at terminal 3
13:40:00,UAE201,18R,Closed,Moderate,30,Gate assigned at terminal 3
13:40:30,UAE201,09L,Closed,High,19,Gate assigned at terminal 3
13:41:00,UAE201,27R,Open,Low,57,Gate assigned at terminal 3
13:41:30,UAE201,18R,Open,Low,47,Gate assigned at terminal 3
13:42:00,UAE201,27L,Under Maintenance,Moderate,43,Gate assigned at terminal 3
13:42:30,UAE201,13L,Closed,High,46,Gate assigned at terminal 3
13:43:00,UAE201,09L,Closed,Moderate,16,Gate assigned at terminal 3
13:43:30,UAE201,13R,Open,High,16,Gate assigned at terminal 3
13:44:00,UAE201,18L,Under Maintenance,High,14,Gate assigned at terminal 3
13:44:30,UAE201,18R,Under Maintenance,High,21,Gate assigned at terminal 3
13:45:00,UAE201,13R,Under Maintenance,High,8,Gate assigned at terminal 3
13:45:30,UAE201,18L,Under Maintenance,Moderate,42,Gate assigned at terminal 3
13:46:00,UAE201,13L,Under Maintenance,Moderate,22,Gate assigned at terminal 3
13:46:30,UAE201,13L,Closed,High,42,Gate assigned at terminal 3
13:47:00,UAE201,27L,Closed,High,15,Gate assigned at terminal 3
13:47:30,UAE201,09R,Under Maintenance,Moderate,54,Gate assigned at terminal 3
13:48:00,UAE201,13R,Closed,Low,44,Gate assigned at terminal 3
13:48:30,UAE201,09R,Open,High,13,Gate assigned at terminal 3
13:49:00,UAE201,13R,Under Maintenance,Low,25,Gate assigned at terminal 3
13:49:30,UAE201,27L,Open,Moderate,13,Gate assigned at terminal 3
13:50:00,UAE201,27R,Closed,Moderate,30,Gate assigned at terminal 3
13:50:30,UAE201,13R,Under Maintenance,Moderate,0,Gate assigned at terminal 3
13:51:00,UAE201,09R,Closed,High,43,Gate assigned at terminal 3
13:51:30,UAE201,27L,Closed,High,46,Gate assigned at terminal 3
13:52:00,UAE201,27L,Under Maintenance,High,5,Gate assigned at terminal 3
13:52:30,UAE201,09R,Open,Moderate,60,Gate assigned at terminal 3
13:53:00,UAE201,27R,Under Maintenance,High,23,Gate assigned at terminal 3
13:53:30,UAE201,27L,Under Maintenance,Low,42,Gate assigned at terminal 3
13:54:00,UAE201,18R,Closed,High,3,Gate assigned at terminal 3
13:54:30,UAE201,18R,Open,High,52,Gate assigned at terminal 3
13:55:00,UAE201,09R,Open,Low,6,Gate assigned at terminal 3
13:55:30,UAE201,09L,Closed,High,33,Gate assigned at terminal 3
13:56:00,UAE201,27L,Under Maintenance,Moderate,14,Gate assigned at terminal 3
13:56:30,UAE201,09L,Under Maintenance,High,59,Gate assigned at terminal 3
13:57:00,UAE201,13R,Under Maintenance,High,22,Gate assigned at terminal 3
13:57:30,UAE201,09R,Under Maintenance,Moderate,16,Gate assigned at terminal 3
13:58:00,UAE201,09L,Under Maintenance,Moderate,47,Gate assigned at terminal 3
13:58:30,UAE201,09R,Closed,Low,2,Gate assigned at terminal 3
13:59:00,UAE201,09L,Closed,High,38,Gate assigned at terminal 3
13:59:30,UAE201,13L,Open,Low,24,Gate assigned at terminal 3
14:00:00,UAE201,27R,Closed,High,18,Gate assigned at terminal 3
14:00:30,UAE201,27L,Open,Moderate,12,Gate assigned at terminal 3
14:01:00,UAE201,27L,Under Maintenance,Moderate,28,Gate assigned at terminal 3
14:01:30,UAE201,18R,Open,High,26,Gate assigned at terminal 3
14:02:00,UAE201,09R,Open,Moderate,32,Gate assigned at terminal 3
14:02:30,UAE201,09L,Closed,Low,22,Gate assigned at terminal 3
14:03:00,UAE201,27L,Closed,Low,32,Gate assigned at terminal 3
14:03:30,UAE201,18R,Closed,High,48,Gate assigned at terminal 3
14:04:00,UAE201,18L,Under Maintenance,High,56,Gate assigned at terminal 3
14:04:30,UAE201,09R,Closed,Low,41,Gate assigned at terminal 3
14:05:00,UAE201,18L,Under Maintenance,Low,29,Gate assigned at terminal 3
14:05:30,UAE201,18R,Open,High,47,Gate assigned at terminal 3
14:06:00,UAE201,13R,Closed,Moderate,52,Gate assigned at terminal 3
14:06:30,UAE201,18L,Under Maintenance,Low,33,Gate assigned at terminal 3
14:07:00,UAE201,09L,Under Maintenance,Low,26,Gate assigned at terminal 3
14:07:30,UAE201,27R,Under Maintenance,Low,24,Gate assigned at terminal 3
14:08:00,UAE201,18R,Open,Moderate,13,Gate assigned at terminal 3
14:08:30,UAE201,09L,Open,Moderate,24,Gate assigned at terminal 3
14:09:00,UAE201,13L,Closed,Low,21,Gate assigned at terminal 3
14:09:30,UAE201,09R,Under Maintenance,High,21,Gate assigned at terminal 3
14:10:00,UAE201,09R,Open,High,24,Gate assigned at terminal 3
14:10:30,UAE201,13R,Open,Moderate,11,Gate assigned at terminal 3
14:11:00,UAE201,09R,Under Maintenance,High,55,Gate assigned at terminal 3
14:11:30,UAE201,13R,Open,High,38,Gate assigned at terminal 3
14:12:00,UAE201,27L,Open,Low,56,Gate assigned at terminal 3
14:12:30,UAE201,09R,Closed,Moderate,9,Gate assigned at terminal 3
14:13:00,UAE201,27R,Closed,Low,53,Gate assigned at terminal 3
14:13:30,UAE201,09R,Open,Low,50,Gate assigned at terminal 3
14:14:00,UAE201,18L,Closed,Moderate,3,Gate assigned at terminal 3
14:14:30,UAE201,27R,Closed,Moderate,4,Gate assigned at terminal 3
14:15:00,UAE201,18R,Under Maintenance,Moderate,18,Gate assigned at terminal 3
14:15:30,UAE201,13R,Closed,High,53,Gate assigned at terminal 3
14:16:00,UAE201,09R,Open,High,23,Gate assigned at terminal 3
14:16:30,UAE201,09L,Closed,High,16,Gate assigned at terminal 3
14:17:00,UAE201,18R,Under Maintenance,Low,0,Gate assigned at terminal 3
14:17:30,UAE201,18R,Closed,Low,22,Gate assigned at terminal 3
14:18:00,UAE201,13L,Closed,Low,46,Gate assigned at terminal 3
14:18:30,UAE201,09L,Under Maintenance,High,29,Gate assigned at terminal 3
14:19:00,UAE201,13R,Closed,Moderate,28,Gate assigned at terminal 3
14:19:30,UAE201,27L,Closed,High,9,Gate assigned at terminal 3
14:20:00,UAE201,18R,Under Maintenance,Moderate,41,Gate assigned at terminal 3
14:20:30,UAE201,09L,Open,Low,2,Gate assigned at terminal 3
14:21:00,UAE201,18L,Under Maintenance,Low,35,Gate assigned at terminal 3
14:21:30,UAE201,27R,Closed,High,5,Gate assigned at terminal 3
14:22:00,UAE201,18R,Under Maintenance,High,13,Gate assigned at terminal 3
14:22:30,UAE201,27R,Open,Moderate,15,Gate assigned at terminal 3
14:23:00,UAE201,18L,Under Maintenance,Moderate,29,Gate assigned at terminal 3
14:23:30,UAE201,09R,Under Maintenance,Moderate,60,Gate assigned at terminal 3
14:24:00,UAE201,27L,Closed,Low,41,Gate assigned at terminal 3
14:24:30,UAE201,18L,Under Maintenance,Low,4,Gate assigned at terminal 3
14:25:00,UAE201,13R,Open,Low,5,Gate assigned at terminal 3
14:25:30,UAE201,13L,Under Maintenance,Moderate,0,Gate assigned at terminal 3
14:26:00,UAE201,27R,Open,Moderate,23,Gate assigned at terminal 3
14:26:30,UAE201,13L,Closed,Moderate,44,Gate assigned at terminal 3
14:27:00,UAE201,18L,Closed,High,7,Gate assigned at terminal 3
14:27:30,UAE201,09L,Closed,Low,27,Gate assigned at terminal 3
14:28:00,UAE201,13R,Closed,High,49,Gate assigned at terminal 3
14:28:30,UAE201,27R,Under Maintenance,Moderate,14,Gate assigned at terminal 3
14:29:00,UAE201,13R,Under Maintenance,Low,58,Gate assigned at terminal 3
14:29:30,UAE201,27R,Open,Moderate,41,Gate assigned at terminal 3
14:30:00,UAE201,13L,Under Maintenance,Moderate,20,Gate assigned at terminal 3
14:30:30,UAE201,18L,Closed,Moderate,21,Gate assigned at terminal 3
14:31:00,UAE201,27R,Open,High,5,Gate assigned at terminal 3
14:31:30,UAE201,13R,Under Maintenance,Low,5,Gate assigned at terminal 3
14:32:00,UAE201,27R,Open,Moderate,26,Gate assigned at terminal 3
14:32:30,UAE201,27R,Open,Moderate,35,Gate assigned at terminal 3
14:33:00,UAE201,09R,Under Maintenance,Moderate,45,Gate assigned at terminal 3
14:33:30,UAE201,27R,Open,Moderate,27,Gate assigned at terminal 3
14:34:00,UAE201,27L,Under Maintenance,High,23,Gate assigned at terminal 3
14:34:30,UAE201,27R,Closed,Moderate,9,Gate assigned at terminal 3
14:35:00,UAE201,09L,Under Maintenance,Moderate,35,Gate assigned at terminal 3
14:35:30,UAE201,13R,Open,High,59,Gate assigned at terminal 3
14:36:00,UAE201,27L,Closed,Low,21,Gate assigned at terminal 3
14:36:30,UAE201,27R,Closed,High,20,Gate assigned at terminal 3
14:37:00,UAE201,27L,Under Maintenance,Low,23,Gate assigned at terminal 3
14:37:30,UAE201,18L,Closed,High,38,Gate assigned at terminal 3
14:38:00,UAE201,27R,Open,High,36,Gate assigned at terminal 3
14:38:30,UAE201,18R,Open,High,7,Gate assigned at terminal 3
14:39:00,UAE201,13R,Closed,High,36,Gate assigned at terminal 3
14:39:30,UAE201,13L,Closed,Moderate,6,Gate assigned at terminal 3
14:40:00,UAE201,27L,Under Maintenance,High,35,Gate assigned at terminal 3
14:40:30,UAE201,13L,Under Maintenance,Low,50,Gate assigned at terminal 3
14:41:00,UAE201,09R,Closed,Low,51,Gate assigned at terminal 3
14:41:30,UAE201,09R,Open,Low,39,Gate assigned at terminal 3
14:42:00,UAE201,09L,Open,Low,51,Gate assigned at terminal 3
14:42:30,UAE201,27R,Closed,High,4,Gate assigned at terminal 3
14:43:00,UAE201,13L,Open,Low,47,Gate assigned at terminal 3
14:43:30,UAE201,13R,Closed,High,52,Gate assigned at terminal 3
14:44:00,UAE201,13R,Open,Low,55,Gate assigned at terminal 3
14:44:30,UAE201,27L,Under Maintenance,High,28,Gate assigned at terminal 3
14:45:00,UAE201,13L,Open,Low,41,Gate assigned at terminal 3
14:45:30,UAE201,27L,Open,High,58,Gate assigned at terminal 3
14:46:00,UAE201,18R,Open,High,18,Gate assigned at terminal 3
14:46:30,UAE201,13L,Closed,Low,59,Gate assigned at terminal 3
14:47:00,UAE201,27L,Open,Moderate,3,Gate assigned at terminal 3
14:47:30,UAE201,18R,Open,Low,50,Gate assigned at terminal 3
14:48:00,UAE201,18L,Closed,Moderate,42,Gate assigned at terminal 3
14:48:30,UAE201,27L,Under Maintenance,Low,45,Gate assigned at terminal 3
14:49:00,UAE201,09L,Closed,Moderate,6,Gate assigned at terminal 3
14:49:30,UAE201,13R,Under Maintenance,Moderate,52,Gate assigned at terminal 3
14:50:00,UAE201,09L,Open,High,18,Gate assigned at terminal 3
14:50:30,UAE201,09R,Open,Moderate,7,Gate assigned at terminal 3
14:51:00,UAE201,27L,Open,High,52,Gate assigned at terminal 3
14:51:30,UAE201,09L,Closed,High,4,Gate assigned at terminal 3
14:52:00,UAE201,18R,Closed,Moderate,24,Gate assigned at terminal 3
14:52:30,UAE201,27L,Closed,Moderate,6,Gate assigned at terminal 3
14:53:00,UAE201,18L,Closed,High,44,Gate assigned at terminal 3
14:53:30,UAE201,27R,Closed,Low,22,Gate assigned at terminal 3
14:54:00,UAE201,13R,Open,Low,36,Gate assigned at terminal 3
14:54:30,UAE201,27R,Open,High,35,Gate assigned at terminal 3
14:55:00,UAE201,27R,Open,Low,18,Gate assigned at terminal 3
