Time,Call Sign,Communication Status,Signal Strength,Required Action
08:37:00,UAE201,Normal,No Signal,No action
08:37:30,UAE201,Failed,Strong,Switch to backup frequency
08:38:00,UAE201,Failed,Strong,Switch to backup frequency
08:38:30,UAE201,Intermittent,Strong,No action
08:39:00,UAE201,Normal,Weak,Switch to backup frequency
08:39:30,UAE201,Intermittent,Strong,Switch to backup frequency
08:40:00,UAE201,Normal,No Signal,Request ATC relay
08:40:30,UAE201,Normal,Strong,Switch to backup frequency
08:41:00,UAE201,Normal,No Signal,No action
08:41:30,UAE201,Intermittent,No Signal,Request ATC relay
08:42:00,UAE201,Normal,No Signal,No action
08:42:30,UAE201,Normal,Strong,Switch to backup frequency
08:43:00,UAE201,Normal,Strong,No action
08:43:30,UAE201,Intermittent,Weak,No action
08:44:00,UAE201,Normal,Strong,Switch to backup frequency
08:44:30,UAE201,Normal,Strong,Request ATC relay
08:45:00,UAE201,Normal,Weak,Switch to backup frequency
08:45:30,UAE201,Normal,No Signal,Request ATC relay
08:46:00,UAE201,Normal,Weak,No action
08:46:30,UAE201,Normal,Strong,Request ATC relay
08:47:00,UAE201,Normal,Weak,Request ATC relay
08:47:30,UAE201,Failed,Strong,No action
08:48:00,UAE201,Normal,Weak,No action
08:48:30,UAE201,Failed,Strong,No action
08:49:00,UAE201,Failed,No Signal,No action
08:49:30,UAE201,Normal,No Signal,No action
08:50:00,UAE201,Failed,Weak,No action
08:50:30,UAE201,Normal,Weak,No action
08:51:00,UAE201,Intermittent,Weak,Request ATC relay
08:51:30,UAE201,Intermittent,No Signal,Request ATC relay
08:52:00,UAE201,Normal,Strong,No action
08:52:30,UAE201,Normal,Weak,Request ATC relay
08:53:00,UAE201,Intermittent,No Signal,Request ATC relay
08:53:30,UAE201,Failed,Strong,Switch to backup frequency
08:54:00,UAE201,Normal,No Signal,No action
08:54:30,UAE201,Normal,Weak,Switch to backup frequency
08:55:00,UAE201,Failed,Weak,Switch to backup frequency
08:55:30,UAE201,Normal,Strong,Request ATC relay
08:56:00,UAE201,Intermittent,Strong,No action
08:56:30,UAE201,Intermittent,No Signal,Switch to backup frequency
08:57:00,UAE201,Normal,Strong,Request ATC relay
08:57:30,UAE201,Failed,No Signal,Switch to backup frequency
08:58:00,UAE201,Failed,No Signal,Switch to backup frequency
08:58:30,UAE201,Failed,Weak,No action
08:59:00,UAE201,Normal,Weak,No action
08:59:30,UAE201,Intermittent,Weak,Switch to backup frequency
09:00:00,UAE201,Normal,No Signal,Switch to backup frequency
09:00:30,UAE201,Intermittent,Strong,Switch to backup frequency
09:01:00,UAE201,Failed,No Signal,No action
09:01:30,UAE201,Failed,Strong,No action
09:02:00,UAE201,Normal,Weak,Switch to backup frequency
09:02:30,UAE201,Intermittent,Strong,No action
09:03:00,UAE201,Intermittent,No Signal,Request ATC relay
09:03:30,UAE201,Intermittent,No Signal,Switch to backup frequency
09:04:00,UAE201,Normal,No Signal,No action
09:04:30,UAE201,Normal,No Signal,No action
09:05:00,UAE201,Normal,Strong,No action
09:05:30,UAE201,Failed,Weak,Switch to backup frequency
09:06:00,UAE201,Failed,Strong,Switch to backup frequency
09:06:30,UAE201,Intermittent,Strong,No action
09:07:00,UAE201,Normal,Weak,Request ATC relay
09:07:30,UAE201,Normal,No Signal,Request ATC relay
09:08:00,UAE201,Normal,No Signal,Switch to backup frequency
09:08:30,UAE201,Normal,Weak,Switch to backup frequency
09:09:00,UAE201,Intermittent,Weak,Switch to backup frequency
09:09:30,UAE201,Normal,Strong,Switch to backup frequency
09:10:00,UAE201,Intermittent,No Signal,Request ATC relay
09:10:30,UAE201,Failed,Strong,Request ATC relay
09:11:00,UAE201,Intermittent,No Signal,Switch to backup frequency
09:11:30,UAE201,Failed,Strong,Request ATC relay
09:12:00,UAE201,Intermittent,Weak,Switch to backup frequency
09:12:30,UAE201,Failed,Weak,Request ATC relay
09:13:00,UAE201,Intermittent,No Signal,No action
09:13:30,UAE201,Normal,No Signal,Switch to backup frequency
09:14:00,UAE201,Failed,Weak,Request ATC relay
09:14:30,UAE201,Intermittent,No Signal,No action
09:15:00,UAE201,Normal,Strong,Request ATC relay
09:15:30,UAE201,Normal,No Signal,Switch to backup frequency
09:16:00,UAE201,Failed,No Signal,Request ATC relay
09:16:30,UAE201,Failed,Weak,No action
09:17:00,UAE201,Normal,No Signal,Request ATC relay
09:17:30,UAE201,Intermittent,Strong,Switch to backup frequency
09:18:00,UAE201,Intermittent,No Signal,Switch to backup frequency
09:18:30,UAE201,Failed,Strong,Switch to backup frequency
09:19:00,UAE201,Normal,Weak,No action
09:19:30,UAE201,Intermittent,No Signal,Request ATC relay
09:20:00,UAE201,Intermittent,Weak,No action
09:20:30,UAE201,Failed,No Signal,Switch to backup frequency
09:21:00,UAE201,Intermittent,Strong,No action
09:21:30,UAE201,Intermittent,Strong,Switch to backup frequency
09:22:00,UAE201,Normal,No Signal,No action
09:22:30,UAE201,Intermittent,No Signal,Request ATC relay
09:23:00,UAE201,Normal,Weak,Switch to backup frequency
09:23:30,UAE201,Normal,Strong,Request ATC relay
09:24:00,UAE201,Intermittent,Strong,Switch to backup frequency
09:24:30,UAE201,Normal,No Signal,No action
09:25:00,UAE201,Intermittent,Strong,Switch to backup frequency
09:25:30,UAE201,Failed,Weak,No action
09:26:00,UAE201,Normal,Weak,Switch to backup frequency
09:26:30,UAE201,Failed,Strong,No action
09:27:00,UAE201,Intermittent,Weak,Switch to backup frequency
09:27:30,UAE201,Normal,No Signal,No action
09:28:00,UAE201,Failed,Strong,No action
09:28:30,UAE201,Normal,Weak,No action
09:29:00,UAE201,Normal,Strong,Request ATC relay
09:29:30,UAE201,Normal,Strong,Request ATC relay
09:30:00,UAE201,Intermittent,Strong,No action
09:30:30,UAE201,Normal,Strong,No action
09:31:00,UAE201,Normal,No Signal,Switch to backup frequency
09:31:30,UAE201,Failed,Strong,Switch to backup frequency
09:32:00,UAE201,Intermittent,No Signal,Switch to backup frequency
09:32:30,UAE201,Normal,Strong,No action
09:33:00,UAE201,Normal,No Signal,Request ATC relay
09:33:30,UAE201,Intermittent,No Signal,Request ATC relay
09:34:00,UAE201,Normal,Weak,No action
09:34:30,UAE201,Normal,Weak,No action
09:35:00,UAE201,Failed,Strong,Request ATC relay
09:35:30,UAE201,Failed,No Signal,No action
09:36:00,UAE201,Normal,Strong,Request ATC relay
09:36:30,UAE201,Normal,No Signal,Switch to backup frequency
09:37:00,UAE201,Intermittent,Weak,Switch to backup frequency
09:37:30,UAE201,Intermittent,Strong,No action
09:38:00,UAE201,Normal,No Signal,Request ATC relay
09:38:30,UAE201,Failed,No Signal,Switch to backup frequency
09:39:00,UAE201,Failed,No Signal,Switch to backup frequency
09:39:30,UAE201,Normal,Strong,Request ATC relay
09:40:00,UAE201,Normal,Weak,Switch to backup frequency
09:40:30,UAE201,Normal,Strong,Switch to backup frequency
09:41:00,UAE201,Failed,Weak,No action
09:41:30,UAE201,Failed,Strong,Request ATC relay
09:42:00,UAE201,Normal,Weak,Switch to backup frequency
09:42:30,UAE201,Failed,Weak,Switch to backup frequency
09:43:00,UAE201,Failed,Weak,No action
09:43:30,UAE201,Failed,Weak,Request ATC relay
09:44:00,UAE201,Normal,Strong,Switch to backup frequency
09:44:30,UAE201,Intermittent,Weak,Request ATC relay
09:45:00,UAE201,Failed,No Signal,Switch to backup frequency
09:45:30,UAE201,Intermittent,Strong,No action
09:46:00,UAE201,Failed,Weak,No action
09:46:30,UAE201,Intermittent,No Signal,Request ATC relay
09:47:00,UAE201,Intermittent,Weak,Request ATC relay
09:47:30,UAE201,Intermittent,Weak,Request ATC relay
09:48:00,UAE201,Intermittent,Weak,Request ATC relay
09:48:30,UAE201,Failed,Strong,Request ATC relay
09:49:00,UAE201,Intermittent,Weak,Switch to backup frequency
09:49:30,UAE201,Normal,Strong,Request ATC relay
09:50:00,UAE201,Intermittent,No Signal,Switch to backup frequency
09:50:30,UAE201,Intermittent,Strong,No action
09:51:00,UAE201,Intermittent,Strong,Request ATC relay
09:51:30,UAE201,Intermittent,Strong,No action
09:52:00,UAE201,Normal,Weak,Request ATC relay
09:52:30,UAE201,Failed,Strong,No action
09:53:00,UAE201,Normal,Strong,Request ATC relay
09:53:30,UAE201,Failed,Weak,No action
09:54:00,UAE201,Failed,Strong,Switch to backup frequency
09:54:30,UAE201,Intermittent,Strong,No action
09:55:00,UAE201,Normal,Weak,Switch to backup frequency
09:55:30,UAE201,Intermittent,Strong,No action
09:56:00,UAE201,Normal,Strong,Request ATC relay
09:56:30,UAE201,Failed,Weak,No action
09:57:00,UAE201,Normal,Strong,Request ATC relay
09:57:30,UAE201,Failed,Strong,Switch to backup frequency
09:58:00,UAE201,Failed,No Signal,Switch to backup frequency
09:58:30,UAE201,Failed,Strong,Request ATC relay
09:59:00,UAE201,Normal,Strong,Request ATC relay
09:59:30,UAE201,Intermittent,Weak,Switch to backup frequency
10:00:00,UAE201,Failed,Weak,No action
10:00:30,UAE201,Intermittent,No Signal,No action
10:01:00,UAE201,Failed,Strong,Switch to backup frequency
10:01:30,UAE201,Failed,No Signal,Switch to backup frequency
10:02:00,UAE201,Failed,Strong,Switch to backup frequency
10:02:30,UAE201,Intermittent,No Signal,Request ATC relay
10:03:00,UAE201,Normal,No Signal,Switch to backup frequency
10:03:30,UAE201,Intermittent,Weak,Request ATC relay
10:04:00,UAE201,Failed,No Signal,No action
10:04:30,UAE201,Failed,Strong,No action
10:05:00,UAE201,Intermittent,Strong,Switch to backup frequency
10:05:30,UAE201,Normal,Strong,Switch to backup frequency
10:06:00,UAE201,Intermittent,Weak,No action
10:06:30,UAE201,Intermittent,Weak,No action
10:07:00,UAE201,Intermittent,Strong,No action
10:07:30,UAE201,Normal,No Signal,Request ATC relay
10:08:00,UAE201,Failed,No Signal,Switch to backup frequency
10:08:30,UAE201,Failed,Strong,Switch to backup frequency
10:09:00,UAE201,Failed,Strong,Request ATC relay
10:09:30,UAE201,Failed,Weak,No action
10:10:00,UAE201,Intermittent,Weak,Switch to backup frequency
10:10:30,UAE201,Intermittent,No Signal,Request ATC relay
10:11:00,UAE201,Normal,Weak,Request ATC relay
10:11:30,UAE201,Failed,Strong,No action
10:12:00,UAE201,Intermittent,Weak,Request ATC relay
10:12:30,UAE201,Intermittent,Weak,Request ATC relay
10:13:00,UAE201,Failed,Strong,No action
10:13:30,UAE201,Intermittent,No Signal,Switch to backup frequency
10:14:00,UAE201,Failed,Weak,Request ATC relay
10:14:30,UAE201,Normal,Weak,Switch to backup frequency
10:15:00,UAE201,Intermittent,Weak,No action
10:15:30,UAE201,Normal,Weak,Request ATC relay
10:16:00,UAE201,Normal,Weak,Request ATC relay
10:16:30,UAE201,Failed,Strong,Switch to backup frequency
10:17:00,UAE201,Intermittent,No Signal,No action
10:17:30,UAE201,Intermittent,Strong,No action
10:18:00,UAE201,Intermittent,No Signal,Request ATC relay
10:18:30,UAE201,Failed,Strong,No action
10:19:00,UAE201,Normal,Weak,No action
10:19:30,UAE201,Intermittent,No Signal,Request ATC relay
10:20:00,UAE201,Normal,Strong,Request ATC relay
10:20:30,UAE201,Failed,Weak,Request ATC relay
10:21:00,UAE201,Intermittent,No Signal,No action
10:21:30,UAE201,Normal,No Signal,Request ATC relay
10:22:00,UAE201,Normal,Strong,Request ATC relay
10:22:30,UAE201,Intermittent,Strong,Switch to backup frequency
10:23:00,UAE201,Intermittent,Weak,No action
10:23:30,UAE201,Normal,Weak,Request ATC relay
10:24:00,UAE201,Normal,Strong,Request ATC relay
10:24:30,UAE201,Failed,No Signal,Request ATC relay
10:25:00,UAE201,Normal,Weak,Request ATC relay
10:25:30,UAE201,Intermittent,Weak,Switch to backup frequency
10:26:00,UAE201,Normal,No Signal,Request ATC relay
10:26:30,UAE201,Failed,No Signal,No action
10:27:00,UAE201,Failed,Weak,No action
10:27:30,UAE201,Intermittent,No Signal,Switch to backup frequency
10:28:00,UAE201,Intermittent,Weak,Switch to backup frequency
10:28:30,UAE201,Normal,Weak,Request ATC relay
10:29:00,UAE201,Failed,Weak,Request ATC relay
10:29:30,UAE201,Normal,No Signal,No action
10:30:00,UAE201,Normal,Strong,No action
10:30:30,UAE201,Failed,Strong,No action
10:31:00,UAE201,Failed,No Signal,Request ATC relay
10:31:30,UAE201,Normal,Weak,Request ATC relay
10:32:00,UAE201,Failed,No Signal,Switch to backup frequency
10:32:30,UAE201,Intermittent,Weak,Switch to backup frequency
10:33:00,UAE201,Failed,No Signal,No action
10:33:30,UAE201,Normal,Weak,Switch to backup frequency
10:34:00,UAE201,Intermittent,Strong,Request ATC relay
10:34:30,UAE201,Intermittent,No Signal,Switch to backup frequency
10:35:00,UAE201,Normal,Strong,Switch to backup frequency
10:35:30,UAE201,Intermittent,Weak,No action
10:36:00,UAE201,Failed,No Signal,No action
10:36:30,UAE201,Failed,No Signal,Switch to backup frequency
10:37:00,UAE201,Failed,Weak,Request ATC relay
10:37:30,UAE201,Failed,No Signal,Switch to backup frequency
10:38:00,UAE201,Normal,No Signal,No action
10:38:30,UAE201,Intermittent,Strong,Request ATC relay
10:39:00,UAE201,Normal,No Signal,No action
10:39:30,UAE201,Normal,Weak,Request ATC relay
10:40:00,UAE201,Intermittent,Weak,No action
10:40:30,UAE201,Intermittent,No Signal,Switch to backup frequency
10:41:00,UAE201,Failed,Weak,Request ATC relay
10:41:30,UAE201,Normal,Weak,Request ATC relay
10:42:00,UAE201,Failed,Strong,Request ATC relay
10:42:30,UAE201,Failed,Weak,Switch to backup frequency
10:43:00,UAE201,Intermittent,Strong,Request ATC relay
10:43:30,UAE201,Intermittent,No Signal,Switch to backup frequency
10:44:00,UAE201,Intermittent,Strong,No action
10:44:30,UAE201,Intermittent,Weak,Request ATC relay
10:45:00,UAE201,Intermittent,Strong,Switch to backup frequency
10:45:30,UAE201,Normal,Strong,No action
10:46:00,UAE201,Failed,Weak,Switch to backup frequency
10:46:30,UAE201,Failed,No Signal,No action
10:47:00,UAE201,Intermittent,Strong,Switch to backup frequency
10:47:30,UAE201,Intermittent,No Signal,No action
10:48:00,UAE201,Intermittent,Weak,No action
10:48:30,UAE201,Intermittent,Strong,Request ATC relay
10:49:00,UAE201,Normal,Strong,Switch to backup frequency
10:49:30,UAE201,Intermittent,No Signal,Switch to backup frequency
10:50:00,UAE201,Normal,No Signal,Request ATC relay
10:50:30,UAE201,Normal,Strong,Switch to backup frequency
10:51:00,UAE201,Failed,No Signal,No action
10:51:30,UAE201,Normal,Weak,Switch to backup frequency
10:52:00,UAE201,Failed,No Signal,Switch to backup frequency
10:52:30,UAE201,Failed,No Signal,Switch to backup frequency
10:53:00,UAE201,Failed,Weak,No action
10:53:30,UAE201,Intermittent,Weak,No action
10:54:00,UAE201,Intermittent,Weak,No action
10:54:30,UAE201,Intermittent,No Signal,Request ATC relay
10:55:00,UAE201,Failed,Weak,Request ATC relay
10:55:30,UAE201,Failed,Strong,Request ATC relay
10:56:00,UAE201,Intermittent,No Signal,Switch to backup frequency
10:56:30,UAE201,Intermittent,Weak,Switch to backup frequency
10:57:00,UAE201,Intermittent,No Signal,Switch to backup frequency
10:57:30,UAE201,Intermittent,Strong,Request ATC relay
10:58:00,UAE201,Intermittent,No Signal,Switch to backup frequency
10:58:30,UAE201,Intermittent,Weak,Switch to backup frequency
10:59:00,UAE201,Normal,Weak,Switch to backup frequency
10:59:30,UAE201,Intermittent,No Signal,Switch to backup frequency
11:00:00,UAE201,Failed,Weak,Switch to backup frequency
11:00:30,UAE201,Failed,No Signal,Request ATC relay
11:01:00,UAE201,Normal,Strong,Switch to backup frequency
11:01:30,UAE201,Failed,No Signal,Request ATC relay
11:02:00,UAE201,Failed,Weak,No action
11:02:30,UAE201,Normal,Weak,Switch to backup frequency
11:03:00,UAE201,Failed,Strong,Switch to backup frequency
11:03:30,UAE201,Intermittent,No Signal,Switch to backup frequency
11:04:00,UAE201,Intermittent,Strong,No action
11:04:30,UAE201,Normal,No Signal,Switch to backup frequency
11:05:00,UAE201,Intermittent,No Signal,Switch to backup frequency
11:05:30,UAE201,Normal,No Signal,Request ATC relay
11:06:00,UAE201,Intermittent,No Signal,No action
11:06:30,UAE201,Normal,Strong,Switch to backup frequency
11:07:00,UAE201,Failed,Strong,Request ATC relay
11:07:30,UAE201,Normal,Strong,Request ATC relay
11:08:00,UAE201,Intermittent,Weak,No action
11:08:30,UAE201,Failed,No Signal,No action
11:09:00,UAE201,Intermittent,No Signal,No action
11:09:30,UAE201,Failed,Strong,No action
11:10:00,UAE201,Intermittent,No Signal,Request ATC relay
11:10:30,UAE201,Normal,Weak,No action
11:11:00,UAE201,Normal,Weak,Switch to backup frequency
11:11:30,UAE201,Normal,No Signal,Switch to backup frequency
11:12:00,UAE201,Normal,No Signal,Switch to backup frequency
11:12:30,UAE201,Normal,No Signal,No action
11:13:00,UAE201,Failed,Strong,Request ATC relay
11:13:30,UAE201,Failed,No Signal,Request ATC relay
11:14:00,UAE201,Normal,No Signal,Request ATC relay
11:14:30,UAE201,Failed,No Signal,Request ATC relay
11:15:00,UAE201,Intermittent,Strong,No action
11:15:30,UAE201,Normal,No Signal,Request ATC relay
11:16:00,UAE201,Intermittent,No Signal,Switch to backup frequency
11:16:30,UAE201,Intermittent,No Signal,Request ATC relay
11:17:00,UAE201,Intermittent,No Signal,No action
11:17:30,UAE201,Intermittent,Weak,Switch to backup frequency
11:18:00,UAE201,Failed,Weak,Request ATC relay
11:18:30,UAE201,Normal,Strong,Request ATC relay
11:19:00,UAE201,Intermittent,Weak,Switch to backup frequency
11:19:30,UAE201,Normal,No Signal,No action
11:20:00,UAE201,Normal,No Signal,No action
11:20:30,UAE201,Intermittent,No Signal,Request ATC relay
11:21:00,UAE201,Failed,Strong,Switch to backup frequency
11:21:30,UAE201,Intermittent,No Signal,Switch to backup frequency
11:22:00,UAE201,Failed,Strong,Request ATC relay
11:22:30,UAE201,Normal,Strong,Switch to backup frequency
11:23:00,UAE201,Failed,No Signal,Switch to backup frequency
11:23:30,UAE201,Failed,No Signal,Switch to backup frequency
11:24:00,UAE201,Failed,Weak,No action
11:24:30,UAE201,Normal,Weak,Switch to backup frequency
11:25:00,UAE201,Failed,Weak,Request ATC relay
11:25:30,UAE201,Failed,No Signal,Request ATC relay
11:26:00,UAE201,Failed,Weak,Request ATC relay
11:26:30,UAE201,Failed,Strong,No action
11:27:00,UAE201,Failed,Weak,Switch to backup frequency
11:27:30,UAE201,Failed,Strong,No action
11:28:00,UAE201,Failed,Weak,Switch to backup frequency
11:28:30,UAE201,Normal,No Signal,Switch to backup frequency
11:29:00,UAE201,Intermittent,Weak,Request ATC relay
11:29:30,UAE201,Failed,Weak,Switch to backup frequency
11:30:00,UAE201,Failed,Weak,No action
11:30:30,UAE201,Failed,Strong,Switch to backup frequency
11:31:00,UAE201,Normal,Weak,No action
11:31:30,UAE201,Failed,No Signal,Switch to backup frequency
11:32:00,UAE201,Failed,Weak,No action
11:32:30,UAE201,Intermittent,Strong,Switch to backup frequency
11:33:00,UAE201,Intermittent,No Signal,No action
11:33:30,UAE201,Normal,No Signal,Request ATC relay
11:34:00,UAE201,Intermittent,Weak,Request ATC relay
11:34:30,UAE201,Normal,Weak,No action
11:35:00,UAE201,Failed,No Signal,No action
11:35:30,UAE201,Normal,No Signal,No action
11:36:00,UAE201,Failed,Strong,Switch to backup frequency
11:36:30,UAE201,Intermittent,No Signal,Switch to backup frequency
11:37:00,UAE201,Intermittent,No Signal,Switch to backup frequency
11:37:30,UAE201,Intermittent,Weak,Request ATC relay
11:38:00,UAE201,Intermittent,Strong,No action
11:38:30,UAE201,Normal,Strong,No action
11:39:00,UAE201,Intermittent,Strong,Switch to backup frequency
11:39:30,UAE201,Normal,Strong,No action
11:40:00,UAE201,Normal,Strong,Switch to backup frequency
11:40:30,UAE201,Failed,Strong,Request ATC relay
11:41:00,UAE201,Intermittent,No Signal,Switch to backup frequency
11:41:30,UAE201,Normal,No Signal,Request ATC relay
11:42:00,UAE201,Intermittent,No Signal,Switch to backup frequency
11:42:30,UAE201,Normal,Strong,No action
11:43:00,UAE201,Failed,Weak,Switch to backup frequency
11:43:30,UAE201,Normal,Strong,Request ATC relay
11:44:00,UAE201,Normal,No Signal,No action
11:44:30,UAE201,Failed,No Signal,Switch to backup frequency
11:45:00,UAE201,Intermittent,No Signal,Switch to backup frequency
11:45:30,UAE201,Failed,Weak,Request ATC relay
11:46:00,UAE201,Intermittent,Weak,Request ATC relay
11:46:30,UAE201,Failed,Weak,Switch to backup frequency
11:47:00,UAE201,Failed,Weak,Switch to backup frequency
11:47:30,UAE201,Failed,No Signal,Switch to backup frequency
11:48:00,UAE201,Normal,Strong,Request ATC relay
11:48:30,UAE201,Failed,Weak,Request ATC relay
11:49:00,UAE201,Normal,Strong,No action
11:49:30,UAE201,Intermittent,Weak,Request ATC relay
11:50:00,UAE201,Intermittent,Strong,Request ATC relay
11:50:30,UAE201,Normal,Weak,No action
11:51:00,UAE201,Failed,Strong,No action
11:51:30,UAE201,Intermittent,Strong,Switch to backup frequency
11:52:00,UAE201,Intermittent,No Signal,Switch to backup frequency
11:52:30,UAE201,Failed,No Signal,Switch to backup frequency
11:53:00,UAE201,Intermittent,Weak,No action
11:53:30,UAE201,Intermittent,Weak,Switch to backup frequency
11:54:00,UAE201,Normal,Strong,Switch to backup frequency
11:54:30,UAE201,Failed,No Signal,No action
11:55:00,UAE201,Normal,No Signal,Switch to backup frequency
11:55:30,UAE201,Normal,Strong,Request ATC relay
11:56:00,UAE201,Intermittent,Strong,No action
11:56:30,UAE201,Intermittent,No Signal,Switch to backup frequency
11:57:00,UAE201,Intermittent,Strong,Request ATC relay
11:57:30,UAE201,Failed,No Signal,No action
11:58:00,UAE201,Normal,Strong,Switch to backup frequency
11:58:30,UAE201,Normal,Strong,Switch to backup frequency
11:59:00,UAE201,Failed,Strong,Request ATC relay
11:59:30,UAE201,Failed,Strong,Switch to backup frequency
12:00:00,UAE201,Normal,Weak,Request ATC relay
12:00:30,UAE201,Normal,No Signal,Switch to backup frequency
12:01:00,UAE201,Intermittent,Strong,No action
12:01:30,UAE201,Intermittent,Strong,No action
12:02:00,UAE201,Failed,Weak,No action
12:02:30,UAE201,Intermittent,No Signal,Switch to backup frequency
12:03:00,UAE201,Failed,Weak,No action
12:03:30,UAE201,Intermittent,Strong,Switch to backup frequency
12:04:00,UAE201,Normal,Strong,Switch to backup frequency
12:04:30,UAE201,Intermittent,Strong,Switch to backup frequency
12:05:00,UAE201,Intermittent,Strong,Request ATC relay
12:05:30,UAE201,Normal,Strong,Request ATC relay
12:06:00,UAE201,Normal,Strong,Request ATC relay
12:06:30,UAE201,Intermittent,No Signal,Request ATC relay
12:07:00,UAE201,Normal,No Signal,Request ATC relay
12:07:30,UAE201,Normal,Weak,Switch to backup frequency
12:08:00,UAE201,Failed,Weak,No action
12:08:30,UAE201,Intermittent,No Signal,Switch to backup frequency
12:09:00,UAE201,Intermittent,Weak,Request ATC relay
12:09:30,UAE201,Intermittent,Strong,Request ATC relay
12:10:00,UAE201,Failed,No Signal,Request ATC relay
12:10:30,UAE201,Normal,Strong,Switch to backup frequency
12:11:00,UAE201,Failed,Strong,Switch to backup frequency
12:11:30,UAE201,Intermittent,Weak,Switch to backup frequency
12:12:00,UAE201,Normal,Strong,Request ATC relay
12:12:30,UAE201,Normal,Weak,No action
12:13:00,UAE201,Normal,No Signal,No action
12:13:30,UAE201,Normal,Weak,No action
12:14:00,UAE201,Normal,Strong,No action
12:14:30,UAE201,Intermittent,Weak,No action
12:15:00,UAE201,Intermittent,Strong,No action
12:15:30,UAE201,Normal,Weak,Request ATC relay
12:16:00,UAE201,Failed,Strong,Switch to backup frequency
12:16:30,UAE201,Normal,Weak,Request ATC relay
12:17:00,UAE201,Intermittent,Strong,Request ATC relay
12:17:30,UAE201,Normal,No Signal,Request ATC relay
12:18:00,UAE201,Failed,No Signal,Request ATC relay
12:18:30,UAE201,Normal,No Signal,Switch to backup frequency
12:19:00,UAE201,Failed,No Signal,Request ATC relay
12:19:30,UAE201,Failed,No Signal,Request ATC relay
12:20:00,UAE201,Normal,Strong,Request ATC relay
12:20:30,UAE201,Intermittent,No Signal,No action
12:21:00,UAE201,Failed,Strong,No action
12:21:30,UAE201,Intermittent,Strong,Request ATC relay
12:22:00,UAE201,Normal,Strong,No action
12:22:30,UAE201,Failed,No Signal,Switch to backup frequency
12:23:00,UAE201,Normal,Strong,Request ATC relay
12:23:30,UAE201,Failed,Strong,No action
12:24:00,UAE201,Failed,No Signal,No action
12:24:30,UAE201,Normal,Weak,No action
12:25:00,UAE201,Intermittent,Weak,Switch to backup frequency
12:25:30,UAE201,Normal,Strong,Request ATC relay
12:26:00,UAE201,Failed,Weak,Request ATC relay
12:26:30,UAE201,Normal,No Signal,Request ATC relay
12:27:00,UAE201,Normal,Weak,Switch to backup frequency
12:27:30,UAE201,Failed,Weak,No action
12:28:00,UAE201,Normal,Weak,No action
12:28:30,UAE201,Failed,Strong,No action
12:29:00,UAE201,Intermittent,Weak,Switch to backup frequency
12:29:30,UAE201,Failed,Strong,Switch to backup frequency
12:30:00,UAE201,Normal,No Signal,Switch to backup frequency
12:30:30,UAE201,Normal,No Signal,Request ATC relay
12:31:00,UAE201,Intermittent,No Signal,Switch to backup frequency
12:31:30,UAE201,Intermittent,Weak,No action
12:32:00,UAE201,Failed,Weak,Request ATC relay
12:32:30,UAE201,Failed,Strong,No action
12:33:00,UAE201,Intermittent,Strong,No action
12:33:30,UAE201,Intermittent,No Signal,Request ATC relay
12:34:00,UAE201,Failed,Weak,Request ATC relay
12:34:30,UAE201,Intermittent,Weak,Request ATC relay
12:35:00,UAE201,Intermittent,Strong,Request ATC relay
12:35:30,UAE201,Failed,Weak,Request ATC relay
12:36:00,UAE201,Intermittent,Weak,No action
12:36:30,UAE201,Failed,Weak,No action
12:37:00,UAE201,Intermittent,No Signal,No action
12:37:30,UAE201,Intermittent,No Signal,Switch to backup frequency
12:38:00,UAE201,Intermittent,Weak,No action
12:38:30,UAE201,Failed,Strong,No action
12:39:00,UAE201,Failed,Weak,No action
12:39:30,UAE201,Intermittent,No Signal,Request ATC relay
12:40:00,UAE201,Intermittent,Strong,No action
12:40:30,UAE201,Failed,No Signal,Switch to backup frequency
12:41:00,UAE201,Intermittent,Weak,Request ATC relay
12:41:30,UAE201,Failed,No Signal,Switch to backup frequency
12:42:00,UAE201,Intermittent,Weak,Request ATC relay
12:42:30,UAE201,Intermittent,Strong,No action
12:43:00,UAE201,Failed,Weak,No action
12:43:30,UAE201,Intermittent,No Signal,Switch to backup frequency
12:44:00,UAE201,Intermittent,Weak,Request ATC relay
12:44:30,UAE201,Intermittent,Strong,No action
12:45:00,UAE201,Failed,No Signal,No action
12:45:30,UAE201,Intermittent,Strong,Request ATC relay
12:46:00,UAE201,Failed,No Signal,Request ATC relay
12:46:30,UAE201,Normal,Strong,Switch to backup frequency
12:47:00,UAE201,Intermittent,Strong,No action
12:47:30,UAE201,Failed,Strong,Request ATC relay
12:48:00,UAE201,Intermittent,Weak,Request ATC relay
12:48:30,UAE201,Failed,Strong,Request ATC relay
12:49:00,UAE201,Intermittent,Strong,Request ATC relay
12:49:30,UAE201,Intermittent,Strong,Request ATC relay
12:50:00,UAE201,Failed,Strong,No action
12:50:30,UAE201,Failed,Weak,Switch to backup frequency
12:51:00,UAE201,Normal,No Signal,Request ATC relay
12:51:30,UAE201,Normal,Weak,No action
12:52:00,UAE201,Normal,Strong,No action
12:52:30,UAE201,Intermittent,No Signal,Request ATC relay
12:53:00,UAE201,Intermittent,No Signal,No action
12:53:30,UAE201,Failed,No Signal,Request ATC relay
12:54:00,UAE201,Failed,Weak,Switch to backup frequency
