Time,Call Sign,Total Weight (kg),Cargo Type,Weight Distribution,Fuel Adjustment Needed
11:54:30,UAE201,104020,Hazardous,Imbalanced,No adjustment needed
11:55:00,UAE201,148711,Hazardous,Balanced,Fuel adjustment required
11:55:30,UAE201,70358,Hazardous,Balanced,No adjustment needed
11:56:00,UAE201,164931,Hazardous,Imbalanced,Fuel adjustment required
11:56:30,UAE201,243369,Hazardous,Imbalanced,No adjustment needed
11:57:00,UAE201,112354,Hazardous,Imbalanced,Fuel adjustment required
11:57:30,UAE201,144177,Normal,Balanced,No adjustment needed
11:58:00,UAE201,169091,Hazardous,Balanced,No adjustment needed
11:58:30,UAE201,76356,Normal,Imbalanced,No adjustment needed
11:59:00,UAE201,115087,Normal,Balanced,No adjustment needed
11:59:30,UAE201,56030,Hazardous,Balanced,Fuel adjustment required
12:00:00,UAE201,116912,Normal,Balanced,Fuel adjustment required
12:00:30,UAE201,90975,Normal,Imbalanced,Fuel adjustment required
12:01:00,UAE201,108782,Hazardous,Imbalanced,No adjustment needed
12:01:30,UAE201,147710,Hazardous,Imbalanced,No adjustment needed
12:02:00,UAE201,106363,Hazardous,Balanced,Fuel adjustment required
12:02:30,UAE201,158492,Normal,Balanced,No adjustment needed
12:03:00,UAE201,137255,Normal,Balanced,Fuel adjustment required
12:03:30,UAE201,57320,Hazardous,Balanced,No adjustment needed
12:04:00,UAE201,90984,Normal,Balanced,Fuel adjustment required
12:04:30,UAE201,152984,Normal,Imbalanced,No adjustment needed
12:05:00,UAE201,176849,Hazardous,Balanced,Fuel adjustment required
12:05:30,UAE201,101741,Normal,Imbalanced,No adjustment needed
12:06:00,UAE201,227776,Normal,Imbalanced,No adjustment needed
12:06:30,UAE201,63375,Normal,Imbalanced,Fuel adjustment required
12:07:00,UAE201,128773,Normal,Imbalanced,Fuel adjustment required
12:07:30,UAE201,200691,Hazardous,Balanced,No adjustment needed
12:08:00,UAE201,141127,Hazardous,Balanced,No adjustment needed
12:08:30,UAE201,95647,Hazardous,Balanced,Fuel adjustment required
12:09:00,UAE201,100363,Normal,Imbalanced,No adjustment needed
12:09:30,UAE201,83094,Hazardous,Imbalanced,No adjustment needed
12:10:00,UAE201,78979,Hazardous,Imbalanced,Fuel adjustment required
12:10:30,UAE201,190130,Normal,Imbalanced,Fuel adjustment required
12:11:00,UAE201,240255,Hazardous,Imbalanced,Fuel adjustment required
12:11:30,UAE201,131937,Normal,Imbalanced,Fuel adjustment required
12:12:00,UAE201,84645,Normal,Imbalanced,Fuel adjustment required
12:12:30,UAE201,88808,Normal,Imbalanced,No adjustment needed
12:13:00,UAE201,206209,Normal,Balanced,No adjustment needed
12:13:30,UAE201,133921,Normal,Balanced,Fuel adjustment required
12:14:00,UAE201,121567,Hazardous,Imbalanced,No adjustment needed
12:14:30,UAE201,173902,Hazardous,Imbalanced,No adjustment needed
12:15:00,UAE201,112748,Hazardous,Imbalanced,No adjustment needed
12:15:30,UAE201,151521,Normal,Balanced,Fuel adjustment required
12:16:00,UAE201,165472,Normal,Balanced,No adjustment needed
12:16:30,UAE201,183781,Normal,Imbalanced,No adjustment needed
12:17:00,UAE201,84622,Hazardous,Balanced,No adjustment needed
12:17:30,UAE201,62418,Hazardous,Imbalanced,No adjustment needed
12:18:00,UAE201,209297,Normal,Imbalanced,Fuel adjustment required
12:18:30,UAE201,129233,Normal,Imbalanced,No adjustment needed
12:19:00,UAE201,191290,Normal,Balanced,Fuel adjustment required
12:19:30,UAE201,132827,Hazardous,Imbalanced,Fuel adjustment required
12:20:00,UAE201,140336,Normal,Imbalanced,Fuel adjustment required
12:20:30,UAE201,175739,Normal,Balanced,Fuel adjustment required
12:21:00,UAE201,114305,Hazardous,Balanced,No adjustment needed
12:21:30,UAE201,127934,Normal,Balanced,No adjustment needed
12:22:00,UAE201,212228,Normal,Imbalanced,No adjustment needed
12:22:30,UAE201,207720,Normal,Imbalanced,Fuel adjustment required
12:23:00,UAE201,205420,Normal,Balanced,Fuel adjustment required
12:23:30,UAE201,122861,Normal,Balanced,Fuel adjustment required
12:24:00,UAE201,185389,Hazardous,Balanced,No adjustment needed
12:24:30,UAE201,65257,Normal,Balanced,Fuel adjustment required
12:25:00,UAE201,233189,Normal,Balanced,No adjustment needed
12:25:30,UAE201,81460,Normal,Balanced,Fuel adjustment required
12:26:00,UAE201,68675,Hazardous,Balanced,No adjustment needed
12:26:30,UAE201,69159,Hazardous,Balanced,No adjustment needed
12:27:00,UAE201,181837,Normal,Imbalanced,Fuel adjustment required
12:27:30,UAE201,246407,Normal,Balanced,Fuel adjustment required
12:28:00,UAE201,112954,Hazardous,Imbalanced,Fuel adjustment required
12:28:30,UAE201,67886,Normal,Imbalanced,No adjustment needed
12:29:00,UAE201,97936,Hazardous,Balanced,No adjustment needed
12:29:30,UAE201,171934,Hazardous,Imbalanced,No adjustment needed
12:30:00,UAE201,65438,Normal,Imbalanced,No adjustment needed
12:30:30,UAE201,246443,Normal,Balanced,No adjustment needed
12:31:00,UAE201,198138,Normal,Imbalanced,Fuel adjustment required
12:31:30,UAE201,98800,Normal,Balanced,No adjustment needed
12:32:00,UAE201,93278,Hazardous,Imbalanced,Fuel adjustment required
12:32:30,UAE201,116079,Hazardous,Balanced,No adjustment needed
12:33:00,UAE201,175848,Hazardous,Imbalanced,No adjustment needed
12:33:30,UAE201,176814,Normal,Imbalanced,Fuel adjustment required
12:34:00,UAE201,222014,Hazardous,Balanced,Fuel adjustment required
12:34:30,UAE201,163561,Hazardous,Balanced,Fuel adjustment required
12:35:00,UAE201,208630,Normal,Balanced,No adjustment needed
12:35:30,UAE201,72305,Hazardous,Balanced,No adjustment needed
12:36:00,UAE201,196475,Normal,Balanced,No adjustment needed
12:36:30,UAE201,196450,Hazardous,Balanced,Fuel adjustment required
12:37:00,UAE201,180879,Normal,Imbalanced,No adjustment needed
12:37:30,UAE201,217943,Hazardous,Imbalanced,No adjustment needed
12:38:00,UAE201,97038,Hazardous,Imbalanced,No adjustment needed
12:38:30,UAE201,88867,Normal,Imbalanced,Fuel adjustment required
12:39:00,UAE201,87152,Normal,Balanced,Fuel adjustment required
12:39:30,UAE201,84957,Normal,Balanced,No adjustment needed
12:40:00,UAE201,54732,Normal,Imbalanced,Fuel adjustment required
12:40:30,UAE201,164647,Normal,Imbalanced,Fuel adjustment required
12:41:00,UAE201,81948,Hazardous,Balanced,No adjustment needed
12:41:30,UAE201,153581,Normal,Imbalanced,No adjustment needed
12:42:00,UAE201,155061,Hazardous,Imbalanced,Fuel adjustment required
12:42:30,UAE201,155425,Hazardous,Balanced,No adjustment needed
12:43:00,UAE201,218170,Hazardous,Balanced,Fuel adjustment required
12:43:30,UAE201,68862,Normal,Balanced,No adjustment needed
12:44:00,UAE201,54041,Normal,Balanced,No adjustment needed
12:44:30,UAE201,131072,Hazardous,Balanced,Fuel adjustment required
12:45:00,UAE201,55277,Hazardous,Imbalanced,Fuel adjustment required
12:45:30,UAE201,233422,Normal,Balanced,No adjustment needed
12:46:00,UAE201,69377,Hazardous,Balanced,Fuel adjustment required
12:46:30,UAE201,222312,Hazardous,Balanced,No adjustment needed
12:47:00,UAE201,98540,Hazardous,Imbalanced,Fuel adjustment required
12:47:30,UAE201,117686,Hazardous,Imbalanced,Fuel adjustment required
12:48:00,UAE201,151357,Hazardous,Balanced,No adjustment needed
12:48:30,UAE201,180518,Normal,Imbalanced,No adjustment needed
12:49:00,UAE201,209704,Hazardous,Balanced,No adjustment needed
12:49:30,UAE201,197036,Hazardous,Balanced,No adjustment needed
12:50:00,UAE201,201932,Hazardous,Balanced,No adjustment needed
12:50:30,UAE201,99052,Normal,Imbalanced,No adjustment needed
12:51:00,UAE201,225416,Normal,Balanced,No adjustment needed
12:51:30,UAE201,233979,Normal,Imbalanced,Fuel adjustment required
12:52:00,UAE201,158550,Hazardous,Imbalanced,No adjustment needed
12:52:30,UAE201,51288,Normal,Imbalanced,Fuel adjustment required
12:53:00,UAE201,82180,Hazardous,Imbalanced,Fuel adjustment required
12:53:30,UAE201,224520,Normal,Imbalanced,Fuel adjustment required
12:54:00,UAE201,198425,Normal,Imbalanced,Fuel adjustment required
12:54:30,UAE201,143621,Hazardous,Balanced,No adjustment needed
12:55:00,UAE201,62908,Hazardous,Imbalanced,No adjustment needed
12:55:30,UAE201,203828,Hazardous,Imbalanced,No adjustment needed
12:56:00,UAE201,194942,Normal,Balanced,No adjustment needed
12:56:30,UAE201,123747,Hazardous,Imbalanced,Fuel adjustment required
12:57:00,UAE201,220740,Normal,Balanced,No adjustment needed
12:57:30,UAE201,118656,Hazardous,Balanced,Fuel adjustment required
12:58:00,UAE201,99484,Normal,Balanced,Fuel adjustment required
12:58:30,UAE201,177421,Normal,Imbalanced,No adjustment needed
12:59:00,UAE201,218946,Normal,Balanced,No adjustment needed
12:59:30,UAE201,161283,Normal,Balanced,No adjustment needed
13:00:00,UAE201,105874,Hazardous,Imbalanced,Fuel adjustment required
13:00:30,UAE201,80502,Hazardous,Imbalanced,No adjustment needed
13:01:00,UAE201,131979,Normal,Imbalanced,Fuel adjustment required
13:01:30,UAE201,235566,Hazardous,Imbalanced,No adjustment needed
13:02:00,UAE201,53509,Hazardous,Balanced,No adjustment needed
13:02:30,UAE201,236353,Hazardous,Balanced,Fuel adjustment required
13:03:00,UAE201,176530,Normal,Imbalanced,Fuel adjustment required
13:03:30,UAE201,71381,Normal,Imbalanced,No adjustment needed
13:04:00,UAE201,139604,Normal,Balanced,No adjustment needed
13:04:30,UAE201,155494,Normal,Imbalanced,No adjustment needed
13:05:00,UAE201,82745,Hazardous,Balanced,Fuel adjustment required
13:05:30,UAE201,175528,Hazardous,Imbalanced,No adjustment needed
13:06:00,UAE201,186406,Normal,Balanced,Fuel adjustment required
13:06:30,UAE201,110560,Hazardous,Balanced,Fuel adjustment required
13:07:00,UAE201,190533,Hazardous,Balanced,No adjustment needed
13:07:30,UAE201,215676,Hazardous,Imbalanced,No adjustment needed
13:08:00,UAE201,64945,Hazardous,Balanced,No adjustment needed
13:08:30,UAE201,207436,Hazardous,Imbalanced,No adjustment needed
13:09:00,UAE201,151556,Normal,Balanced,Fuel adjustment required
13:09:30,UAE201,216053,Normal,Imbalanced,No adjustment needed
13:10:00,UAE201,82105,Hazardous,Imbalanced,No adjustment needed
13:10:30,UAE201,100105,Normal,Imbalanced,No adjustment needed
13:11:00,UAE201,62355,Normal,Imbalanced,Fuel adjustment required
13:11:30,UAE201,111286,Hazardous,Balanced,No adjustment needed
13:12:00,UAE201,118916,Hazardous,Balanced,Fuel adjustment required
13:12:30,UAE201,56236,Normal,Balanced,Fuel adjustment required
13:13:00,UAE201,159707,Normal,Balanced,No adjustment needed
13:13:30,UAE201,172054,Hazardous,Imbalanced,No adjustment needed
13:14:00,UAE201,220201,Normal,Balanced,Fuel adjustment required
13:14:30,UAE201,234089,Hazardous,Imbalanced,Fuel adjustment required
13:15:00,UAE201,89533,Hazardous,Balanced,No adjustment needed
13:15:30,UAE201,123640,Normal,Imbalanced,Fuel adjustment required
13:16:00,UAE201,160678,Normal,Balanced,No adjustment needed
13:16:30,UAE201,110448,Hazardous,Imbalanced,Fuel adjustment required
13:17:00,UAE201,131928,Normal,Balanced,Fuel adjustment required
13:17:30,UAE201,179388,Hazardous,Imbalanced,No adjustment needed
13:18:00,UAE201,58836,Normal,Imbalanced,No adjustment needed
13:18:30,UAE201,138601,Hazardous,Balanced,No adjustment needed
13:19:00,UAE201,93518,Normal,Balanced,Fuel adjustment required
13:19:30,UAE201,61578,Normal,Imbalanced,Fuel adjustment required
13:20:00,UAE201,196305,Hazardous,Balanced,Fuel adjustment required
13:20:30,UAE201,62334,Normal,Imbalanced,No adjustment needed
13:21:00,UAE201,184410,Hazardous,Balanced,Fuel adjustment required
13:21:30,UAE201,218554,Normal,Imbalanced,No adjustment needed
13:22:00,UAE201,240817,Normal,Imbalanced,No adjustment needed
13:22:30,UAE201,57791,Normal,Balanced,Fuel adjustment required
13:23:00,UAE201,136795,Hazardous,Imbalanced,No adjustment needed
13:23:30,UAE201,101424,Hazardous,Imbalanced,Fuel adjustment required
13:24:00,UAE201,173182,Normal,Balanced,No adjustment needed
13:24:30,UAE201,86066,Hazardous,Imbalanced,No adjustment needed
13:25:00,UAE201,67854,Normal,Balanced,No adjustment needed
13:25:30,UAE201,217826,Hazardous,Imbalanced,No adjustment needed
13:26:00,UAE201,57855,Hazardous,Balanced,No adjustment needed
13:26:30,UAE201,95767,Hazardous,Imbalanced,No adjustment needed
13:27:00,UAE201,76338,Normal,Imbalanced,Fuel adjustment required
13:27:30,UAE201,218202,Normal,Balanced,No adjustment needed
13:28:00,UAE201,82254,Normal,Balanced,Fuel adjustment required
13:28:30,UAE201,207601,Hazardous,Balanced,No adjustment needed
13:29:00,UAE201,202452,Hazardous,Imbalanced,Fuel adjustment required
13:29:30,UAE201,110490,Normal,Imbalanced,No adjustment needed
13:30:00,UAE201,208340,Normal,Balanced,No adjustment needed
13:30:30,UAE201,159123,Hazardous,Balanced,Fuel adjustment required
13:31:00,UAE201,156439,Hazardous,Imbalanced,Fuel adjustment required
13:31:30,UAE201,165672,Normal,Imbalanced,No adjustment needed
13:32:00,UAE201,159994,Normal,Balanced,No adjustment needed
13:32:30,UAE201,168675,Normal,Balanced,No adjustment needed
13:33:00,UAE201,186111,Normal,Balanced,Fuel adjustment required
13:33:30,UAE201,123828,Hazardous,Balanced,Fuel adjustment required
13:34:00,UAE201,138967,Normal,Imbalanced,No adjustment needed
13:34:30,UAE201,188945,Normal,Imbalanced,No adjustment needed
13:35:00,UAE201,110026,Hazardous,Balanced,Fuel adjustment required
13:35:30,UAE201,135645,Hazardous,Imbalanced,No adjustment needed
13:36:00,UAE201,59798,Normal,Balanced,Fuel adjustment required
13:36:30,UAE201,132322,Normal,Imbalanced,Fuel adjustment required
13:37:00,UAE201,149545,Hazardous,Imbalanced,Fuel adjustment required
13:37:30,UAE201,83917,Hazardous,Imbalanced,No adjustment needed
13:38:00,UAE201,151124,Hazardous,Balanced,Fuel adjustment required
13:38:30,UAE201,101337,Normal,Balanced,Fuel adjustment required
13:39:00,UAE201,212808,Normal,Balanced,Fuel adjustment required
13:39:30,UAE201,87723,Normal,Imbalanced,No adjustment needed
13:40:00,UAE201,226671,Normal,Balanced,No adjustment needed
13:40:30,UAE201,128507,Normal,Balanced,No adjustment needed
13:41:00,UAE201,125338,Hazardous,Balanced,No adjustment needed
13:41:30,UAE201,242889,Hazardous,Imbalanced,No adjustment needed
13:42:00,UAE201,123797,Hazardous,Imbalanced,Fuel adjustment required
13:42:30,UAE201,223559,Hazardous,Balanced,Fuel adjustment required
13:43:00,UAE201,70097,Normal,Balanced,Fuel adjustment required
13:43:30,UAE201,247148,Normal,Imbalanced,No adjustment needed
13:44:00,UAE201,111229,Hazardous,Imbalanced,Fuel adjustment required
13:44:30,UAE201,214438,Normal,Imbalanced,Fuel adjustment required
13:45:00,UAE201,143429,Normal,Imbalanced,No adjustment needed
13:45:30,UAE201,54518,Normal,Imbalanced,Fuel adjustment required
13:46:00,UAE201,139112,Normal,Imbalanced,No adjustment needed
13:46:30,UAE201,160510,Normal,Imbalanced,Fuel adjustment required
13:47:00,UAE201,146559,Hazardous,Balanced,Fuel adjustment required
13:47:30,UAE201,230883,Hazardous,Balanced,No adjustment needed
13:48:00,UAE201,172796,Normal,Imbalanced,Fuel adjustment required
13:48:30,UAE201,59583,Hazardous,Imbalanced,Fuel adjustment required
13:49:00,UAE201,191349,Normal,Imbalanced,Fuel adjustment required
13:49:30,UAE201,88256,Hazardous,Balanced,Fuel adjustment required
13:50:00,UAE201,133869,Hazardous,Balanced,No adjustment needed
13:50:30,UAE201,178446,Hazardous,Imbalanced,No adjustment needed
13:51:00,UAE201,205511,Normal,Balanced,Fuel adjustment required
13:51:30,UAE201,195440,Normal,Imbalanced,No adjustment needed
13:52:00,UAE201,94129,Hazardous,Imbalanced,Fuel adjustment required
13:52:30,UAE201,239117,Normal,Balanced,No adjustment needed
13:53:00,UAE201,131804,Normal,Balanced,No adjustment needed
13:53:30,UAE201,97922,Normal,Balanced,Fuel adjustment required
13:54:00,UAE201,222782,Hazardous,Balanced,No adjustment needed
13:54:30,UAE201,167858,Normal,Imbalanced,Fuel adjustment required
13:55:00,UAE201,101028,Hazardous,Balanced,Fuel adjustment required
13:55:30,UAE201,98702,Hazardous,Imbalanced,Fuel adjustment required
13:56:00,UAE201,77154,Hazardous,Balanced,Fuel adjustment required
13:56:30,UAE201,151123,Hazardous,Imbalanced,No adjustment needed
13:57:00,UAE201,94613,Normal,Imbalanced,Fuel adjustment required
13:57:30,UAE201,207310,Hazardous,Imbalanced,No adjustment needed
13:58:00,UAE201,229844,Normal,Balanced,No adjustment needed
13:58:30,UAE201,243914,Normal,Balanced,Fuel adjustment required
13:59:00,UAE201,166080,Normal,Imbalanced,No adjustment needed
13:59:30,UAE201,182415,Hazardous,Balanced,No adjustment needed
14:00:00,UAE201,178123,Normal,Balanced,Fuel adjustment required
14:00:30,UAE201,227990,Normal,Imbalanced,No adjustment needed
14:01:00,UAE201,214950,Normal,Balanced,Fuel adjustment required
14:01:30,UAE201,190096,Hazardous,Imbalanced,No adjustment needed
14:02:00,UAE201,214041,Hazardous,Balanced,No adjustment needed
14:02:30,UAE201,221940,Hazardous,Balanced,Fuel adjustment required
14:03:00,UAE201,179560,Normal,Imbalanced,Fuel adjustment required
14:03:30,UAE201,166638,Hazardous,Balanced,No adjustment needed
14:04:00,UAE201,195738,Hazardous,Imbalanced,Fuel adjustment required
14:04:30,UAE201,145470,Normal,Imbalanced,No adjustment needed
14:05:00,UAE201,150672,Normal,Imbalanced,No adjustment needed
14:05:30,UAE201,82578,Normal,Balanced,No adjustment needed
14:06:00,UAE201,181439,Normal,Balanced,No adjustment needed
14:06:30,UAE201,113146,Normal,Balanced,Fuel adjustment required
14:07:00,UAE201,143164,Normal,Imbalanced,No adjustment needed
14:07:30,UAE201,198160,Hazardous,Imbalanced,No adjustment needed
14:08:00,UAE201,52124,Hazardous,Balanced,Fuel adjustment required
14:08:30,UAE201,61076,Normal,Balanced,No adjustment needed
14:09:00,UAE201,135497,Hazardous,Imbalanced,Fuel adjustment required
14:09:30,UAE201,216034,Normal,Balanced,Fuel adjustment required
14:10:00,UAE201,117700,Normal,Balanced,No adjustment needed
14:10:30,UAE201,144115,Hazardous,Imbalanced,Fuel adjustment required
14:11:00,UAE201,121896,Hazardous,Balanced,Fuel adjustment required
14:11:30,UAE201,198024,Normal,Imbalanced,No adjustment needed
14:12:00,UAE201,205561,Normal,Balanced,No adjustment needed
14:12:30,UAE201,184620,Hazardous,Balanced,Fuel adjustment required
14:13:00,UAE201,193795,Hazardous,Imbalanced,Fuel adjustment required
14:13:30,UAE201,58154,Hazardous,Balanced,No adjustment needed
14:14:00,UAE201,185461,Normal,Balanced,Fuel adjustment required
14:14:30,UAE201,69520,Hazardous,Balanced,No adjustment needed
14:15:00,UAE201,65544,Hazardous,Imbalanced,No adjustment needed
14:15:30,UAE201,68797,Normal,Balanced,No adjustment needed
14:16:00,UAE201,90118,Hazardous,Balanced,No adjustment needed
14:16:30,UAE201,73937,Normal,Balanced,Fuel adjustment required
14:17:00,UAE201,123937,Normal,Balanced,No adjustment needed
14:17:30,UAE201,249080,Hazardous,Balanced,Fuel adjustment required
14:18:00,UAE201,237542,Hazardous,Imbalanced,Fuel adjustment required
14:18:30,UAE201,233235,Hazardous,Imbalanced,Fuel adjustment required
14:19:00,UAE201,53809,Normal,Balanced,No adjustment needed
14:19:30,UAE201,92103,Hazardous,Balanced,No adjustment needed
14:20:00,UAE201,167646,Hazardous,Balanced,Fuel adjustment required
14:20:30,UAE201,57154,Hazardous,Imbalanced,No adjustment needed
14:21:00,UAE201,53375,Hazardous,Imbalanced,No adjustment needed
14:21:30,UAE201,193270,Normal,Balanced,Fuel adjustment required
14:22:00,UAE201,59072,Hazardous,Balanced,No adjustment needed
14:22:30,UAE201,91473,Normal,Balanced,No adjustment needed
14:23:00,UAE201,180103,Hazardous,Balanced,Fuel adjustment required
14:23:30,UAE201,226221,Hazardous,Imbalanced,No adjustment needed
14:24:00,UAE201,57594,Hazardous,Imbalanced,Fuel adjustment required
14:24:30,UAE201,90286,Normal,Imbalanced,No adjustment needed
14:25:00,UAE201,113374,Normal,Balanced,No adjustment needed
14:25:30,UAE201,91054,Normal,Balanced,Fuel adjustment required
14:26:00,UAE201,215105,Normal,Balanced,No adjustment needed
14:26:30,UAE201,69202,Hazardous,Balanced,Fuel adjustment required
14:27:00,UAE201,135244,Hazardous,Balanced,No adjustment needed
14:27:30,UAE201,165797,Normal,Imbalanced,No adjustment needed
14:28:00,UAE201,205858,Hazardous,Imbalanced,Fuel adjustment required
14:28:30,UAE201,222183,Hazardous,Balanced,Fuel adjustment required
14:29:00,UAE201,166286,Hazardous,Imbalanced,No adjustment needed
14:29:30,UAE201,208114,Hazardous,Balanced,No adjustment needed
14:30:00,UAE201,71769,Hazardous,Imbalanced,Fuel adjustment required
14:30:30,UAE201,148066,Normal,Balanced,Fuel adjustment required
14:31:00,UAE201,107245,Normal,Imbalanced,No adjustment needed
14:31:30,UAE201,199575,Hazardous,Balanced,Fuel adjustment required
14:32:00,UAE201,117119,Hazardous,Balanced,Fuel adjustment required
14:32:30,UAE201,232745,Hazardous,Imbalanced,No adjustment needed
14:33:00,UAE201,141754,Normal,Balanced,Fuel adjustment required
14:33:30,UAE201,74531,Hazardous,Balanced,Fuel adjustment required
14:34:00,UAE201,70860,Normal,Balanced,No adjustment needed
14:34:30,UAE201,125264,Normal,Imbalanced,Fuel adjustment required
14:35:00,UAE201,82894,Hazardous,Balanced,Fuel adjustment required
14:35:30,UAE201,227523,Hazardous,Balanced,No adjustment needed
14:36:00,UAE201,135634,Hazardous,Imbalanced,Fuel adjustment required
14:36:30,UAE201,240657,Normal,Balanced,Fuel adjustment required
14:37:00,UAE201,67759,Hazardous,Imbalanced,No adjustment needed
14:37:30,UAE201,98485,Hazardous,Balanced,Fuel adjustment required
14:38:00,UAE201,192762,Normal,Balanced,No adjustment needed
14:38:30,UAE201,159010,Normal,Imbalanced,Fuel adjustment required
14:39:00,UAE201,91194,Hazardous,Imbalanced,No adjustment needed
14:39:30,UAE201,242606,Hazardous,Imbalanced,No adjustment needed
14:40:00,UAE201,186523,Normal,Balanced,No adjustment needed
14:40:30,UAE201,53794,Hazardous,Imbalanced,Fuel adjustment required
14:41:00,UAE201,143757,Hazardous,Balanced,No adjustment needed
14:41:30,UAE201,100660,Hazardous,Imbalanced,Fuel adjustment required
14:42:00,UAE201,196783,Normal,Balanced,No adjustment needed
14:42:30,UAE201,154488,Hazardous,Imbalanced,Fuel adjustment required
14:43:00,UAE201,179309,Normal,Imbalanced,Fuel adjustment required
14:43:30,UAE201,87736,Normal,Imbalanced,No adjustment needed
14:44:00,UAE201,133439,Hazardous,Balanced,No adjustment needed
14:44:30,UAE201,80123,Normal,Imbalanced,No adjustment needed
14:45:00,UAE201,239604,Hazardous,Balanced,No adjustment needed
14:45:30,UAE201,100545,Normal,Balanced,No adjustment needed
14:46:00,UAE201,188499,Hazardous,Imbalanced,Fuel adjustment required
14:46:30,UAE201,204048,Hazardous,Balanced,No adjustment needed
14:47:00,UAE201,222251,Hazardous,Imbalanced,Fuel adjustment required
14:47:30,UAE201,176233,Hazardous,Balanced,Fuel adjustment required
14:48:00,UAE201,202477,Normal,Balanced,No adjustment needed
14:48:30,UAE201,108854,Normal,Balanced,No adjustment needed
14:49:00,UAE201,245706,Normal,Balanced,Fuel adjustment required
14:49:30,UAE201,115938,Normal,Imbalanced,No adjustment needed
14:50:00,UAE201,209846,Normal,Imbalanced,No adjustment needed
14:50:30,UAE201,181580,Hazardous,Imbalanced,Fuel adjustment required
14:51:00,UAE201,239869,Normal,Imbalanced,Fuel adjustment required
14:51:30,UAE201,197471,Normal,Balanced,Fuel adjustment required
14:52:00,UAE201,150474,Normal,Imbalanced,Fuel adjustment required
14:52:30,UAE201,166200,Normal,Imbalanced,Fuel adjustment required
14:53:00,UAE201,177452,Normal,Balanced,No adjustment needed
14:53:30,UAE201,89078,Hazardous,Imbalanced,Fuel adjustment required
14:54:00,UAE201,55746,Normal,Balanced,Fuel adjustment required
14:54:30,UAE201,65746,Hazardous,Balanced,No adjustment needed
14:55:00,UAE201,182965,Hazardous,Imbalanced,No adjustment needed
14:55:30,UAE201,159876,Normal,Balanced,Fuel adjustment required
14:56:00,UAE201,227812,Hazardous,Balanced,No adjustment needed
14:56:30,UAE201,111183,Hazardous,Imbalanced,Fuel adjustment required
14:57:00,UAE201,110328,Normal,Balanced,Fuel adjustment required
14:57:30,UAE201,211507,Hazardous,Imbalanced,No adjustment needed
14:58:00,UAE201,188361,Normal,Imbalanced,No adjustment needed
14:58:30,UAE201,231440,Hazardous,Imbalanced,Fuel adjustment required
14:59:00,UAE201,93442,Normal,Imbalanced,No adjustment needed
14:59:30,UAE201,122114,Normal,Imbalanced,No adjustment needed
15:00:00,UAE201,109733,Normal,Imbalanced,No adjustment needed
15:00:30,UAE201,117173,Normal,Imbalanced,No adjustment needed
15:01:00,UAE201,112913,Hazardous,Imbalanced,Fuel adjustment required
15:01:30,UAE201,177283,Normal,Imbalanced,Fuel adjustment required
15:02:00,UAE201,225719,Hazardous,Imbalanced,Fuel adjustment required
15:02:30,UAE201,162104,Normal,Balanced,Fuel adjustment required
15:03:00,UAE201,60199,Hazardous,Balanced,Fuel adjustment required
15:03:30,UAE201,87800,Normal,Balanced,No adjustment needed
15:04:00,UAE201,207069,Hazardous,Imbalanced,Fuel adjustment required
15:04:30,UAE201,173685,Hazardous,Balanced,Fuel adjustment required
15:05:00,UAE201,93328,Hazardous,Balanced,Fuel adjustment required
15:05:30,UAE201,71370,Normal,Imbalanced,No adjustment needed
15:06:00,UAE201,116737,Normal,Balanced,Fuel adjustment required
15:06:30,UAE201,84657,Hazardous,Balanced,Fuel adjustment required
15:07:00,UAE201,158005,Hazardous,Imbalanced,Fuel adjustment required
15:07:30,UAE201,178075,Hazardous,Balanced,No adjustment needed
15:08:00,UAE201,117769,Hazardous,Imbalanced,Fuel adjustment required
15:08:30,UAE201,128460,Hazardous,Balanced,No adjustment needed
15:09:00,UAE201,53548,Normal,Imbalanced,Fuel adjustment required
15:09:30,UAE201,191527,Normal,Imbalanced,Fuel adjustment required
15:10:00,UAE201,170145,Normal,Balanced,Fuel adjustment required
15:10:30,UAE201,237709,Normal,Imbalanced,Fuel adjustment required
15:11:00,UAE201,114334,Hazardous,Balanced,No adjustment needed
15:11:30,UAE201,207342,Normal,Balanced,No adjustment needed
15:12:00,UAE201,83965,Normal,Balanced,No adjustment needed
15:12:30,UAE201,56288,Normal,Balanced,No adjustment needed
15:13:00,UAE201,201804,Hazardous,Imbalanced,No adjustment needed
15:13:30,UAE201,134514,Normal,Imbalanced,No adjustment needed
15:14:00,UAE201,229849,Hazardous,Balanced,No adjustment needed
15:14:30,UAE201,170982,Hazardous,Balanced,Fuel adjustment required
15:15:00,UAE201,107416,Normal,Balanced,Fuel adjustment required
15:15:30,UAE201,222169,Hazardous,Balanced,Fuel adjustment required
15:16:00,UAE201,200139,Normal,Imbalanced,No adjustment needed
15:16:30,UAE201,108071,Hazardous,Imbalanced,Fuel adjustment required
15:17:00,UAE201,178144,Normal,Imbalanced,Fuel adjustment required
15:17:30,UAE201,224237,Hazardous,Balanced,No adjustment needed
15:18:00,UAE201,233257,Normal,Balanced,No adjustment needed
15:18:30,UAE201,204965,Normal,Imbalanced,No adjustment needed
15:19:00,UAE201,92555,Normal,Imbalanced,No adjustment needed
15:19:30,UAE201,227959,Hazardous,Balanced,Fuel adjustment required
