Time,Call Sign,Crew Status,Passenger Status,Actions Taken
06:57:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
06:58:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:58:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
06:59:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
06:59:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
07:00:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
07:00:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
07:01:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
07:01:30,UAE201,Fatigued,Medical Emergency,None
07:02:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
07:02:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
07:03:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
07:03:30,UAE201,Exceeded Duty Limits,Normal,None
07:04:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:04:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
07:05:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
07:05:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
07:06:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
07:06:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
07:07:00,UAE201,Normal,Normal,None
07:07:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
07:08:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:08:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:09:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
07:09:30,UAE201,Exceeded Duty Limits,Normal,None
07:10:00,UAE201,Exceeded Duty Limits,Normal,None
07:10:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
07:11:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
07:11:30,UAE201,Fatigued,Unruly Passenger,None
07:12:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
07:12:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
07:13:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
07:13:30,UAE201,Normal,Normal,None
07:14:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
07:14:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
07:15:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
07:15:30,UAE201,Normal,Unruly Passenger,None
07:16:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
07:16:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
07:17:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
07:17:30,UAE201,Normal,Normal,None
07:18:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
07:18:30,UAE201,Normal,Normal,None
07:19:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:19:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
07:20:00,UAE201,Normal,Unruly Passenger,None
07:20:30,UAE201,Exceeded Duty Limits,Normal,None
07:21:00,UAE201,Normal,Unruly Passenger,None
07:21:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
07:22:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
07:22:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
07:23:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
07:23:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
07:24:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
07:24:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
07:25:00,UAE201,Normal,Medical Emergency,None
07:25:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
07:26:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:26:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
07:27:00,UAE201,Normal,Unruly Passenger,None
07:27:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
07:28:00,UAE201,Normal,Medical Emergency,None
07:28:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
07:29:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
07:29:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
07:30:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
07:30:30,UAE201,Normal,Medical Emergency,None
07:31:00,UAE201,Normal,Normal,Crew Rotation Initiated
07:31:30,UAE201,Exceeded Duty Limits,Normal,None
07:32:00,UAE201,Normal,Medical Emergency,None
07:32:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
07:33:00,UAE201,Fatigued,Normal,None
07:33:30,UAE201,Normal,Medical Emergency,None
07:34:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
07:34:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
07:35:00,UAE201,Normal,Normal,Crew Rotation Initiated
07:35:30,UAE201,Normal,Unruly Passenger,None
07:36:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
07:36:30,UAE201,Fatigued,Normal,None
07:37:00,UAE201,Normal,Unruly Passenger,None
07:37:30,UAE201,Fatigued,Normal,Emergency Landing Requested
07:38:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
07:38:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
07:39:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
07:39:30,UAE201,Normal,Normal,Emergency Landing Requested
07:40:00,UAE201,Fatigued,Normal,None
07:40:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:41:00,UAE201,Normal,Normal,None
07:41:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
07:42:00,UAE201,Normal,Normal,None
07:42:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
07:43:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
07:43:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
07:44:00,UAE201,Fatigued,Unruly Passenger,None
07:44:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:45:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
07:45:30,UAE201,Fatigued,Medical Emergency,None
07:46:00,UAE201,Fatigued,Unruly Passenger,None
07:46:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
07:47:00,UAE201,Normal,Unruly Passenger,None
07:47:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
07:48:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
07:48:30,UAE201,Normal,Medical Emergency,None
07:49:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
07:49:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
07:50:00,UAE201,Normal,Normal,Emergency Landing Requested
07:50:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
07:51:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
07:51:30,UAE201,Normal,Unruly Passenger,None
07:52:00,UAE201,Fatigued,Medical Emergency,None
07:52:30,UAE201,Normal,Medical Emergency,None
07:53:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
07:53:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
07:54:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
07:54:30,UAE201,Fatigued,Unruly Passenger,None
07:55:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
07:55:30,UAE201,Fatigued,Normal,Emergency Landing Requested
07:56:00,UAE201,Fatigued,Medical Emergency,None
07:56:30,UAE201,Normal,Normal,None
07:57:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
07:57:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
07:58:00,UAE201,Normal,Medical Emergency,None
07:58:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
07:59:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
07:59:30,UAE201,Fatigued,Unruly Passenger,None
08:00:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
08:00:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
08:01:00,UAE201,Normal,Normal,Emergency Landing Requested
08:01:30,UAE201,Normal,Unruly Passenger,None
08:02:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
08:02:30,UAE201,Exceeded Duty Limits,Normal,None
08:03:00,UAE201,Fatigued,Normal,Emergency Landing Requested
08:03:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
08:04:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
08:04:30,UAE201,Fatigued,Normal,Emergency Landing Requested
08:05:00,UAE201,Exceeded Duty Limits,Normal,None
08:05:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
08:06:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
08:06:30,UAE201,Normal,Normal,Crew Rotation Initiated
08:07:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
08:07:30,UAE201,Fatigued,Medical Emergency,None
08:08:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
08:08:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
08:09:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
08:09:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
08:10:00,UAE201,Fatigued,Unruly Passenger,None
08:10:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
08:11:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
08:11:30,UAE201,Normal,Normal,None
08:12:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
08:12:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
08:13:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
08:13:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
08:14:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
08:14:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
08:15:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
08:15:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
08:16:00,UAE201,Exceeded Duty Limits,Normal,None
08:16:30,UAE201,Fatigued,Normal,Emergency Landing Requested
08:17:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
08:17:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
08:18:00,UAE201,Normal,Unruly Passenger,None
08:18:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
08:19:00,UAE201,Fatigued,Normal,None
08:19:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
08:20:00,UAE201,Exceeded Duty Limits,Normal,None
08:20:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
08:21:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
08:21:30,UAE201,Fatigued,Unruly Passenger,None
08:22:00,UAE201,Fatigued,Medical Emergency,None
08:22:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
08:23:00,UAE201,Fatigued,Medical Emergency,None
08:23:30,UAE201,Normal,Unruly Passenger,None
08:24:00,UAE201,Normal,Unruly Passenger,None
08:24:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
08:25:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
08:25:30,UAE201,Fatigued,Medical Emergency,None
08:26:00,UAE201,Normal,Normal,Crew Rotation Initiated
08:26:30,UAE201,Fatigued,Unruly Passenger,None
08:27:00,UAE201,Normal,Unruly Passenger,None
08:27:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
08:28:00,UAE201,Fatigued,Normal,Emergency Landing Requested
08:28:30,UAE201,Fatigued,Normal,Emergency Landing Requested
08:29:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
08:29:30,UAE201,Exceeded Duty Limits,Normal,None
08:30:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
08:30:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
08:31:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
08:31:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
08:32:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
08:32:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
08:33:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
08:33:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
08:34:00,UAE201,Normal,Unruly Passenger,None
08:34:30,UAE201,Normal,Normal,None
08:35:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
08:35:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
08:36:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
08:36:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
08:37:00,UAE201,Normal,Normal,Emergency Landing Requested
08:37:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
08:38:00,UAE201,Fatigued,Normal,None
08:38:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
08:39:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
08:39:30,UAE201,Fatigued,Medical Emergency,None
08:40:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
08:40:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
08:41:00,UAE201,Normal,Unruly Passenger,None
08:41:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
08:42:00,UAE201,Normal,Normal,Crew Rotation Initiated
08:42:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
08:43:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
08:43:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
08:44:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
08:44:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
08:45:00,UAE201,Fatigued,Normal,None
08:45:30,UAE201,Fatigued,Normal,None
08:46:00,UAE201,Normal,Normal,None
08:46:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
08:47:00,UAE201,Normal,Normal,Crew Rotation Initiated
08:47:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
08:48:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
08:48:30,UAE201,Fatigued,Normal,None
08:49:00,UAE201,Normal,Medical Emergency,None
08:49:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
08:50:00,UAE201,Normal,Normal,Emergency Landing Requested
08:50:30,UAE201,Exceeded Duty Limits,Normal,None
08:51:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
08:51:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
08:52:00,UAE201,Fatigued,Medical Emergency,None
08:52:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
08:53:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
08:53:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
08:54:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
08:54:30,UAE201,Fatigued,Unruly Passenger,None
08:55:00,UAE201,Fatigued,Unruly Passenger,None
08:55:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
08:56:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
08:56:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
08:57:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
08:57:30,UAE201,Fatigued,Normal,Emergency Landing Requested
08:58:00,UAE201,Normal,Normal,Emergency Landing Requested
08:58:30,UAE201,Fatigued,Unruly Passenger,None
08:59:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
08:59:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
09:00:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
09:00:30,UAE201,Fatigued,Unruly Passenger,None
09:01:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
09:01:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
09:02:00,UAE201,Fatigued,Unruly Passenger,None
09:02:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
09:03:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
09:03:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
09:04:00,UAE201,Fatigued,Normal,Emergency Landing Requested
09:04:30,UAE201,Fatigued,Normal,Emergency Landing Requested
09:05:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
09:05:30,UAE201,Exceeded Duty Limits,Normal,None
09:06:00,UAE201,Fatigued,Normal,Emergency Landing Requested
09:06:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
09:07:00,UAE201,Fatigued,Unruly Passenger,None
09:07:30,UAE201,Fatigued,Unruly Passenger,None
09:08:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
09:08:30,UAE201,Exceeded Duty Limits,Normal,None
09:09:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
09:09:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
09:10:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
09:10:30,UAE201,Fatigued,Unruly Passenger,None
09:11:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
09:11:30,UAE201,Normal,Unruly Passenger,None
09:12:00,UAE201,Normal,Normal,Emergency Landing Requested
09:12:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
09:13:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
09:13:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
09:14:00,UAE201,Normal,Normal,None
09:14:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
09:15:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
09:15:30,UAE201,Normal,Unruly Passenger,None
09:16:00,UAE201,Normal,Unruly Passenger,None
09:16:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
09:17:00,UAE201,Normal,Normal,Emergency Landing Requested
09:17:30,UAE201,Fatigued,Medical Emergency,None
09:18:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
09:18:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
09:19:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
09:19:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
09:20:00,UAE201,Fatigued,Normal,Emergency Landing Requested
09:20:30,UAE201,Normal,Normal,Crew Rotation Initiated
09:21:00,UAE201,Fatigued,Medical Emergency,None
09:21:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
09:22:00,UAE201,Normal,Medical Emergency,None
09:22:30,UAE201,Normal,Medical Emergency,None
09:23:00,UAE201,Fatigued,Unruly Passenger,None
09:23:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
09:24:00,UAE201,Normal,Normal,None
09:24:30,UAE201,Normal,Medical Emergency,None
09:25:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
09:25:30,UAE201,Fatigued,Unruly Passenger,None
09:26:00,UAE201,Fatigued,Unruly Passenger,None
09:26:30,UAE201,Fatigued,Medical Emergency,None
09:27:00,UAE201,Normal,Medical Emergency,None
09:27:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
09:28:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
09:28:30,UAE201,Fatigued,Normal,None
09:29:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
09:29:30,UAE201,Normal,Normal,Emergency Landing Requested
09:30:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
09:30:30,UAE201,Normal,Normal,Crew Rotation Initiated
09:31:00,UAE201,Normal,Normal,Emergency Landing Requested
09:31:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
09:32:00,UAE201,Normal,Unruly Passenger,None
09:32:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
09:33:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
09:33:30,UAE201,Fatigued,Unruly Passenger,None
09:34:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
09:34:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
09:35:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
09:35:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
09:36:00,UAE201,Fatigued,Medical Emergency,None
09:36:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
09:37:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
09:37:30,UAE201,Normal,Normal,None
09:38:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
09:38:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
09:39:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
09:39:30,UAE201,Normal,Normal,Emergency Landing Requested
09:40:00,UAE201,Normal,Normal,Crew Rotation Initiated
09:40:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
09:41:00,UAE201,Normal,Normal,None
09:41:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
09:42:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
09:42:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
09:43:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
09:43:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
09:44:00,UAE201,Normal,Unruly Passenger,None
09:44:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
09:45:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
09:45:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
09:46:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
09:46:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
09:47:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
09:47:30,UAE201,Fatigued,Normal,Emergency Landing Requested
09:48:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
09:48:30,UAE201,Fatigued,Normal,Emergency Landing Requested
09:49:00,UAE201,Normal,Medical Emergency,None
09:49:30,UAE201,Normal,Normal,None
09:50:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
09:50:30,UAE201,Fatigued,Normal,None
09:51:00,UAE201,Fatigued,Medical Emergency,None
09:51:30,UAE201,Fatigued,Medical Emergency,None
09:52:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
09:52:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
09:53:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
09:53:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
09:54:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
09:54:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
09:55:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
09:55:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
09:56:00,UAE201,Fatigued,Medical Emergency,None
09:56:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
09:57:00,UAE201,Normal,Normal,None
09:57:30,UAE201,Fatigued,Unruly Passenger,None
09:58:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
09:58:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
09:59:00,UAE201,Exceeded Duty Limits,Normal,None
09:59:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
10:00:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
10:00:30,UAE201,Normal,Normal,None
10:01:00,UAE201,Normal,Normal,Emergency Landing Requested
10:01:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
10:02:00,UAE201,Fatigued,Medical Emergency,None
10:02:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
10:03:00,UAE201,Fatigued,Normal,None
10:03:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
10:04:00,UAE201,Normal,Medical Emergency,None
10:04:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
10:05:00,UAE201,Fatigued,Normal,Emergency Landing Requested
10:05:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
10:06:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
10:06:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
10:07:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:07:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
10:08:00,UAE201,Normal,Normal,Crew Rotation Initiated
10:08:30,UAE201,Fatigued,Normal,Emergency Landing Requested
10:09:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
10:09:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
10:10:00,UAE201,Normal,Normal,None
10:10:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
10:11:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
10:11:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
10:12:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
10:12:30,UAE201,Normal,Normal,None
10:13:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
10:13:30,UAE201,Normal,Normal,Crew Rotation Initiated
10:14:00,UAE201,Normal,Unruly Passenger,None
10:14:30,UAE201,Normal,Normal,Crew Rotation Initiated
10:15:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
10:15:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
10:16:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
10:16:30,UAE201,Normal,Normal,None
10:17:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
10:17:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
10:18:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
10:18:30,UAE201,Fatigued,Normal,None
10:19:00,UAE201,Normal,Normal,None
10:19:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
10:20:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
10:20:30,UAE201,Normal,Medical Emergency,None
10:21:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
10:21:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
10:22:00,UAE201,Fatigued,Unruly Passenger,None
10:22:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
10:23:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
10:23:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
10:24:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
10:24:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
10:25:00,UAE201,Fatigued,Medical Emergency,None
