Time,Call Sign,Current Fuel (kg),Expected Fuel Upon Arrival (kg),Fuel Consumption Rate (kg/h),Remarks
07:43:00,UAE201,15294,16149,3011,Normal fuel burn.
07:43:30,UAE201,8947,10307,3161,Normal fuel burn.
07:44:00,UAE201,27701,17265,2697,Normal fuel burn.
07:44:30,UAE201,5039,7357,4380,Normal fuel burn.
07:45:00,UAE201,10981,8514,3616,Normal fuel burn.
07:45:30,UAE201,13898,15809,3262,Normal fuel burn.
07:46:00,UAE201,12188,12349,4436,Normal fuel burn.
07:46:30,UAE201,21196,8823,2614,Normal fuel burn.
07:47:00,UAE201,26524,6242,3067,Normal fuel burn.
07:47:30,UAE201,14125,5092,2443,Normal fuel burn.
07:48:00,UAE201,21624,6661,2613,Normal fuel burn.
07:48:30,UAE201,16534,10760,2301,Normal fuel burn.
07:49:00,UAE201,24062,10960,2954,Normal fuel burn.
07:49:30,UAE201,14632,19733,2144,Normal fuel burn.
07:50:00,UAE201,29007,7272,3245,Normal fuel burn.
07:50:30,UAE201,20180,17182,2487,Normal fuel burn.
07:51:00,UAE201,27715,8932,4650,Normal fuel burn.
07:51:30,UAE201,8799,12921,4960,Normal fuel burn.
07:52:00,UAE201,18944,14823,4995,Normal fuel burn.
07:52:30,UAE201,6075,19852,3168,Normal fuel burn.
07:53:00,UAE201,22142,13621,4714,Normal fuel burn.
07:53:30,UAE201,25368,13997,4113,Normal fuel burn.
07:54:00,UAE201,11742,13841,2912,Normal fuel burn.
07:54:30,UAE201,10499,5376,3136,Normal fuel burn.
07:55:00,UAE201,17420,12228,2512,Normal fuel burn.
07:55:30,UAE201,19717,6889,2270,Normal fuel burn.
07:56:00,UAE201,14950,13432,3272,Normal fuel burn.
07:56:30,UAE201,20164,17992,3578,Normal fuel burn.
07:57:00,UAE201,24679,13078,4545,Normal fuel burn.
07:57:30,UAE201,5628,12520,2154,Normal fuel burn.
07:58:00,UAE201,24766,11181,3173,Normal fuel burn.
07:58:30,UAE201,17204,7209,2472,Normal fuel burn.
07:59:00,UAE201,15543,7694,3472,Normal fuel burn.
07:59:30,UAE201,25439,9272,3749,Normal fuel burn.
08:00:00,UAE201,16338,6641,2362,Normal fuel burn.
08:00:30,UAE201,18372,8327,4446,Normal fuel burn.
08:01:00,UAE201,12917,11478,3287,Normal fuel burn.
08:01:30,UAE201,22027,14973,4201,Normal fuel burn.
08:02:00,UAE201,24608,10197,2044,Normal fuel burn.
08:02:30,UAE201,28053,10047,4174,Normal fuel burn.
08:03:00,UAE201,25315,16033,3950,Normal fuel burn.
08:03:30,UAE201,18032,7743,4764,Normal fuel burn.
08:04:00,UAE201,11558,16027,2833,Normal fuel burn.
08:04:30,UAE201,7920,5719,3089,Normal fuel burn.
08:05:00,UAE201,19563,11875,4612,Normal fuel burn.
08:05:30,UAE201,19132,19136,4115,Normal fuel burn.
08:06:00,UAE201,25340,12277,2392,Normal fuel burn.
08:06:30,UAE201,10777,12067,2297,Normal fuel burn.
08:07:00,UAE201,22119,13595,3361,Normal fuel burn.
08:07:30,UAE201,13752,15312,4377,Normal fuel burn.
08:08:00,UAE201,14386,17259,3625,Normal fuel burn.
08:08:30,UAE201,6027,11736,2464,Normal fuel burn.
08:09:00,UAE201,8736,14026,3608,Normal fuel burn.
08:09:30,UAE201,18062,17559,4825,Normal fuel burn.
08:10:00,UAE201,8034,13945,2814,Normal fuel burn.
08:10:30,UAE201,16517,5688,3408,Normal fuel burn.
08:11:00,UAE201,9730,15494,2851,Normal fuel burn.
08:11:30,UAE201,18029,18182,2524,Normal fuel burn.
08:12:00,UAE201,15039,10692,2239,Normal fuel burn.
08:12:30,UAE201,7017,8957,2948,Normal fuel burn.
08:13:00,UAE201,19460,8365,2370,Normal fuel burn.
08:13:30,UAE201,5002,14546,3251,Normal fuel burn.
08:14:00,UAE201,6512,13904,3439,Normal fuel burn.
08:14:30,UAE201,7718,15852,2942,Normal fuel burn.
08:15:00,UAE201,11477,9492,3202,Normal fuel burn.
08:15:30,UAE201,14149,5979,4781,Normal fuel burn.
08:16:00,UAE201,15519,11949,4990,Normal fuel burn.
08:16:30,UAE201,16215,7200,3746,Normal fuel burn.
08:17:00,UAE201,15526,10815,4024,Normal fuel burn.
08:17:30,UAE201,15598,10289,4123,Normal fuel burn.
08:18:00,UAE201,20295,14427,2214,Normal fuel burn.
08:18:30,UAE201,7479,13602,2438,Normal fuel burn.
08:19:00,UAE201,17719,9626,3517,Normal fuel burn.
08:19:30,UAE201,29120,19446,4725,Normal fuel burn.
08:20:00,UAE201,23484,14401,3629,Normal fuel burn.
08:20:30,UAE201,11465,14803,3222,Normal fuel burn.
08:21:00,UAE201,16639,17292,4119,Normal fuel burn.
08:21:30,UAE201,6959,19139,3492,Normal fuel burn.
08:22:00,UAE201,11721,18618,4199,Normal fuel burn.
08:22:30,UAE201,22813,13171,4683,Normal fuel burn.
08:23:00,UAE201,5366,10545,4116,Normal fuel burn.
08:23:30,UAE201,7422,6723,2029,Normal fuel burn.
08:24:00,UAE201,17700,18314,2616,Normal fuel burn.
08:24:30,UAE201,27461,16098,2075,Normal fuel burn.
08:25:00,UAE201,19501,17208,3888,Normal fuel burn.
08:25:30,UAE201,29735,9839,3219,Normal fuel burn.
08:26:00,UAE201,21054,15840,4938,Normal fuel burn.
08:26:30,UAE201,8516,15171,3678,Normal fuel burn.
08:27:00,UAE201,13847,14429,3938,Normal fuel burn.
08:27:30,UAE201,11319,6590,4308,Normal fuel burn.
08:28:00,UAE201,25678,17534,2945,Normal fuel burn.
08:28:30,UAE201,18586,18982,2148,Normal fuel burn.
08:29:00,UAE201,18163,8132,3459,Normal fuel burn.
08:29:30,UAE201,19036,8666,2138,Normal fuel burn.
08:30:00,UAE201,23070,11189,2947,Normal fuel burn.
08:30:30,UAE201,22048,10410,3947,Normal fuel burn.
08:31:00,UAE201,11649,19995,4094,Normal fuel burn.
08:31:30,UAE201,20412,11677,4071,Normal fuel burn.
08:32:00,UAE201,24938,15491,2811,Normal fuel burn.
08:32:30,UAE201,19382,8270,4519,Normal fuel burn.
08:33:00,UAE201,14152,5124,4621,Normal fuel burn.
08:33:30,UAE201,29444,10634,2462,Normal fuel burn.
08:34:00,UAE201,20077,9113,3445,Normal fuel burn.
08:34:30,UAE201,18847,10881,2653,Normal fuel burn.
08:35:00,UAE201,9374,6130,3370,Normal fuel burn.
08:35:30,UAE201,6241,17307,3707,Normal fuel burn.
08:36:00,UAE201,13324,11671,4275,Normal fuel burn.
08:36:30,UAE201,28214,7930,3090,Normal fuel burn.
08:37:00,UAE201,24119,15196,2614,Normal fuel burn.
08:37:30,UAE201,7429,9697,3827,Normal fuel burn.
08:38:00,UAE201,9050,9978,4203,Normal fuel burn.
08:38:30,UAE201,9864,7350,3838,Normal fuel burn.
08:39:00,UAE201,29327,15763,3832,Normal fuel burn.
08:39:30,UAE201,27660,5765,4479,Normal fuel burn.
08:40:00,UAE201,18348,13060,3116,Normal fuel burn.
08:40:30,UAE201,28717,12513,3791,Normal fuel burn.
08:41:00,UAE201,26639,8526,4053,Normal fuel burn.
08:41:30,UAE201,24450,10902,2081,Normal fuel burn.
08:42:00,UAE201,6191,18212,3778,Normal fuel burn.
08:42:30,UAE201,23102,13339,3260,Normal fuel burn.
08:43:00,UAE201,25182,19888,2412,Normal fuel burn.
08:43:30,UAE201,29006,10410,2190,Normal fuel burn.
08:44:00,UAE201,8017,16316,2898,Normal fuel burn.
08:44:30,UAE201,27419,15477,3491,Normal fuel burn.
08:45:00,UAE201,17856,16472,4182,Normal fuel burn.
08:45:30,UAE201,19733,6347,4240,Normal fuel burn.
08:46:00,UAE201,14316,12730,4870,Normal fuel burn.
08:46:30,UAE201,23393,16121,3634,Normal fuel burn.
08:47:00,UAE201,10351,18955,2775,Normal fuel burn.
08:47:30,UAE201,19835,6483,3780,Normal fuel burn.
08:48:00,UAE201,6596,14981,3198,Normal fuel burn.
08:48:30,UAE201,17244,12267,3414,Normal fuel burn.
08:49:00,UAE201,9646,12711,3061,Normal fuel burn.
08:49:30,UAE201,19731,12112,2369,Normal fuel burn.
08:50:00,UAE201,29781,19232,3809,Normal fuel burn.
08:50:30,UAE201,21703,17046,3796,Normal fuel burn.
08:51:00,UAE201,11166,12400,3820,Normal fuel burn.
08:51:30,UAE201,10098,11531,4229,Normal fuel burn.
08:52:00,UAE201,17499,10708,3558,Normal fuel burn.
08:52:30,UAE201,17923,7120,3266,Normal fuel burn.
08:53:00,UAE201,10285,16029,3537,Normal fuel burn.
08:53:30,UAE201,25974,18831,2027,Normal fuel burn.
08:54:00,UAE201,16053,19868,3621,Normal fuel burn.
08:54:30,UAE201,20370,6342,2453,Normal fuel burn.
08:55:00,UAE201,19042,8899,4277,Normal fuel burn.
08:55:30,UAE201,27978,8523,4888,Normal fuel burn.
08:56:00,UAE201,16562,17568,4647,Normal fuel burn.
08:56:30,UAE201,20865,16509,3885,Normal fuel burn.
08:57:00,UAE201,26507,5292,2583,Normal fuel burn.
08:57:30,UAE201,8778,12094,3558,Normal fuel burn.
08:58:00,UAE201,29785,10602,2958,Normal fuel burn.
08:58:30,UAE201,25612,12682,2119,Normal fuel burn.
08:59:00,UAE201,11058,10840,3856,Normal fuel burn.
08:59:30,UAE201,9181,13057,3431,Normal fuel burn.
09:00:00,UAE201,11530,10942,2695,Normal fuel burn.
09:00:30,UAE201,6563,15987,4586,Normal fuel burn.
09:01:00,UAE201,28633,19691,3778,Normal fuel burn.
09:01:30,UAE201,27242,13350,4284,Normal fuel burn.
09:02:00,UAE201,13574,9596,2689,Normal fuel burn.
09:02:30,UAE201,19553,17322,4557,Normal fuel burn.
09:03:00,UAE201,9364,12373,3936,Normal fuel burn.
09:03:30,UAE201,17456,9082,3193,Normal fuel burn.
09:04:00,UAE201,12542,13662,4209,Normal fuel burn.
09:04:30,UAE201,26261,18927,2483,Normal fuel burn.
09:05:00,UAE201,21710,14213,3962,Normal fuel burn.
09:05:30,UAE201,25903,11279,2062,Normal fuel burn.
09:06:00,UAE201,20662,17009,3304,Normal fuel burn.
09:06:30,UAE201,29131,11384,3221,Normal fuel burn.
09:07:00,UAE201,23084,19955,3152,Normal fuel burn.
09:07:30,UAE201,8061,9820,3758,Normal fuel burn.
09:08:00,UAE201,23943,14078,4509,Normal fuel burn.
09:08:30,UAE201,19103,11860,3426,Normal fuel burn.
09:09:00,UAE201,19193,14554,4733,Normal fuel burn.
09:09:30,UAE201,13076,5888,3862,Normal fuel burn.
09:10:00,UAE201,9926,17851,2327,Normal fuel burn.
09:10:30,UAE201,9982,13034,3442,Normal fuel burn.
09:11:00,UAE201,23590,18875,2012,Normal fuel burn.
09:11:30,UAE201,6639,10477,3816,Normal fuel burn.
09:12:00,UAE201,9620,16073,4343,Normal fuel burn.
09:12:30,UAE201,5836,10391,2913,Normal fuel burn.
09:13:00,UAE201,7650,12162,2558,Normal fuel burn.
09:13:30,UAE201,10221,19166,4223,Normal fuel burn.
09:14:00,UAE201,27213,11245,2486,Normal fuel burn.
09:14:30,UAE201,19714,14648,3552,Normal fuel burn.
09:15:00,UAE201,27669,10756,3966,Normal fuel burn.
09:15:30,UAE201,18332,17363,3759,Normal fuel burn.
09:16:00,UAE201,24395,17810,4109,Normal fuel burn.
09:16:30,UAE201,12340,6902,3017,Normal fuel burn.
09:17:00,UAE201,20332,5072,2116,Normal fuel burn.
09:17:30,UAE201,15383,13395,4744,Normal fuel burn.
09:18:00,UAE201,13943,17910,4381,Normal fuel burn.
09:18:30,UAE201,17094,8028,2015,Normal fuel burn.
09:19:00,UAE201,28344,7886,4230,Normal fuel burn.
09:19:30,UAE201,19795,19569,3557,Normal fuel burn.
09:20:00,UAE201,7470,13442,3068,Normal fuel burn.
09:20:30,UAE201,24402,14697,3656,Normal fuel burn.
09:21:00,UAE201,5805,9181,2030,Normal fuel burn.
09:21:30,UAE201,7835,11567,4186,Normal fuel burn.
09:22:00,UAE201,5446,16156,2837,Normal fuel burn.
09:22:30,UAE201,24053,18063,2634,Normal fuel burn.
09:23:00,UAE201,28217,12153,2670,Normal fuel burn.
09:23:30,UAE201,15918,19298,4066,Normal fuel burn.
09:24:00,UAE201,23582,7725,3756,Normal fuel burn.
09:24:30,UAE201,29797,18492,2602,Normal fuel burn.
09:25:00,UAE201,7283,9601,2913,Normal fuel burn.
09:25:30,UAE201,16748,10336,4607,Normal fuel burn.
09:26:00,UAE201,26598,17743,3959,Normal fuel burn.
09:26:30,UAE201,5283,5826,2284,Normal fuel burn.
09:27:00,UAE201,6542,8172,3368,Normal fuel burn.
09:27:30,UAE201,16144,5693,2583,Normal fuel burn.
09:28:00,UAE201,27149,19878,3111,Normal fuel burn.
09:28:30,UAE201,26187,7295,3977,Normal fuel burn.
09:29:00,UAE201,8819,15750,2685,Normal fuel burn.
09:29:30,UAE201,22961,6213,2905,Normal fuel burn.
09:30:00,UAE201,9122,7982,2717,Normal fuel burn.
09:30:30,UAE201,15951,8641,4222,Normal fuel burn.
09:31:00,UAE201,25760,17943,4780,Normal fuel burn.
09:31:30,UAE201,24156,12275,4511,Normal fuel burn.
09:32:00,UAE201,6751,16728,2750,Normal fuel burn.
09:32:30,UAE201,12857,14256,3986,Normal fuel burn.
09:33:00,UAE201,16502,18487,4943,Normal fuel burn.
09:33:30,UAE201,26969,12611,4514,Normal fuel burn.
09:34:00,UAE201,15633,18573,2276,Normal fuel burn.
09:34:30,UAE201,11163,19413,4625,Normal fuel burn.
09:35:00,UAE201,29222,16977,2368,Normal fuel burn.
09:35:30,UAE201,13281,16250,2944,Normal fuel burn.
09:36:00,UAE201,17209,7827,2702,Normal fuel burn.
09:36:30,UAE201,24467,5012,4527,Normal fuel burn.
09:37:00,UAE201,6312,12969,4026,Normal fuel burn.
09:37:30,UAE201,9384,14773,3152,Normal fuel burn.
09:38:00,UAE201,26311,12118,4452,Normal fuel burn.
09:38:30,UAE201,9860,9110,2919,Normal fuel burn.
09:39:00,UAE201,28409,13719,4175,Normal fuel burn.
09:39:30,UAE201,22235,19401,4972,Normal fuel burn.
09:40:00,UAE201,10736,9468,4587,Normal fuel burn.
09:40:30,UAE201,7915,12028,2247,Normal fuel burn.
09:41:00,UAE201,20277,17972,2701,Normal fuel burn.
09:41:30,UAE201,22034,13517,2610,Normal fuel burn.
09:42:00,UAE201,15988,16347,3486,Normal fuel burn.
09:42:30,UAE201,15969,6936,4164,Normal fuel burn.
09:43:00,UAE201,13736,16129,3662,Normal fuel burn.
09:43:30,UAE201,24074,15183,4706,Normal fuel burn.
09:44:00,UAE201,15990,10847,2058,Normal fuel burn.
09:44:30,UAE201,25545,13988,2484,Normal fuel burn.
09:45:00,UAE201,26671,13436,3486,Normal fuel burn.
09:45:30,UAE201,7332,17926,4984,Normal fuel burn.
09:46:00,UAE201,28373,15228,3867,Normal fuel burn.
09:46:30,UAE201,19792,6864,2583,Normal fuel burn.
09:47:00,UAE201,10211,18682,3489,Normal fuel burn.
09:47:30,UAE201,5190,14763,4690,Normal fuel burn.
09:48:00,UAE201,16034,6374,2124,Normal fuel burn.
09:48:30,UAE201,15056,6385,2800,Normal fuel burn.
09:49:00,UAE201,19151,14595,2349,Normal fuel burn.
09:49:30,UAE201,11203,17042,4392,Normal fuel burn.
09:50:00,UAE201,26238,6094,3862,Normal fuel burn.
09:50:30,UAE201,8419,18677,4028,Normal fuel burn.
09:51:00,UAE201,15336,17680,3752,Normal fuel burn.
09:51:30,UAE201,26724,18582,4802,Normal fuel burn.
09:52:00,UAE201,5780,10723,2343,Normal fuel burn.
09:52:30,UAE201,8678,18405,4142,Normal fuel burn.
09:53:00,UAE201,18502,7370,3022,Normal fuel burn.
09:53:30,UAE201,8892,10507,3605,Normal fuel burn.
09:54:00,UAE201,14161,5803,2301,Normal fuel burn.
09:54:30,UAE201,16446,7335,3065,Normal fuel burn.
09:55:00,UAE201,14237,18641,4368,Normal fuel burn.
09:55:30,UAE201,6328,12593,2083,Normal fuel burn.
09:56:00,UAE201,13756,8226,3408,Normal fuel burn.
09:56:30,UAE201,12685,16505,4231,Normal fuel burn.
09:57:00,UAE201,8692,14075,2950,Normal fuel burn.
09:57:30,UAE201,8673,5637,3170,Normal fuel burn.
09:58:00,UAE201,16781,5492,2342,Normal fuel burn.
09:58:30,UAE201,9282,8313,4281,Normal fuel burn.
09:59:00,UAE201,19544,18028,2319,Normal fuel burn.
09:59:30,UAE201,10764,5643,3773,Normal fuel burn.
10:00:00,UAE201,27138,7529,4555,Normal fuel burn.
10:00:30,UAE201,15869,8191,4309,Normal fuel burn.
10:01:00,UAE201,28114,16753,4199,Normal fuel burn.
10:01:30,UAE201,14792,10467,2487,Normal fuel burn.
10:02:00,UAE201,20875,8042,2134,Normal fuel burn.
10:02:30,UAE201,28745,5432,2116,Normal fuel burn.
10:03:00,UAE201,7970,7263,2149,Normal fuel burn.
10:03:30,UAE201,23374,8348,4189,Normal fuel burn.
10:04:00,UAE201,21814,16312,3258,Normal fuel burn.
10:04:30,UAE201,13723,5913,3731,Normal fuel burn.
10:05:00,UAE201,5425,9731,2188,Normal fuel burn.
10:05:30,UAE201,24877,18214,4130,Normal fuel burn.
10:06:00,UAE201,22935,13178,2620,Normal fuel burn.
10:06:30,UAE201,15166,15811,3610,Normal fuel burn.
10:07:00,UAE201,26405,12397,3860,Normal fuel burn.
10:07:30,UAE201,23331,14757,3565,Normal fuel burn.
10:08:00,UAE201,5360,10035,3600,Normal fuel burn.
10:08:30,UAE201,9807,11923,4693,Normal fuel burn.
10:09:00,UAE201,29350,17827,4287,Normal fuel burn.
10:09:30,UAE201,19122,16417,2686,Normal fuel burn.
10:10:00,UAE201,16669,8257,3693,Normal fuel burn.
10:10:30,UAE201,10542,9797,4639,Normal fuel burn.
10:11:00,UAE201,27158,6945,2198,Normal fuel burn.
10:11:30,UAE201,5590,15223,3975,Normal fuel burn.
10:12:00,UAE201,29224,12736,4521,Normal fuel burn.
10:12:30,UAE201,10782,11520,2271,Normal fuel burn.
10:13:00,UAE201,26229,12518,4866,Normal fuel burn.
10:13:30,UAE201,18722,6922,3146,Normal fuel burn.
10:14:00,UAE201,6538,12282,3968,Normal fuel burn.
10:14:30,UAE201,27976,7977,2079,Normal fuel burn.
10:15:00,UAE201,25880,6310,2427,Normal fuel burn.
10:15:30,UAE201,22372,9288,3091,Normal fuel burn.
10:16:00,UAE201,24874,12558,3033,Normal fuel burn.
10:16:30,UAE201,13003,6723,4305,Normal fuel burn.
10:17:00,UAE201,28203,6342,3455,Normal fuel burn.
10:17:30,UAE201,16296,17088,2699,Normal fuel burn.
10:18:00,UAE201,6730,17761,4098,Normal fuel burn.
10:18:30,UAE201,18759,11978,3199,Normal fuel burn.
10:19:00,UAE201,5496,18647,4170,Normal fuel burn.
10:19:30,UAE201,21316,7351,2134,Normal fuel burn.
10:20:00,UAE201,8786,18859,3611,Normal fuel burn.
10:20:30,UAE201,19177,13716,4227,Normal fuel burn.
10:21:00,UAE201,6800,14700,4457,Normal fuel burn.
10:21:30,UAE201,26760,13230,3549,Normal fuel burn.
10:22:00,UAE201,17980,19081,2168,Normal fuel burn.
10:22:30,UAE201,13216,17035,4263,Normal fuel burn.
10:23:00,UAE201,9205,10784,3953,Normal fuel burn.
10:23:30,UAE201,23813,18015,2549,Normal fuel burn.
10:24:00,UAE201,29267,14952,3815,Normal fuel burn.
10:24:30,UAE201,26840,15561,3989,Normal fuel burn.
10:25:00,UAE201,17963,8454,4654,Normal fuel burn.
10:25:30,UAE201,10524,10472,2370,Normal fuel burn.
10:26:00,UAE201,21282,7803,3150,Normal fuel burn.
10:26:30,UAE201,19718,16081,2223,Normal fuel burn.
10:27:00,UAE201,11055,10729,3664,Normal fuel burn.
10:27:30,UAE201,6084,11118,3883,Normal fuel burn.
10:28:00,UAE201,6503,18075,4646,Normal fuel burn.
10:28:30,UAE201,17158,11067,4362,Normal fuel burn.
10:29:00,UAE201,18874,8950,4047,Normal fuel burn.
10:29:30,UAE201,12625,11693,4352,Normal fuel burn.
10:30:00,UAE201,6642,13008,2597,Normal fuel burn.
10:30:30,UAE201,11267,15462,2482,Normal fuel burn.
10:31:00,UAE201,7368,8251,4426,Normal fuel burn.
10:31:30,UAE201,12066,5959,2287,Normal fuel burn.
10:32:00,UAE201,9343,14690,2841,Normal fuel burn.
10:32:30,UAE201,28212,8984,3946,Normal fuel burn.
10:33:00,UAE201,16612,7890,3826,Normal fuel burn.
10:33:30,UAE201,18747,8648,4365,Normal fuel burn.
10:34:00,UAE201,29147,17419,2064,Normal fuel burn.
10:34:30,UAE201,21850,12265,4555,Normal fuel burn.
10:35:00,UAE201,5514,19331,4434,Normal fuel burn.
10:35:30,UAE201,24735,16574,4526,Normal fuel burn.
10:36:00,UAE201,25005,16219,4875,Normal fuel burn.
10:36:30,UAE201,15370,8625,4274,Normal fuel burn.
10:37:00,UAE201,9341,12284,4057,Normal fuel burn.
10:37:30,UAE201,17116,6784,4116,Normal fuel burn.
10:38:00,UAE201,17213,8728,3197,Normal fuel burn.
10:38:30,UAE201,26852,13043,2247,Normal fuel burn.
10:39:00,UAE201,7953,18397,2711,Normal fuel burn.
10:39:30,UAE201,7511,15969,2489,Normal fuel burn.
10:40:00,UAE201,11572,17770,2972,Normal fuel burn.
10:40:30,UAE201,12314,15124,3431,Normal fuel burn.
10:41:00,UAE201,14624,13401,3408,Normal fuel burn.
10:41:30,UAE201,22469,12589,4417,Normal fuel burn.
10:42:00,UAE201,29603,7528,2444,Normal fuel burn.
10:42:30,UAE201,10318,11317,3882,Normal fuel burn.
10:43:00,UAE201,25772,11054,4740,Normal fuel burn.
10:43:30,UAE201,7150,12473,4128,Normal fuel burn.
10:44:00,UAE201,6101,9201,4994,Normal fuel burn.
10:44:30,UAE201,14083,6741,2646,Normal fuel burn.
10:45:00,UAE201,24767,18767,4740,Normal fuel burn.
10:45:30,UAE201,19037,7452,4914,Normal fuel burn.
10:46:00,UAE201,22926,11742,3768,Normal fuel burn.
10:46:30,UAE201,24973,5514,3706,Normal fuel burn.
10:47:00,UAE201,16570,15278,2514,Normal fuel burn.
10:47:30,UAE201,9391,9772,3076,Normal fuel burn.
10:48:00,UAE201,15742,16792,2988,Normal fuel burn.
10:48:30,UAE201,15743,16477,3681,Normal fuel burn.
10:49:00,UAE201,20631,14215,2877,Normal fuel burn.
10:49:30,UAE201,29972,10599,3743,Normal fuel burn.
10:50:00,UAE201,27052,18042,3173,Normal fuel burn.
10:50:30,UAE201,8340,17329,2913,Normal fuel burn.
10:51:00,UAE201,15894,5598,4451,Normal fuel burn.
10:51:30,UAE201,22461,13779,3763,Normal fuel burn.
10:52:00,UAE201,21160,18542,4126,Normal fuel burn.
10:52:30,UAE201,9085,10382,3011,Normal fuel burn.
10:53:00,UAE201,25257,15157,5000,Normal fuel burn.
10:53:30,UAE201,16873,13325,2084,Normal fuel burn.
10:54:00,UAE201,12155,13431,2236,Normal fuel burn.
10:54:30,UAE201,15081,13279,4677,Normal fuel burn.
10:55:00,UAE201,19827,6984,2509,Normal fuel burn.
10:55:30,UAE201,5843,12906,3827,Normal fuel burn.
10:56:00,UAE201,13432,18890,3970,Normal fuel burn.
10:56:30,UAE201,10748,17345,2381,Normal fuel burn.
10:57:00,UAE201,12852,15520,4916,Normal fuel burn.
10:57:30,UAE201,10181,10687,4435,Normal fuel burn.
10:58:00,UAE201,12946,13227,2771,Normal fuel burn.
10:58:30,UAE201,13645,9190,4550,Normal fuel burn.
10:59:00,UAE201,5648,6849,4230,Normal fuel burn.
10:59:30,UAE201,9620,13347,3372,Normal fuel burn.
11:00:00,UAE201,24390,14431,4311,Normal fuel burn.
11:00:30,UAE201,20006,15989,3651,Normal fuel burn.
11:01:00,UAE201,13787,16703,3329,Normal fuel burn.
11:01:30,UAE201,12525,18590,4056,Normal fuel burn.
11:02:00,UAE201,12037,15738,3474,Normal fuel burn.
11:02:30,UAE201,24693,12739,2285,Normal fuel burn.
11:03:00,UAE201,26576,8664,2992,Normal fuel burn.
11:03:30,UAE201,23757,7369,3959,Normal fuel burn.
11:04:00,UAE201,24302,6581,4420,Normal fuel burn.
11:04:30,UAE201,24964,6468,2713,Normal fuel burn.
11:05:00,UAE201,14445,19399,2101,Normal fuel burn.
11:05:30,UAE201,24430,10634,3989,Normal fuel burn.
11:06:00,UAE201,13992,16186,2200,Normal fuel burn.
11:06:30,UAE201,27336,18405,2785,Normal fuel burn.
11:07:00,UAE201,21965,16429,2638,Normal fuel burn.
11:07:30,UAE201,6926,12211,4932,Normal fuel burn.
11:08:00,UAE201,16822,10049,3264,Normal fuel burn.
11:08:30,UAE201,6303,13785,4418,Normal fuel burn.
11:09:00,UAE201,11163,15233,3643,Normal fuel burn.
11:09:30,UAE201,29712,14505,4634,Normal fuel burn.
11:10:00,UAE201,15311,15511,4884,Normal fuel burn.
11:10:30,UAE201,22595,18587,3736,Normal fuel burn.
11:11:00,UAE201,10135,9803,4233,Normal fuel burn.
11:11:30,UAE201,16104,14620,2060,Normal fuel burn.
11:12:00,UAE201,11245,9053,3462,Normal fuel burn.
11:12:30,UAE201,29402,6730,2028,Normal fuel burn.
11:13:00,UAE201,14726,18508,4869,Normal fuel burn.
11:13:30,UAE201,5029,18796,3587,Normal fuel burn.
11:14:00,UAE201,6604,5978,2782,Normal fuel burn.
11:14:30,UAE201,29441,6150,3046,Normal fuel burn.
11:15:00,UAE201,28021,9688,4331,Normal fuel burn.
11:15:30,UAE201,15186,5636,4944,Normal fuel burn.
11:16:00,UAE201,19520,12735,2992,Normal fuel burn.
11:16:30,UAE201,26455,9940,3093,Normal fuel burn.
11:17:00,UAE201,23426,18265,4938,Normal fuel burn.
11:17:30,UAE201,17620,15693,3565,Normal fuel burn.
11:18:00,UAE201,6397,19372,4153,Normal fuel burn.
11:18:30,UAE201,13108,12732,4798,Normal fuel burn.
11:19:00,UAE201,8949,11958,2652,Normal fuel burn.
11:19:30,UAE201,14756,17414,3910,Normal fuel burn.
11:20:00,UAE201,8082,8088,4250,Normal fuel burn.
11:20:30,UAE201,19237,17571,4149,Normal fuel burn.
11:21:00,UAE201,22861,17719,2005,Normal fuel burn.
11:21:30,UAE201,20174,6983,2848,Normal fuel burn.
11:22:00,UAE201,23622,18265,4894,Normal fuel burn.
11:22:30,UAE201,16752,18673,3667,Normal fuel burn.
11:23:00,UAE201,24241,13275,4286,Normal fuel burn.
11:23:30,UAE201,28645,15804,4730,Normal fuel burn.
11:24:00,UAE201,29699,6063,2614,Normal fuel burn.
11:24:30,UAE201,7617,15332,4079,Normal fuel burn.
11:25:00,UAE201,11896,14983,4843,Normal fuel burn.
11:25:30,UAE201,20216,18539,4895,Normal fuel burn.
11:26:00,UAE201,14013,9601,4162,Normal fuel burn.
11:26:30,UAE201,21223,9283,3483,Normal fuel burn.
11:27:00,UAE201,19893,13952,2011,Normal fuel burn.
11:27:30,UAE201,26498,10830,2143,Normal fuel burn.
11:28:00,UAE201,19768,13919,2842,Normal fuel burn.
11:28:30,UAE201,28811,5193,3621,Normal fuel burn.
11:29:00,UAE201,10386,19964,2719,Normal fuel burn.
11:29:30,UAE201,13449,6503,4944,Normal fuel burn.
11:30:00,UAE201,12523,18820,2344,Normal fuel burn.
11:30:30,UAE201,24697,6086,4184,Normal fuel burn.
11:31:00,UAE201,24175,11473,4630,Normal fuel burn.
11:31:30,UAE201,26854,5376,2988,Normal fuel burn.
11:32:00,UAE201,11888,6336,4410,Normal fuel burn.
11:32:30,UAE201,27920,13761,2514,Normal fuel burn.
11:33:00,UAE201,25629,11141,3098,Normal fuel burn.
11:33:30,UAE201,29606,9881,3113,Normal fuel burn.
11:34:00,UAE201,11589,7439,3511,Normal fuel burn.
11:34:30,UAE201,21043,10008,4026,Normal fuel burn.
